Government Dated Securities and Treasury Bills
at RBI, Mumbai on 29 April 2000
1
 11.98 %  2004                      5.00          107.92           9.7003
 11.98 %  2004                      5.00          107.94           9.6949
 11.98 %  2004                      5.00          107.85           9.7195
 11.98 %  2004                      5.00          107.91           9.7031
 11.98 %  2004                      5.00          107.88           9.7113
 11.98 %  2004                      5.00          107.96           9.6894
 11.98 %  2004                     10.00          107.96           9.6894
 11.98 %  2004                      5.00          107.87           9.7140
 11.98 %  2004                      5.00          107.93           9.6976
 11.98 %  2004                     10.00          107.87           9.7140
 11.95 %  2004                      5.00          107.60           9.7088
 11.95 %  2004                     10.00          107.60           9.7088
 11.95 %  2004                      5.00          107.60           9.7088
 11.50 %  2004                      5.00          105.93           9.6848
 11.50 %  2004                      5.00          105.95           9.6789
 12.50 %  2004                      5.00          108.91           9.6946
 12.50 %  2004                      5.00          108.93           9.6887
 12.50 %  2004                      5.00          108.715          9.7527
 12.50 %  2004                      5.00          108.845          9.7140
 12.50 %  2004                     10.00          108.86           9.7095
 12.50 %  2004                      5.00          108.80           9.7274
 12.50 %  2004                      5.00          108.93           9.6887
 12.50 %  2004                     10.00          108.80           9.7274
 12.50 %  2004                      5.00          108.94           9.6857
 12.50 %  2004                      5.00          108.94           9.6857
 12.50 %  2004                      5.00          108.94           9.6857
 12.50 %  2004                      5.00          108.90           9.6976
 12.50 %  2004                      5.00          108.95           9.6828
 12.50 %  2004                      5.00          108.78           9.7333
 11.83 %  2003                      5.00          106.13           9.5590
 11.10 %  2003                      5.00          103.80           9.5804
 12.69 %  2002                     15.00          105.80           9.4783
 12.69 %  2002                     20.00          105.84           9.4570
 11.75 %  2001                     10.00          102.95           9.3024
 11.75 %  2001                      5.00          102.92           9.3265
 11.75 %  2001                      4.00          102.91           9.3345
 11.75 %  2001                     10.00          102.95           9.3024
 11.40 %  2000                     25.00          100.90           9.1061
 12.14 %  2000                     10.00          100.26           8.7188
 12.14 %  2000                     10.00          100.26           8.7188
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
Rs.100   Indicative                                 (Face Value)     Per 
Nomenclature                  Amount           Price *        YTM %   
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions in2
  9.90 %  2005                      5.00          100.24           9.8368
  9.90 %  2005                      5.00          100.35           9.8084
  9.90 %  2005                      5.00          100.345          9.8096
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                      5.00          100.20           9.8471
  9.90 %  2005                      5.00          100.24           9.8368
  9.90 %  2005                      5.00          100.23           9.8393
  9.90 %  2005                      5.00          100.30           9.8213
  9.90 %  2005                      5.00          100.22           9.8419
  9.90 %  2005                      5.00          100.20           9.8471
  9.90 %  2005                      5.00          100.33           9.8135
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                     25.00          100.25           9.8342
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                      5.00          100.28           9.8264
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                     10.00          100.36           9.8058
  9.90 %  2005                     10.00          100.355          9.8071
  9.90 %  2005                     10.00          100.35           9.8086
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                     25.00          100.255          9.8329
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                      5.00          100.25           9.8342
  9.90 %  2005                      5.00          100.325          9.8148
  9.90 %  2005                      5.00          100.32           9.8161
  9.90 %  2005                      5.00          100.32           9.8161
  9.90 %  2005                      5.00          100.35           9.8084
  9.90 %  2005                      5.00          100.22           9.8419
  9.90 %  2005                      5.00          100.315          9.8174
  9.90 %  2005                      5.00          100.35           9.8084
  9.90 %  2005                      5.00          100.26           9.8316
  9.90 %  2005                      5.00          100.36           9.8058
  9.90 %  2005                      5.00          100.33           9.8135
  9.90 %  2005                      5.00          100.34           9.8109
  9.90 %  2005                     10.00          100.255          9.8329
  9.90 %  2005                      5.00          100.36           9.8058
 11.98 %  2004                      5.00          107.82           9.7277
 11.98 %  2004                     10.00          107.90           9.7058
 11.98 %  2004                      5.00          107.83           9.7249
 11.98 %  2004                      5.00          107.83           9.7249
 11.98 %  2004                      5.00          107.83           9.7249
 11.98 %  2004                      5.00          107.85           9.7195
 11.98 %  2004                      5.00          107.91           9.7031
 11.98 %  2004                      5.00          107.90           9.7058
 11.98 %  2004                      5.00          107.82           9.7277
 11.98 %  2004                      5.00          107.78           9.7386
 11.98 %  2004                      5.00          107.94           9.6949
 11.98 %  2004                     10.00          107.91           9.7031
 11.98 %  2004                      5.00          107.95           9.6922
 11.98 %  2004                     10.00          107.85           9.7195
 11.98 %  2004                      5.00          107.75           9.74683
 11.90 %  2007                      5.00          109.28          10.0339
 11.90 %  2007                      5.00          109.20          10.0490
 11.90 %  2007                      5.00          109.18          10.0528
 11.90 %  2007                      5.00          109.18          10.0528
 11.50 %  2006                     10.00          106.875          9.9553
 11.75 %  2006                      5.00          107.98           9.9421
 11.75 %  2006                      5.00          108.09           9.9184
 11.75 %  2006                      5.00          107.99           9.9399
 11.75 %  2006                      5.00          108.08           9.9206
 11.75 %  2006                      5.00          108.00           9.9378
 11.75 %  2006                      5.00          108.08           9.9206
 11.75 %  2006                      5.00          108.01           9.9356
 11.75 %  2006                      5.00          108.09           9.9184
 11.75 %  2006                      5.00          108.07           9.9227
 11.75 %  2006                      5.00          108.07           9.9227
 11.75 %  2006                      5.00          108.02           9.9335
 11.75 %  2006                      5.00          108.02           9.9335
 11.75 %  2006                      5.00          108.00           9.9378
 11.75 %  2006                      5.00          108.00           9.9378
 11.75 %  2006                      5.00          108.09           9.9184
 11.75 %  2006                     10.00          108.03           9.9313
 11.75 %  2006                      5.00          108.09           9.9184
 11.68 %  2006                      5.00          107.79           9.9121
 11.68 %  2006                      5.00          107.71           9.9293
 11.68 %  2006                      5.00          107.69           9.9336
 11.68 %  2006                      5.00          107.79           9.9121
 11.68 %  2006                      5.00          107.78           9.9142
 11.68 %  2006                      5.00          107.70           9.9315
 11.68 %  2006                      5.00          107.68           9.9358
 11.68 %  2006                      5.00          107.72           9.9272
 11.68 %  2006                      5.00          107.745          9.9218
 11.19 %  2005                      5.00          105.37           9.8543
 11.19 %  2005                      5.00          105.32           9.8662
 11.19 %  2005                      5.00          105.35           9.8590
 11.19 %  2005                      5.00          105.32           9.8662
 11.19 %  2005                      5.00          105.35           9.8590
 11.19 %  2005                      5.00          105.49           9.8256
