Government Dated Securities and Treasury Bills
Mumbai on 04 November 2000
1
 11.40 %  2008                     25.00          100.65          11.2660
 11.40 %  2008                      5.00          100.63          11.2699
 11.40 %  2008                      5.00          100.72          11.2524
 11.40 %  2008                      5.00          100.80          11.2368
 11.40 %  2008                      5.00          100.72          11.2524
 11.40 %  2008                      5.00          100.67          11.2621
 11.40 %  2008                      5.00          100.80          11.2368
 12.00 %  2008                      5.00          103.65          11.2659
 12.00 %  2008                      5.00          103.60          11.2758
 11.00 %  2006                      5.00          100.485         10.8755
 11.00 %  2006                      5.00          100.52          10.8671
 11.00 %  2006                      5.00          100.495         10.8731
 11.00 %  2006                      5.00          100.47          10.8790
 11.00 %  2006                      5.00          100.485         10.8755
 11.00 %  2006                      5.00          100.49          10.8743
 11.00 %  2006                      5.00          100.53          10.8648
 11.19 %  2005                      1.00          101.72          10.7107
 12.50 %  2004                      5.00          105.42          10.5466
 12.50 %  2004                      5.00          105.41          10.5500
 12.50 %  2004                      1.00          105.18          10.6298
 12.50 %  2004                      5.00          105.38          10.5604
 12.50 %  2004                      5.00          105.44          10.5396
 11.10 %  2003                      5.00          101.29          10.4762
 11.10 %  2003                      5.00          101.30          10.4715
 11.10 %  2003                      5.00          101.28          10.4809
 11.10 %  2003                      5.00          101.335         10.4549
 11.10 %  2003                      5.00          101.34          10.4526
 11.10 %  2003                      5.00          101.29          10.4762
 11.10 %  2003                      5.00          101.30          10.4715
 11.10 %  2003                      5.00          101.31          10.4667
 11.10 %  2003                     10.00          101.31          10.4667
 11.10 %  2003                      5.00          101.31          10.4667
 11.10 %  2003                      5.00          101.31          10.4667
 11.15 %  2002                      5.00          101.26          10.3562
 11.68 %  2002                     16.40          101.98          10.3954
 12.69 %  2002                     10.00          103.10          10.4269
 11.75 %  2001                      5.00          101.115         10.2373
 10.85 %  2001                     10.00          100.35          10.2970
 10.85 %  2001                     10.00          100.32          10.3399
          Contract Date : November 03, 2000
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
Rs.100   Indicative                                 (Face Value)     Per 
Nomenclature                  Amount           Price *        YTM %   
---------------------------------------------------------------------------
at RBI, 
Subsidiary General Ledger Account Transactions in2
 11.99 %  2009                      5.00          103.50          11.3307
 11.99 %  2009                      5.00          103.45          11.3398
 11.99 %  2009                      5.00          103.45          11.3398
 11.40 %  2008                      5.00          100.72          11.2524
 11.40 %  2008                      5.00          100.79          11.2388
 11.40 %  2008                      5.00          100.85          11.2271
 11.40 %  2008                      5.00          100.84          11.2291
 11.40 %  2008                      5.00          100.835         11.2300
 11.40 %  2008                      5.00          100.87          11.2232
 11.40 %  2008                      5.00          100.86          11.2252
 11.40 %  2008                      5.00          100.80          11.2368
 11.40 %  2008                      5.00          100.63          11.2699
 11.40 %  2008                      5.00          100.60          11.2757
 11.40 %  2008                      5.00          100.87          11.2232
 11.40 %  2008                      5.00          100.87          11.2232
 11.40 %  2008                      5.00          100.70          11.2563
 11.40 %  2008                      5.00          100.61          11.2738
 11.40 %  2008                      5.00          100.77          11.2426
 11.40 %  2008                      5.00          100.81          11.2349
 11.40 %  2008                      1.00          100.20          11.3538
 11.40 %  2008                     10.00          100.73          11.2504
 11.40 %  2008                      5.00          100.58          11.2796
 11.40 %  2008                      5.00          100.61          11.2738
 11.40 %  2008                      5.00          100.63          11.2699
 11.40 %  2008                      2.00          100.62          11.2718
 11.40 %  2008                      5.00          100.58          11.2796
 11.40 %  2008                      5.00          100.74          11.2485
 11.40 %  2008                      5.00          100.83          11.2310
 11.40 %  2008                     10.00          100.85          11.2271
 11.40 %  2008                      5.00          100.85          11.2271
 11.40 %  2008                      5.00          100.85          11.2271
 11.40 %  2008                      5.00          100.84          11.2291
 11.40 %  2008                      5.00          100.68          11.2601
 11.40 %  2008                      5.00          100.82          11.2329
 11.40 %  2008                      5.00          100.81          11.2349
 11.40 %  2008                      5.00          100.80          11.2368
 11.40 %  2008                      5.00          100.73          11.2504
 11.40 %  2008                      5.00          100.72          11.2524
 11.40 %  2008                      5.00          100.85          11.2271
 11.40 %  2008                      5.00          100.84          11.2291
 11.40 %  2008                      5.00          100.78          11.2407
 11.40 %  2008                      5.00          100.69          11.2582
 11.40 %  2008                      5.00          100.65          11.2660
 11.40 %  2008                      5.00          100.75          11.2465
 11.40 %  2008                      5.00          100.64          11.2679
 11.40 %  2008                      5.00          100.75          11.2465
 11.40 %  2008                     10.00          100.60          11.2757
 11.40 %  2008                      5.00          100.82          11.2329
 11.40 %  2008                      5.00          100.87          11.2232
 11.40 %  2008                      5.00          100.79          11.2388
 11.40 %  2008                      5.00          100.66          11.2640
 11.40 %  2008                      5.00          100.79          11.2388
 11.40 %  2008                      5.00          100.555         11.2845
 11.40 %  2008                      5.00          100.70          11.2563
 11.40 %  2008                      5.00          100.67          11.26213
 11.03 %  2012                      5.00           96.38          11.5969
 11.03 %  2012                      5.00           96.12          11.6392
 11.03 %  2012                      5.00           96.13          11.6375
 11.03 %  2012                      5.00           96.21          11.6245
 11.03 %  2012                      5.00           96.23          11.6213
 11.03 %  2012                      5.00           96.24          11.6196
 11.03 %  2012                      5.00           96.21          11.6245
 11.03 %  2012                      5.00           96.34          11.6034
 11.03 %  2012                      4.25           96.25          11.6180
 11.03 %  2012                      5.00           96.15          11.6343
 11.03 %  2012                      5.00           96.25          11.6180
 11.03 %  2012                      5.00           96.17          11.6310
 12.32 %  2011                      7.00          104.00          11.6341
 11.30 %  2010                      5.00           99.20          11.4315
 11.30 %  2010                      5.00           99.20          11.4315
 11.30 %  2010                      5.00           99.10          11.4489
 11.30 %  2010                      5.00           99.24          11.4246
 11.30 %  2010                      5.00           99.24          11.4246
 11.30 %  2010                      5.00           99.15          11.4402
 11.30 %  2010                      5.00           99.25          11.4229
 11.30 %  2010                      2.00           99.21          11.4298
 11.30 %  2010                      5.00           98.85          11.4925
 11.30 %  2010                      5.00           98.80          11.5012
 11.30 %  2010                      5.00           99.17          11.4368
 11.30 %  2010                      5.00           99.16          11.4385
 11.30 %  2010                      5.00           99.02          11.4629
 11.30 %  2010                      5.00           99.005         11.4655
 11.30 %  2010                      5.00           99.03          11.4611
 11.30 %  2010                      5.00           99.20          11.4315
 11.30 %  2010                      5.00           99.20          11.4315
 11.30 %  2010                      5.00           99.04          11.4594
 11.30 %  2010                      5.00           99.20          11.4315
 11.30 %  2010                      5.00           99.10          11.4489
 11.30 %  2010                      1.00           99.05          11.4576
 11.30 %  2010                      5.00           99.12          11.4454
 11.30 %  2010                      5.00           99.20          11.4315
 11.30 %  2010                      5.00           99.27          11.4194
 11.30 %  2010                      5.00           98.90          11.4838
 11.30 %  2010                      5.00           98.87          11.4890
 11.30 %  2010                      5.00           98.90          11.4838
 11.30 %  2010                      3.00           99.15          11.4402
 11.30 %  2010                     10.00           98.90          11.4838
 11.30 %  2010                      5.00           99.27          11.4194
 11.30 %  2010                      5.00           99.09          11.4507
 11.30 %  2010                      5.00           98.97          11.4716
 11.30 %  2010                      5.00           98.97          11.4716
 11.30 %  2010                      5.00           98.95          11.4750
 11.30 %  2010                      5.00           99.04          11.4594
 11.30 %  2010                      5.00           99.05          11.4576
 11.50 %  2010                     10.00          100.13          11.4726
 11.50 %  2009                     10.00          100.75          11.3586
 11.50 %  2009                     10.00          100.60          11.3864
 11.50 %  2009                     10.00          101.00          11.3124
 11.50 %  2009                     10.00          100.60          11.3864
 11.99 %  2009                      5.00          103.42          11.34534
 11.40 %  2008                      5.00          100.85          11.2270
 11.40 %  2008                      5.00          100.855         11.2261
 11.40 %  2008                     10.00          100.65          11.2659
 11.40 %  2008                      5.00          100.90          11.2173
 11.40 %  2008                      5.00          100.88          11.2212
 11.40 %  2008                      5.00          100.86          11.2251
 11.40 %  2008                      5.00          100.82          11.2328
 11.40 %  2008                      5.00          100.84          11.2290
 11.40 %  2008                      5.00          100.85          11.2270
 11.40 %  2008                      5.00          100.85          11.2270
 11.40 %  2008                      5.00          100.90          11.2173
 11.40 %  2008                      5.00          100.90          11.2173
 11.40 %  2008                      5.00          100.85          11.2270
 11.50 %  2008                     20.00          101.35          11.2272
 11.50 %  2008                     20.00          101.35          11.2272
 11.00 %  2006                      5.00          100.57          10.8552
 11.00 %  2006                      5.00          100.49          10.8742
 11.00 %  2006                      5.00          100.54          10.8624
 11.00 %  2006                      5.00          100.53          10.8647
 11.19 %  2005                      5.00          101.72          10.7104
 12.50 %  2004                      5.00          105.425         10.5434
 12.50 %  2004                      5.00          105.40          10.5520
 12.50 %  2004                      5.00          105.40          10.5520
 12.50 %  2004                      0.30          105.48          10.5243
 12.50 %  2004                      5.00          105.40          10.5520
 12.50 %  2004                      5.00          105.435         10.5399
 12.50 %  2004                      5.00          105.43          10.5416
 11.10 %  2003                      5.00          101.30          10.4706
 11.10 %  2003                      5.00          101.30          10.4706
 11.10 %  2003                     10.00          101.32          10.4611
 11.00 %  2002                      7.00          100.86          10.3699
 12.69 %  2002                     15.00          103.11          10.4166
          Contract Date : November 04, 2000
 11.83 %  2014                      0.50          101.25          11.6458
 12.40 %  2013                      0.015         105.25          11.5964
 11.03 %  2012                      5.00           96.32          11.6066
 11.03 %  2012                      5.00           96.30          11.6099
 11.03 %  2012                      5.00           96.36          11.6001
 11.03 %  2012                      5.00           96.37          11.5985
 11.03 %  2012                      5.00           96.25          11.6180
