Government Dated Securities and Treasury Bills
at RBI, Mumbai on 22 December 2000
 11.30 %  2010                      5.00          102.01          10.9522
 11.30 %  2010                      5.00          102.00          10.9539
 11.30 %  2010                      5.00          101.99          10.9556
 11.30 %  2010                      5.00          102.00          10.9539
 11.30 %  2010                      5.00          102.01          10.9522
 11.30 %  2010                      5.00          101.92          10.9674
 11.30 %  2010                      5.00          102.04          10.9472
 11.30 %  2010                      5.00          102.04          10.9472
 11.30 %  2010                      5.00          102.02          10.9505
 11.30 %  2010                      5.00          102.01          10.9522
 11.99 %  2009                      5.00          106.04          10.8600
 11.99 %  2009                      5.00          106.02          10.8636
 11.99 %  2009                      5.00          106.07          10.8547
 11.40 %  2008                      5.00          103.30          10.7519
 11.40 %  2008                      5.00          103.29          10.7538
 11.40 %  2008                      5.00          103.275         10.7567
 11.40 %  2008                      5.00          103.385         10.7358
 11.40 %  2008                      5.00          103.29          10.7538
 11.40 %  2008                      5.00          103.30          10.7519
 11.90 %  2007                      5.00          105.83          10.6233
 11.90 %  2007                      5.00          105.82          10.6254
 11.00 %  2006                      5.00          102.09          10.4917
 11.00 %  2006                      5.00          102.09          10.4917
 11.00 %  2006                      5.00          102.06          10.4989
 11.75 %  2006                      1.00          104.65          10.5765
 11.19 %  2005                      5.00          102.85          10.3928
 11.19 %  2005                     10.00          102.82          10.4010
 11.98 %  2004                      5.00          105.00          10.3142
 12.50 %  2004                      5.00          106.09          10.2404
 11.10 %  2003                      5.00          101.89          10.1406
 11.10 %  2003                      5.00          101.86          10.1554
  6.50 %  2002                      5.00           94.05          10.1470
 11.15 %  2002                     20.00          101.56          10.1052
 11.15 %  2002                      5.00          101.575         10.0955
 11.68 %  2002                      5.00          102.24          10.1340
 11.55 %  2001                      5.00          100.77          10.0141
          Contract Date : December 20, 2000
 11.50 %  2011                      5.00          103.15          10.9949
          Contract Date : December 19, 2000
 12.40 %  2013                      5.00          107.70          11.2401
          Contract Date : December 18, 2000
A.Government of India Dated Securities
I.  Outright Transactions
