Government Dated Securities and Treasury Bills
at RBI, Mumbai on 10 May 2000
1
 11.47 %  2001                     10.00          103.16           9.2627
 11.47 %  2001                      5.00          103.17           9.2559
 11.75 %  2001                      5.00          103.055          9.1669
 11.75 %  2001                     25.00          103.06           9.1628
 11.75 %  2001                      5.00          103.07           9.1546
 11.75 %  2001                      5.00          103.055          9.1669
 11.75 %  2001                      5.00          103.07           9.1546
 11.75 %  2001                      5.00          103.07           9.1546
 11.75 %  2001                      5.00          103.07           9.1546
 11.75 %  2001                      5.00          103.07           9.1546
 11.75 %  2001                      5.00          103.07           9.1546
 11.75 %  2001                      5.00          103.04           9.1791
 11.75 %  2001                     10.00          103.07           9.1546
 11.75 %  2001                      5.00          103.05           9.1710
 11.75 %  2001                      5.00          103.06           9.1628
 11.75 %  2001                      5.00          103.075          9.1505
 10.85 %  2001                      5.00          101.90           9.1452
 10.85 %  2001                     10.00          101.817          9.2170
 10.85 %  2001                      5.00          101.89           9.1539
 10.85 %  2001                      5.00          101.89           9.1539
 10.85 %  2001                      5.00          101.89           9.1539
 11.55 %  2001                      5.00          102.52           9.1608
 11.55 %  2001                      5.00          102.52           9.1608
 13.85 %  2001                      5.00          103.85           9.1513
 12.70 %  2001                     10.00          102.655          9.1382
 11.40 %  2000                      5.00          100.88           8.9892
 11.40 %  2000                     10.00          100.87           9.0155
%  2000                      8.4925        100.845          9.1028 13.25 
Date : May 09, 2000          Contract 
%  2002                     30.00          105.88           9.4039 12.69 
%  2002                     12.00          105.85           9.4200 12.69 
%  2002                      5.00          105.86           9.4146 12.69 
%  2002                     10.00          105.85           9.4200 12.69 
Date : May 08, 2000          Contract 
%  2002                      5.00          105.80           9.4540 12.69 
%  2002                     10.00          105.77           9.4701 12.69 
%  2002                     10.00          105.75           9.4808 12.69 
Date : May 06, 2000          Contract 
%  2002                     25.00          105.70           9.5111 12.69 
Date : May 05, 2000          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
Rs.100   Indicative                                 (Face Value)     Per 
Nomenclature                  Amount           Price *        YTM %   
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions in2
  9.90 %  2005                      5.00          100.405          9.7922
  9.90 %  2005                     10.00          100.405          9.7922
  9.90 %  2005                      5.00          100.44           9.7832
  9.90 %  2005                      5.00          100.385          9.7974
  9.90 %  2005                      5.00          100.45           9.7806
  9.90 %  2005                      5.00          100.47           9.7754
  9.90 %  2005                      5.00          100.46           9.7780
  9.90 %  2005                      5.00          100.46           9.7780
  9.90 %  2005                      5.00          100.445          9.7819
  9.90 %  2005                     10.00          100.43           9.7858
  9.90 %  2005                      5.00          100.45           9.7806
  9.90 %  2005                      5.00          100.44           9.7832
  9.90 %  2005                      5.00          100.40           9.7935
  9.90 %  2005                      5.00          100.45           9.7806
  9.90 %  2005                     10.00          100.37           9.8013
  9.90 %  2005                      5.00          100.455          9.7793
 11.98 %  2004                      5.00          108.06           9.6499
 11.98 %  2004                      5.00          108.01           9.6636
 11.98 %  2004                      5.00          108.01           9.6636
 11.98 %  2004                      5.00          108.03           9.6581
 11.98 %  2004                      5.00          108.06           9.6499
 11.98 %  2004                     10.00          108.01           9.6636
 11.98 %  2004                      5.00          108.01           9.6636
 12.59 %  2004                      5.00          109.545          9.7097
 12.50 %  2004                      5.00          109.07           9.6298
 12.50 %  2004                      5.00          109.05           9.6358
 12.50 %  2004                      5.00          109.08           9.6268
 12.50 %  2004                      1.00          109.05           9.6358
 12.50 %  2004                      5.00          109.06           9.6328
 12.50 %  2004                      5.00          109.06           9.6328
 12.50 %  2004                      5.00          109.07           9.6298
 12.50 %  2004                      5.00          109.04           9.6387
 12.50 %  2004                      5.00          109.075          9.6283
 12.50 %  2004                      5.00          109.05           9.6358
 12.50 %  2004                      5.00          109.055          9.6343
 12.50 %  2004                      5.00          109.065          9.6313
 12.50 %  2004                      5.00          109.02           9.6447
 12.50 %  2004                      5.00          109.01           9.6477
 11.83 %  2003                      5.00          106.34           9.4683
 11.83 %  2003                      5.00          106.31           9.4790
 11.83 %  2003                      5.00          106.33           9.4719
 11.83 %  2003                      5.00          106.30           9.4826
 11.10 %  2003                      5.00          104.13           9.4370
 11.10 %  2003                      5.00          104.13           9.4370
 11.55 %  2002(I)                   5.00          104.78           9.3720
 11.55 %  2002(I)                   5.00          104.78           9.3720
 11.15 %  2002                     10.00          103.64           9.3477
 11.15 %  2002                     15.00          103.64           9.3477
 11.15 %  2002                      5.00          103.68           9.3285
 11.15 %  2002                     10.00          103.68           9.3285
 11.15 %  2002                     10.00          103.68           9.3285
 11.15 %  2002                     10.00          103.68           9.3285
 11.15 %  2002                     10.00          103.65           9.3429
 12.69 %  2002                     10.00          105.86           9.4111
 12.69 %  2002                     10.00          105.90           9.38953
 12.25 %  2010                      5.00          110.66          10.5112
 12.25 %  2010                      5.00          110.66          10.5112
 12.25 %  2010                     25.00          110.66          10.5112
 12.25 %  2010                     10.00          110.67          10.5097
 12.29 %  2010                     25.00          110.89          10.4714
 12.29 %  2010                     25.00          110.905         10.4691
 11.99 %  2009                     10.00          109.23          10.3740
 11.99 %  2009                      5.00          109.24          10.3724
 11.99 %  2009                      5.00          109.24          10.3724
 11.99 %  2009                      5.00          109.24          10.3724
 11.99 %  2009                      5.00          109.24          10.3724
 11.99 %  2009                     10.00          109.18          10.3822
 11.99 %  2009                      5.00          109.24          10.3724
 11.99 %  2009                      5.00          109.235         10.3732
 11.99 %  2009                      5.00          109.25          10.3707
 12.25 %  2008                      5.00          110.56          10.3233
 12.25 %  2008                      5.00          110.54          10.3267
 11.50 %  2008                     10.00          106.58          10.2757
 11.50 %  2008                      5.00          106.58          10.2757
 11.50 %  2008                      5.00          106.57          10.2775
 11.50 %  2008                      5.00          106.59          10.2739
 12.00 %  2008                      5.00          109.34          10.2568
 12.00 %  2008                      5.00          109.32          10.2603
 12.00 %  2008                      5.00          109.345         10.2559
 12.00 %  2008                      5.00          109.35          10.2550
 12.00 %  2008                     10.00          109.35          10.2550
 11.90 %  2007                     10.00          109.00          10.0834
 11.90 %  2007                      5.00          109.01          10.0815
 11.90 %  2007                      5.00          109.00          10.0834
 11.90 %  2007                     10.00          109.04          10.0758
 11.75 %  2006                      5.00          108.015          9.9272
 11.75 %  2006                      5.00          108.01           9.9283
 11.75 %  2006                      5.00          108.00           9.9305
 11.75 %  2006                      4.00          108.00           9.9305
 11.68 %  2006                      5.00          107.715          9.9212
 11.19 %  2005                     10.00          105.50           9.8177
 11.19 %  2005                      5.00          105.55           9.8057
 11.19 %  2005                      5.00          105.55           9.8057
 11.19 %  2005                      5.00          105.49           9.8201
 11.19 %  2005                      5.00          105.55           9.8057
 11.19 %  2005                      5.00          105.52           9.8129
 11.19 %  2005                      5.00          105.54           9.8081
  9.90 %  2005                     10.00          100.44           9.7832
  9.90 %  2005                      5.00          100.45           9.7806
  9.90 %  2005                      5.00          100.37           9.8013
  9.90 %  2005                      5.00          100.455          9.7793
  9.90 %  2005                      5.00          100.45           9.7806
  9.90 %  2005                      5.00          100.45           9.7806
  9.90 %  2005                      5.00          100.45           9.7806
  9.90 %  2005                      5.00          100.45           9.7806
  9.90 %  2005                      5.00          100.42           9.7884
  9.90 %  2005                      5.00          100.42           9.7884
  9.90 %  2005                      5.00          100.41           9.7910
  9.90 %  2005                      5.00          100.41           9.7910
  9.90 %  2005                     10.00          100.41           9.79104
 11.15 %  2002                      5.00          103.63           9.3505
 11.15 %  2002                     10.00          103.63           9.3505
 11.15 %  2002                     10.00          103.67           9.3313
 11.15 %  2002                      5.00          103.66           9.3361
 11.15 %  2002                      5.00          103.63           9.3505
 11.15 %  2002                      5.00          103.62           9.3553
 11.75 %  2001                     10.00          103.00           9.2067
 11.75 %  2001                     10.00          102.985          9.2190
 11.75 %  2001                     10.00          103.04           9.1739
 11.75 %  2001                     10.00          103.00           9.2067
 11.75 %  2001                      5.00          103.06           9.1576
 11.75 %  2001                     10.00          103.02           9.1903
