Government Dated Securities and Treasury Bills
at RBI, Mumbai on 22 June 2000
1
 12.50 %  2004                      5.00          107.24          10.1222
 12.50 %  2004                      5.00          107.19          10.1378
 12.50 %  2004                      5.00          107.21          10.1316
 12.50 %  2004                      5.00          107.21          10.1316
 12.50 %  2004                      5.00          107.21          10.1316
 12.50 %  2004                      5.00          107.40          10.0723
 12.50 %  2004                      5.00          107.29          10.1066
 12.50 %  2004                      5.00          107.32          10.0972
 11.10 %  2003                      5.00          102.50          10.0381
 11.10 %  2003                      5.00          102.51          10.0340
 11.10 %  2003                      5.00          102.55          10.0175
 11.15 %  2002                     10.00          102.405          9.8875
 11.15 %  2002                      5.00          102.42           9.8799
 11.15 %  2002                      5.00          102.405          9.8875
 11.15 %  2002                      5.00          102.40           9.8900
 11.15 %  2002                      5.00          102.53           9.8239
 11.15 %  2002                     10.00          102.53           9.8239
 11.15 %  2002                      5.00          102.48           9.8493
 11.00 %  2002                      5.00          101.94           9.8361
 11.00 %  2002                     10.00          101.77           9.9356
 11.75 %  2001                      5.00          102.13           9.7623
 11.75 %  2001                      5.00          102.13           9.7623
 11.75 %  2001                      5.00          102.15           9.7442
 11.75 %  2001                      5.00          102.14           9.7532
 10.85 %  2001                      5.00          101.10           9.7553
 10.85 %  2001                      5.00          101.10           9.7553
 11.55 %  2001                     10.00          101.76           9.7060
 11.55 %  2001                      5.00          101.77           9.6957
 11.55 %  2001                      5.00          101.76           9.7060
 11.55 %  2001                      5.00          101.69           9.7781
 11.55 %  2001                      5.00          101.76           9.7060
 11.55 %  2001                      5.00          101.76           9.7060
 11.55 %  2001                      5.00          101.76           9.7060
 12.08 %  2001                     10.00          102.10           9.8587
 13.75 %  2001                     10.00          103.35           9.8599
 11.40 %  2000                     15.00          100.26          10.2721
 11.40 %  2000                      5.00          100.27          10.2346
 11.40 %  2000                     10.00          100.25          10.3096
          Contract Date : June 21, 2000
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
                                 (Face Value)     Per Rs.100   Indicative
   Nomenclature                  Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions in2
 11.90 %  2007                      5.00          105.505         10.7502
 11.90 %  2007                      5.00          105.73          10.7050
 11.90 %  2007                      5.00          105.40          10.7713
 11.90 %  2007                      5.00          105.46          10.7592
 11.90 %  2007                      5.00          105.50          10.7512
 11.90 %  2007                      5.00          105.50          10.7512
 11.90 %  2007                      5.00          105.685         10.7141
 11.90 %  2007                      5.00          105.57          10.7371
 11.90 %  2007                      5.00          105.70          10.7111
 11.90 %  2007                      5.00          105.73          10.7050
 11.90 %  2007                      5.00          105.70          10.7111
 11.90 %  2007                      5.00          105.63          10.7251
 11.90 %  2007                      5.00          105.53          10.7452
 11.90 %  2007                     10.00          105.53          10.7452
 11.90 %  2007                      5.00          105.48          10.7552
 11.90 %  2007                      5.00          105.67          10.7171
 11.90 %  2007                      5.00          105.65          10.7211
 11.90 %  2007                      5.00          105.65          10.7211
 11.90 %  2007                      5.00          105.67          10.7171
 11.90 %  2007                      0.30          105.76          10.6990
 11.90 %  2007                      5.00          105.60          10.7311
 11.90 %  2007                      5.00          105.48          10.7552
 11.90 %  2007                      5.00          105.515         10.7482
 11.90 %  2007                      5.00          105.52          10.7472
 11.90 %  2007                      5.00          105.68          10.7151
 11.90 %  2007                      5.00          105.67          10.7171
 11.75 %  2006                      5.00          105.33          10.4949
 11.75 %  2006                      5.00          105.25          10.5130
 11.68 %  2006                      5.00          104.87          10.5288
 11.68 %  2006                     10.00          105.00          10.4993
 11.68 %  2006                     10.00          105.03          10.4925
 11.68 %  2006                      5.00          104.99          10.5015
 11.68 %  2006                      5.00          104.89          10.5242
