Subsidiary General Ledger Account Transactions in
Government Dated Securities and Treasury Bills
at RBI, Mumbai on 18 November 2000
---------------------------------------------------------------------------
   Nomenclature                  Amount           Price *        YTM %
                                 (Face Value)     Per Rs.100   Indicative
                                 (in Rs.Crore)    nominal
---------------------------------------------------------------------------
I.  Outright Transactions
A.Government of India Dated Securities
          Contract Date : November 16, 2000
 11.40 %  2008                      5.00          101.79          11.0443
 11.40 %  2008                      5.00          101.60          11.0808
          Contract Date : November 17, 2000
 11.55 %  2001                     10.00          100.77          10.2014
 10.85 %  2001                      3.25          100.40          10.1944
 10.85 %  2001                      1.75          100.40          10.1944
 10.85 %  2001                     10.00          100.395         10.2019
 11.15 %  2002                     10.00          101.395         10.2554
 11.10 %  2003                      0.50          101.50          10.3635
 11.10 %  2003                      1.00          101.56          10.3348
 11.10 %  2003                      1.00          101.55          10.3396
 12.50 %  2004                      5.00          105.62          10.4563
 12.50 %  2004                     10.00          105.605         10.4616
 12.50 %  2004                      5.00          105.60          10.4633
 12.50 %  2004                      5.00          105.58          10.4703
 12.50 %  2004                      5.00          105.60          10.4633
 12.50 %  2004                      5.00          105.62          10.4563
 11.50 %  2004                      5.00          102.75          10.5330
 11.98 %  2004                      5.00          104.46          10.5168
 11.98 %  2004                      5.00          104.46          10.5168
 11.98 %  2004                      5.00          104.46          10.5168
  9.90 %  2005                     10.00           97.51          10.6146
 11.19 %  2005                     10.00          102.04          10.6209
 11.19 %  2005                     20.00          102.06          10.6155
 11.19 %  2005                      5.00          102.05          10.6182
 11.19 %  2005                      5.00          102.11          10.6020
 11.19 %  2005                     10.00          102.05          10.6182
 11.19 %  2005                      5.00          102.10          10.6047
 11.19 %  2005                      5.00          102.08          10.6101
 11.19 %  2005                      5.00          102.08          10.6101
 11.19 %  2005                      5.00          102.08          10.6101
 11.19 %  2005                      5.00          102.07          10.6128
 11.19 %  2005                      5.00          102.075         10.6114
 11.19 %  2005                     25.00          102.042         10.6202
 11.19 %  2005                     20.00          102.04          10.6209
 11.19 %  2005                      5.00          102.04          10.6209
 14.00 %  2005(INSTA                5.00          111.70          10.8088
 11.68 %  2006                     10.00          103.65          10.7646
 11.75 %  2006                      5.00          103.90          10.7751
 11.75 %  2006                     10.00          103.94          10.7654
 11.00 %  2006                     30.00          101.07          10.7359 11.00 %  2006                      5.00          101.07          10.7359
 11.00 %  2006                      5.00          101.06          10.7382
 11.00 %  2006                      5.00          101.06          10.7382
 11.00 %  2006                      5.00          101.08          10.7335
 11.00 %  2006                      5.00          101.08          10.7335
 11.00 %  2006                      5.00          101.08          10.7335
 13.85 %  2006                      8.00          112.21          10.9322
 13.85 %  2006                      5.00          112.20          10.9344
 11.90 %  2007                     10.00          104.54          10.9080
 11.90 %  2007                     10.00          104.52          10.9123
 11.90 %  2007                      5.00          104.54          10.9080
 11.90 %  2007                     10.00          104.52          10.9123
 11.90 %  2007                     30.00          104.57          10.9017
 11.90 %  2007                      5.00          104.53          10.9101
 11.40 %  2008                      5.00          101.75          11.0518
 11.40 %  2008                      5.00          101.75          11.0518
 11.40 %  2008                      5.00          101.95          11.0134
 11.40 %  2008                      5.00          101.73          11.0557
 11.40 %  2008                      5.00          101.73          11.0557
 11.40 %  2008                      5.00          101.73          11.0557
 11.40 %  2008                      1.50          101.66          11.0692
 11.40 %  2008                      5.00          101.73          11.0557
 11.99 %  2009                     10.00          104.34          11.1743
 11.99 %  2009                      5.00          104.34          11.1743
 11.30 %  2010                      5.00          100.12          11.2730
 11.30 %  2010                     10.00          100.142         11.2691
 11.30 %  2010                      5.00          100.16          11.2661
 11.30 %  2010                      5.00          100.165         11.2652
 11.30 %  2010                      5.00          100.17          11.2644
 11.30 %  2010                      5.00          100.165         11.2652
 11.30 %  2010                      1.30          100.40          11.2249
 11.30 %  2010                      1.00          100.24          11.2523
 11.03 %  2012                      5.00           97.16          11.4721
 11.03 %  2012                      0.18           97.22          11.4625
 11.03 %  2012                     20.00           97.14          11.4753
 11.03 %  2012                     10.00           97.17          11.4705
 11.03 %  2012                      5.00           97.18          11.4689
 11.03 %  2012                      5.00           97.16          11.4721
 11.03 %  2012                     10.00           97.16          11.4721
 11.03 %  2012                     10.00           97.17          11.4705
 11.03 %  2012                      5.00           97.11          11.4802
 11.03 %  2012                      5.00           97.45          11.4256
 11.03 %  2012                      5.00           97.17          11.4705
 11.83 %  2014                      1.31          101.17          11.6578
 11.43 %  2015                      0.30           99.05          11.5601
 11.43 %  2015                      0.50           99.00          11.5673
 11.43 %  2015                      1.00           98.90          11.5817
          Contract Date : November 18, 2000
 11.55 %  2001                     50.00          100.80          10.1459
 11.55 %  2001                     50.00          100.80          10.1459
 11.55 %  2001                      1.00          100.80          10.1459
 10.85 %  2001                     10.00          100.40          10.1921
 10.85 %  2001                      5.00          100.41          10.1770
