Government Dated Securities and Treasury Bills
at RBI, Mumbai on 03 May 2000
1
 12.50 %  2004                      5.00          108.735          9.7400
 12.50 %  2004                      5.00          108.735          9.7400
 12.50 %  2004                      5.00          108.74           9.7385
 11.83 %  2003                      5.00          106.00           9.5989
 11.83 %  2003                     10.00          105.94           9.6202
 11.10 %  2003                      5.00          103.75           9.5942
 11.55 %  2002(I)                  40.00          104.43           9.5366
 11.15 %  2002                      5.00          103.39           9.4788
 11.15 %  2002                      5.00          103.35           9.4979
 11.15 %  2002                      5.00          103.36           9.4931
 11.15 %  2002                      5.00          103.38           9.4836
 11.15 %  2002                     40.00          103.35           9.4979
 11.15 %  2002                     20.00          103.39           9.4788
 11.15 %  2002                     10.00          103.38           9.4836
 11.00 %  2002                      5.00          102.74           9.4763
 11.00 %  2002                      5.00          102.72           9.4872
 11.75 %  2001                      5.00          102.86           9.3555
 11.75 %  2001                      5.00          102.86           9.3555
 11.75 %  2001                      5.00          102.86           9.3555
 11.75 %  2001                     10.00          102.87           9.3474
 11.75 %  2001                      5.00          102.88           9.3393
 11.75 %  2001                      5.00          102.86           9.3555
 11.75 %  2001                     10.00          102.87           9.3474
 11.75 %  2001                     10.00          102.86           9.3555
 11.75 %  2001                      5.00          102.86           9.3555
 10.85 %  2001                     10.00          101.69           9.3468
 10.85 %  2001                     10.00          101.70           9.3382
 10.85 %  2001                      5.00          101.71           9.3296
 10.85 %  2001                      5.00          101.71           9.3296
 10.85 %  2001                      0.02          102.10           8.9950
%  2001                     10.00          101.69           9.3468 10.85 
%  2001                     45.00          101.75           9.2952 10.85 
%  2001                     21.00          102.34           9.3544 11.55 
%  2001                      5.00          102.355          9.3408 11.55 
%  2001                      5.00          102.355          9.3408 11.55 
%  2001                     10.00          102.36           9.3363 11.55 
%  2000                     10.00          100.87           9.1166 11.40 
%  2000                      5.00          100.86           9.1419 11.40 
%  2000                     10.00          100.855          9.1546 11.40 
%  2000                     20.00          100.53           9.1204 11.64 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
Rs.100   Indicative                                 (Face Value)     Per 
Nomenclature                  Amount           Price *        YTM %   
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions in2
 12.00 %  2008                      5.00          109.30          10.2669
  9.50 %  2008                      1.00           96.40          10.1745
 11.75 %  2006                      5.00          107.80           9.9780
 11.75 %  2006                      5.00          107.82           9.9737
 11.68 %  2006                      5.00          107.44           9.9850
 11.68 %  2006                      5.00          107.55           9.9611
 11.68 %  2006                      5.00          107.55           9.9611
 11.68 %  2006                      5.00          107.48           9.9763
 11.68 %  2006                      5.00          107.51           9.9698
 11.68 %  2006                      5.00          107.47           9.9785
 11.68 %  2006                      5.00          107.42           9.9893
 11.19 %  2005                      0.20          105.45           9.8329
 11.19 %  2005                      5.00          105.26           9.8784
 11.19 %  2005                     10.00          105.24           9.8832
 11.19 %  2005                      5.00          105.25           9.8808
 11.19 %  2005                     10.00          105.26           9.8784
 11.25 %  2005                      2.00          105.50           9.8478
  9.90 %  2005                     10.00          100.18           9.8516
  9.90 %  2005                     10.00          100.175          9.8529
  9.90 %  2005                     10.00          100.14           9.8619
  9.90 %  2005                      5.00          100.16           9.8567
  9.90 %  2005                     15.00          100.14           9.8619
  9.90 %  2005                      5.00          100.15           9.8593
  9.90 %  2005                      5.00          100.15           9.8593
  9.90 %  2005                     10.00          100.16           9.8567
 11.98 %  2004                      5.00          107.71           9.7530
 11.98 %  2004                      5.00          107.72           9.7503
 11.98 %  2004                      5.00          107.70           9.7558
 11.98 %  2004                      5.00          107.70           9.7558
 11.98 %  2004                      5.00          107.75           9.7421
 11.98 %  2004                      5.00          107.75           9.7421
 11.98 %  2004                      5.00          107.71           9.7530
 11.75 %  2004                      4.50          106.50           9.7900
 11.75 %  2004                      5.00          106.55           9.7756
 11.50 %  2004                      5.00          105.71           9.7467
 11.50 %  2004                     10.00          105.72           9.7438
 11.50 %  2004                     10.00          105.69           9.7527
 11.50 %  2004                     20.00          105.71           9.7467
 12.50 %  2004                      5.00          108.745          9.7370
 12.50 %  2004                     10.00          108.73           9.7415
