Government Dated Securities and Treasury Bills
at RBI, Mumbai on 19 July 2000
1
%  2006                      5.00          105.685         10.3317 11.68 
%  2006                      5.00          105.68          10.3328 11.68 
%  2005                     10.00          103.755         10.2180 11.19 
%  2005                     10.00          103.74          10.2218 11.19 
%  2005                      5.00          103.75          10.2193 11.19 
%  2005                     10.00          103.75          10.2193 11.19 
%  2005                     10.00          103.72          10.2268 11.19 
%  2005                     10.00          103.74          10.2218 11.19 
%  2005                     15.00          100.17          10.1546 10.20 
%  2005                      5.00          100.16          10.1572 10.20 
%  2005                      5.00          100.15          10.1598 10.20 
%  2005                     10.00          100.18          10.1520 10.20 
%  2005                      1.75          100.20          10.1468 10.20 
%  2005                     10.00          100.16          10.1572 10.20 
%  2005                      5.00          100.16          10.1572 10.20 
%  2005                      5.00          100.165         10.1559 10.20 
%  2005                     10.00          100.16          10.1572 10.20 
%  2005                     10.00          100.18          10.1520 10.20 
%  2004                     10.00           98.30          10.0338  9.50 
%  2004                      5.00          107.40          10.0342 12.50 
%  2004                      5.00          107.56           9.9836 12.50 
%  2004                      5.00          107.542          9.9891 12.50 
%  2004                      5.00          107.56           9.9836 12.50 
%  2003                      5.00          103.03           9.7900 11.10 
%  2002                      5.00          102.76           9.6659 11.15 
%  2002                     10.00          102.76           9.6659 11.15 
%  2002                     10.00          102.76           9.6659 11.15 
%  2002                      5.00          102.76           9.6659 11.15 
%  2002                      5.00          102.76           9.6659 11.15 
%  2002                      5.00          102.76           9.6659 11.15 
%  2002                      5.00          102.76           9.6659 11.15 
%  2001                      5.00          102.295          9.4874 11.75 
%  2001                      5.00          102.30           9.4826 11.75 
%  2001                      5.00          101.85           9.4676 11.55 
%  2001                      5.00          101.85           9.4676 11.55 
%  2000                      5.00          100.37           9.3012 11.40 
Date : July 18, 2000          Contract 
%  2011                      0.25          100.00          10.9455 10.95 
Date : July 17, 2000          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
Rs.100   Indicative                                 (Face Value)     Per 
Nomenclature                  Amount           Price *        YTM %   
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions in2
 11.03 %  2012                      8.294         100.00          11.0300
 11.03 %  2012                     10.00          100.00          11.0300
 11.03 %  2012                      5.00          100.17          11.0041
 11.03 %  2012                     51.135         100.014         11.0279
 11.03 %  2012                      8.00          100.00          11.0300
 11.03 %  2012                     10.00          100.10          11.0148
 11.03 %  2012                      2.613         100.15          11.0072
 11.03 %  2012                      5.00          100.16          11.0057
 11.03 %  2012                      5.00          100.14          11.0087
 11.03 %  2012                     25.00          100.16          11.0057
 11.03 %  2012                     10.00          100.14          11.0087
 11.03 %  2012                      5.00          100.15          11.0072
 11.03 %  2012                     15.227         100.035         11.0247
 11.03 %  2012                      5.00          100.15          11.0072
 11.03 %  2012                     45.68          100.01          11.0285
 11.03 %  2012                     50.00          100.01          11.0285
 11.03 %  2012                     18.134         100.01          11.0285
 11.03 %  2012                    214.203         100.056         11.0215
 11.03 %  2012                     10.00          100.085         11.0171
 11.03 %  2012                      2.387         100.18          11.0026
 11.03 %  2012                      3.00          100.045         11.0232
 11.03 %  2012                      5.00          100.15          11.0072
 11.03 %  2012                      5.00          100.15          11.0072
 11.03 %  2012                     20.00          100.056         11.0214
 11.03 %  2012                      2.00          100.05          11.0224
 11.03 %  2012                      1.00          100.05          11.0224
 10.25 %  2012                      1.00           96.60          10.7601
 10.95 %  2011                      1.50          100.05          10.9375
 12.32 %  2011                     10.00          108.20          10.9854
 12.32 %  2011                      5.00          108.17          10.9900
 12.32 %  2011                     10.00          108.33          10.9654
 12.32 %  2011                      5.00          108.19          10.9869
 12.32 %  2011                      3.75          108.35          10.9623
 12.29 %  2010                     10.00          108.18          10.8879
 12.29 %  2010                     10.00          108.21          10.8830
 11.99 %  2009                      5.00          106.75          10.7701
 11.99 %  2009                      5.00          106.75          10.7701
 11.99 %  2009                     10.00          106.88          10.7478
 12.00 %  2008                      5.00          107.05          10.6388
 11.90 %  2007                      5.00          106.60          10.5191
 11.90 %  2007                      5.00          106.71          10.4972
 11.90 %  2007                      5.00          106.45          10.5491
 11.90 %  2007                     10.00          106.69          10.5012
 11.90 %  2007                      5.00          106.64          10.5112
 11.90 %  2007                      5.00          106.52          10.5351
 11.90 %  2007                      5.00          106.44          10.5511
 11.90 %  2007                      5.00          106.44          10.5511
 11.90 %  2007                      5.00          106.48          10.5431
 11.90 %  2007                      5.00          106.66          10.5072
%  2007                      5.00          106.45          10.5491 11.90 
%  2007                     10.00          106.52          10.5351 11.90 
%  2007                     10.00          106.66          10.5072 11.90 
%  2007                      5.00          106.47          10.5451 11.90 
