Government Dated Securities and Treasury Bills
at RBI, Mumbai on 17 July 2000
%  2005                      5.00          100.22          10.1422 10.20 
%  2005                      0.78          113.65          10.3677 14.00 
%  2005                      0.22          113.65          10.3677 14.00 
%  2005                      0.11          114.50          10.1611 14.00 
%  2004                      5.00          106.48          10.0229 11.98 
%  2004                      5.00          106.47          10.0258 11.98 
%  2004                      5.00          104.65           9.9943 11.50 
%  2004                      5.00          104.65           9.9943 11.50 
%  2004                      5.00          104.65           9.9943 11.50 
%  2004                      5.00          107.64           9.9627 12.50 
%  2004                      5.00          107.65           9.9595 12.50 
%  2004                      5.00          107.65           9.9595 12.50 
%  2003                      0.04979        86.00          11.7046  5.75 
%  2003                      0.2006         88.80          10.4216  5.75 
%  2002                      5.00          102.785          9.6575 11.15 
%  2002                      1.50          102.90           9.5976 11.15 
%  2002                      5.00          102.85           9.6236 11.15 
%  2002                      5.00          102.77           9.6653 11.15 
%  2002                     10.00          102.785          9.6575 11.15 
%  2002                     10.00          102.785          9.6575 11.15 
%  2002                     10.00          102.785          9.6575 11.15 
%  2002                      5.00          102.845          9.6262 11.15 
%  2002                     10.00          102.845          9.6262 11.15 
%  2002                      5.00          102.845          9.6262 11.15 
%  2002                     25.00          102.785          9.6575 11.15 
%  2002                     10.00          102.785          9.6575 11.15 
%  2002                     10.00          102.77           9.6653 11.15 
%  2002                      5.00          103.68           9.6581 11.68 
%  2002                      5.00          103.70           9.6474 11.68 
%  2002                      0.02771        90.00          11.4880  5.75 
%  2002                      5.00          102.22           9.6247 11.00 
%  2001                      5.00          101.34           9.4562 10.85 
Date : July 15, 2000          Contract 
%  2011                      1.00           85.55          10.2401  8.00 
%  2005                     20.00          100.122         10.1678 10.20 
%  2005                      2.5899        100.105         10.1723 10.20 
%  2002                     10.00          102.22           9.6267 11.00 
%  2000                     10.00          101.88           9.4790 13.85 
Date : July 14, 2000          Contract 
%  2009                      5.00          106.44          10.8249 11.99 
Date : July 11, 2000          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
Rs.100   Indicative                                 (Face Value)     Per 
Nomenclature                  Amount           Price *        YTM %   
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions in%  2020                      5.00           96.70          11.1112 10.70 
%  2020                      0.25           96.60          11.1241 10.70 
%  2015                      0.40          102.57          11.1377 11.50 
%  2015                      0.30          102.80          11.1063 11.50 
%  2015                      1.00          102.80          11.1063 11.50 
%  2015                      0.50          102.50          11.1472 11.50 
%  2014                      1.00          105.20          11.0920 11.83 
%  2011                      5.00          108.34          10.9641 12.32 
%  2011                      5.00          108.32          10.9671 12.32 
%  2011                     10.00          108.33          10.9656 12.32 
%  2010                      5.00          108.30          10.8687 12.29 
%  2010                      5.00          108.35          10.8607 12.29 
%  2010                      5.00          108.35          10.8607 12.29 
%  2010                      5.00          108.35          10.8607 12.29 
%  2010                      5.00          108.35          10.8607 12.29 
%  2010                      5.00          108.35          10.8607 12.29 
%  2009                      4.00           80.46          10.4289  7.00 
%  2009                      5.00          106.90          10.7450 11.99 
%  2009                      5.00          106.90          10.7450 11.99 
%  2009                      5.00          106.91          10.7433 11.99 
%  2009                      5.00          106.97          10.7330 11.99 
%  2009                      5.00          106.915         10.7424 11.99 
%  2009                      5.00          106.90          10.7450 11.99 
%  2009                      5.00          106.90          10.7450 11.99 
%  2009                      5.00          106.92          10.7416 11.99 
%  2008                      5.00          104.30          10.6720 11.50 
%  2008                      5.00          107.24          10.6050 12.00 
%  2008                      5.00          107.23          10.6068 12.00 
%  2008                      5.00          107.20          10.6123 12.00 
%  2007                      5.00          106.84          10.4727 11.90 
%  2007                      5.00          106.83          10.4747 11.90 
%  2007                      5.00          106.83          10.4747 11.90 
%  2007                      5.00          106.82          10.4767 11.90 
%  2007                     10.00          106.82          10.4767 11.90 
%  2007                      5.00          106.81          10.4787 11.90 
%  2007                      5.00          106.85          10.4707 11.90 
%  2007                     10.00          106.84          10.4727 11.90 
%  2007                      5.00          106.83          10.4747 11.90 
%  2007                      5.00          106.84          10.4727 11.90 
%  2007                      5.00          106.82          10.4767 11.90 
%  2007                      5.00          106.83          10.4747 11.90 
%  2007                      5.00          106.84          10.4727 11.90 
%  2007                      5.00          106.85          10.4707 11.90 
%  2007                      5.00          106.85          10.4707 11.90 
%  2007                      5.00          106.82          10.4767 11.90 
%  2007                      5.00          106.85          10.4707 11.90 
%  2007                      5.00          106.445         10.5514 11.90 
%  2006                      5.00          105.86          10.2934 11.68 
%  2005                      5.00          103.90          10.1824 11.19 
%  2005                      5.00          103.90          10.1824 11.19 
%  2005                      5.00          103.90          10.1824 11.19 
%  2005                      5.00          100.23          10.1396 10.20 
%  2005                     10.00          100.19          10.1500 10.20 
%  2005                      4.00          100.27          10.1292 10.20 
%  2005                     10.00          100.23          10.1396 10.20 
%  2005                      5.00          100.25          10.1344 10.20 
%  2005                      5.00          100.25          10.1344 10.20 %  2006                      5.00          105.76          10.3151 11.68 
%  2006                      5.00          105.76          10.3151 11.68 
%  2006                      5.00          105.82          10.3015 11.68 
%  2005                      5.00          103.79          10.2095 11.19 
%  2005                      5.00          103.83          10.1994 11.19 
%  2005                      5.00          103.79          10.2095 11.19 
%  2005                      5.00          103.805         10.2057 11.19 
%  2005                      5.00          103.80          10.2070 11.19 
%  2005                      5.00          100.195         10.1483 10.20 
%  2005                      5.00          100.19          10.1496 10.20 
%  2005                     10.00          100.18          10.1522 10.20 
%  2005                     10.00          100.19          10.1496 10.20 
%  2005                      5.00          100.215         10.1431 10.20 
%  2005                      5.00          100.20          10.1470 10.20 
%  2005                      5.00          100.20          10.1470 10.20 
%  2005                      5.00          100.20          10.1470 10.20 
%  2005                      5.00          100.19          10.1496 10.20 
%  2005                      5.00          100.19          10.1496 10.20 
%  2005                      5.00          100.21          10.1444 10.20 
%  2005                      5.00          100.18          10.1522 10.20 
%  2005                      5.00          100.20          10.1470 10.20 
%  2005                      5.00          100.20          10.1470 10.20 
%  2005                     10.00          100.20          10.1470 10.20 
%  2005                      5.00          100.18          10.1522 10.20 
%  2005                      5.00          100.20          10.1470 10.20 
%  2005                      5.00           99.08          10.1400  9.90 
%  2005                     20.00           99.075         10.1414  9.90 
%  2005                      5.00           99.09          10.1373  9.90 
%  2005                     10.00           99.08          10.1400  9.90 
%  2005                     10.00           99.08          10.1400  9.90 
%  2005                     10.00           99.09          10.1373  9.90 
%  2004                     10.00          106.45          10.0297 11.98 
%  2004                      5.00          104.69           9.9799 11.50 
%  2004                      5.00          107.64           9.9598 12.50 
%  2004                     10.00          107.61           9.9692 12.50 
%  2004                      5.00          107.68           9.9471 12.50 
%  2004                     10.00          107.60           9.9724 12.50 
%  2004                      5.00          107.61           9.9692 12.50 
%  2004                      5.00          107.61           9.9692 12.50 
%  2004                      5.00          107.70           9.9408 12.50 
