in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 13 July 2001
1
 94003  12.50 %  2004               5.00          111.00           7.8813
 94003  12.50 %  2004              10.00          111.00           7.8813
 94003  12.50 %  2004               5.00          111.00           7.8813
 94003  12.50 %  2004               5.00          111.00           7.8813
 94003  12.50 %  2004               5.00          111.40           7.7252
 94003  12.50 %  2004              10.00          111.30           7.7641
 94003  12.50 %  2004               5.00          110.20           8.1957
 94003  12.50 %  2004               5.00          111.25           7.7836
 94003  12.50 %  2004               5.00          110.85           7.9400
 94003  12.50 %  2004               5.00          111.05           7.8617
 94003  12.50 %  2004               5.00          111.05           7.8617
 94003  12.50 %  2004              10.00          111.24           7.7875
 94003  12.50 %  2004               5.00          111.20           7.8031
 94003  12.50 %  2004               5.00          111.00           7.8813
 94003  12.50 %  2004               5.00          111.10           7.8422
 94003  12.50 %  2004               5.00          111.10           7.8422
 94003  12.50 %  2004               5.00          110.50           8.0774
 94003  12.50 %  2004               5.00          110.70           7.9988
 94003  12.50 %  2004              10.00          111.15           7.8226
 94003  12.50 %  2004              20.00          110.20           8.1957
 94003  12.50 %  2004              10.00          111.40           7.7252
 94003  12.50 %  2004              10.00          111.35           7.7446
 94003  12.50 %  2004               5.00          111.00           7.8813
 97011  11.15 %  2002               5.00          103.96           7.4320
 97011  11.15 %  2002               5.00          103.98           7.4139
 97011  11.15 %  2002              10.00          103.82           7.5589
 97011  11.15 %  2002               5.00          103.90           7.4864
 97004  12.69 %  2002               5.00          103.95           7.6411
          Contract Date : July 12, 2001
 01005   9.81 %  2013              25.00          103.28           9.3444
 00012  11.03 %  2012               5.00          111.15           9.3841
 84005  10.25 %  2012               2.00          104.55           9.5653
 00017  11.50 %  2011               5.00          114.55           9.2812
 00017  11.50 %  2011              10.00          114.40           9.3020
 00017  11.50 %  2011               5.00          114.56           9.2798
 00017  11.50 %  2011               5.00          114.40           9.3020
 00017  11.50 %  2011              15.00          114.37           9.3061
 00016  11.40 %  2008              15.00          115.26           8.5003
 94003  12.50 %  2004              10.00          111.70           7.6127
          Contract Date : July 11, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
 Code                            (Face Value)     Per Rs.100   Indicative
 Loan  Nomenclature              Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 00016  11.40 %  2008               5.00          114.00           8.7192
 00016  11.40 %  2008               5.00          114.98           8.5481
 00016  11.40 %  2008              10.00          113.50           8.8071
 00016  11.40 %  2008              25.00          115.15           8.5187
 00016  11.40 %  2008              25.00          115.15           8.5187
 00016  11.40 %  2008               5.00          114.74           8.5898
 00016  11.40 %  2008               5.00          114.75           8.5881
 00016  11.40 %  2008               5.00          114.60           8.6142
 00016  11.40 %  2008               5.00          113.00           8.8956
 00016  11.40 %  2008               5.00          114.45           8.6404
 00016  11.40 %  2008               5.00          113.50           8.8071
 00016  11.40 %  2008               5.00          114.80           8.5794
 00016  11.40 %  2008               5.00          113.00           8.8956
 00016  11.40 %  2008               5.00          114.15           8.6929
 00016  11.40 %  2008               5.00          115.27           8.4979
 00016  11.40 %  2008              10.00          115.27           8.4979
 00016  11.40 %  2008               5.00          115.27           8.4979
 00016  11.40 %  2008               5.00          113.40           8.8248
 00016  11.40 %  2008              10.00          113.40           8.8248
 00016  11.40 %  2008               5.00          113.40           8.8248
 00016  11.40 %  2008               5.00          114.35           8.6579
 00016  11.40 %  2008               5.00          115.00           8.5447
 00016  11.40 %  2008               5.00          114.95           8.5534
 00016  11.40 %  2008               5.00          115.27           8.4979
 00016  11.40 %  2008               5.00          114.72           8.5933
 00016  11.40 %  2008               5.00          115.00           8.5447
 00016  11.40 %  2008               5.00          114.40           8.6491
 00016  11.40 %  2008               5.00          114.70           8.5968
 98012  12.10 %  2008              15.00          115.75           8.9957
 88008  11.50 %  2008              10.00          112.50           9.0134
 00013  11.00 %  2006              10.00          111.50           8.1705
 97010  11.19 %  2005               5.00          111.06           7.9599
 97010  11.19 %  2005               5.00          110.90           8.0036
 97010  11.19 %  2005               5.00          111.53           7.8320
 97010  11.19 %  2005               5.00          110.90           8.0036
 97010  11.19 %  2005               5.00          111.50           7.8401
 97010  11.19 %  2005              10.00          111.20           7.9217
 97010  11.19 %  2005               5.00          110.90           8.0036
 97010  11.19 %  2005               5.00          110.90           8.0036
 97010  11.19 %  2005               5.00          111.10           7.9490
 97010  11.19 %  2005               5.00          111.00           7.9763
 97010  11.19 %  2005               5.00          110.90           8.0036
 95006  14.00 %  2005               1.00          116.55           8.8851
 98022  11.98 %  2004               5.00          111.45           7.8072
 97007  12.59 %  2004               5.00          111.25           8.1922
 97007  12.59 %  2004              10.00          112.30           7.8117
 97007  12.59 %  2004              10.00          112.30           7.8117
 97007  12.59 %  2004               5.00          112.35           7.7937
 97007  12.59 %  2004               5.00          111.20           8.2104
 94003  12.50 %  2004               5.00          111.39           7.7291
 94003  12.50 %  2004               5.00          111.34           7.7485
 94003  12.50 %  2004              10.00          111.24           7.7875
 94003  12.50 %  2004              10.00          113.34           6.9780
 94003  12.50 %  2004              15.00          111.35           7.7446
 94003  12.50 %  2004               5.00          111.05           7.86173
 00016  11.40 %  2008               5.00          114.80           8.5794
 00016  11.40 %  2008               5.00          115.05           8.5360
 00016  11.40 %  2008               5.00          115.00           8.5447
 00016  11.40 %  2008              25.00          114.95           8.5534
 00016  11.40 %  2008               5.00          114.85           8.5707
 00016  11.40 %  2008               5.00          114.50           8.6317
 00016  11.40 %  2008               5.00          114.40           8.6491
 00016  11.40 %  2008               5.00          114.90           8.5620
 00016  11.40 %  2008               5.00          114.35           8.6579
 00016  11.40 %  2008               5.00          114.95           8.5534
 00016  11.40 %  2008               5.00          115.05           8.5360
 00016  11.40 %  2008               5.00          113.00           8.8956
 00016  11.40 %  2008               5.00          113.90           8.7367
 00016  11.40 %  2008              10.00          114.42           8.6456
 00016  11.40 %  2008               5.00          114.96           8.5516
 00016  11.40 %  2008               5.00          114.45           8.6404
 00016  11.40 %  2008               5.00          114.80           8.5794
 00016  11.40 %  2008               5.00          114.42           8.6456
 00016  11.40 %  2008               5.00          115.02           8.5412
 00016  11.40 %  2008               5.00          115.00           8.5447
 00016  11.40 %  2008               5.00          114.95           8.5534
 00016  11.40 %  2008               5.00          114.75           8.5881
 00016  11.40 %  2008               5.00          114.40           8.6491
 00016  11.40 %  2008               5.00          115.00           8.5447
 00016  11.40 %  2008               5.00          113.75           8.7631
 00016  11.40 %  2008               5.00          113.00           8.8956
 00016  11.40 %  2008               5.00          113.70           8.7719
 00016  11.40 %  2008               5.00          113.20           8.8602
 00016  11.40 %  2008               5.00          113.00           8.8956
 00016  11.40 %  2008              10.00          113.80           8.7543
 00016  11.40 %  2008               5.00          113.75           8.7631
 00016  11.40 %  2008               5.00          112.80           8.9312
 00016  11.40 %  2008               5.00          114.40           8.6491
 00016  11.40 %  2008               5.00          114.99           8.5464
 00016  11.40 %  2008               5.00          114.75           8.5881
 00016  11.40 %  2008               5.00          114.80           8.5794
 00016  11.40 %  2008               5.00          114.95           8.5534
 00016  11.40 %  2008               5.00          114.40           8.6491
 00016  11.40 %  2008               5.00          114.40           8.6491
 00016  11.40 %  2008               5.00          114.40           8.6491
 00016  11.40 %  2008               5.00          114.90           8.5620
 00016  11.40 %  2008               5.00          114.78           8.5829
 00016  11.40 %  2008               5.00          114.50           8.6317
 00016  11.40 %  2008               5.00          114.95           8.5534
 00016  11.40 %  2008               5.00          115.27           8.4979
 00016  11.40 %  2008               5.00          113.25           8.8513
 00016  11.40 %  2008               5.00          113.00           8.8956
 00016  11.40 %  2008               5.00          115.28           8.4962
 00016  11.40 %  2008               5.00          113.50           8.8071
 00016  11.40 %  2008              10.00          113.70           8.7719
 00016  11.40 %  2008               5.00          114.50           8.6317
 00016  11.40 %  2008               5.00          114.35           8.6579
 00016  11.40 %  2008               5.00          113.90           8.7367
 00016  11.40 %  2008               5.00          114.75           8.5881
 00016  11.40 %  2008               5.00          114.50           8.63174
 00017  11.50 %  2011               5.00          113.80           9.3852
 00017  11.50 %  2011               5.00          113.84           9.3796
 00017  11.50 %  2011               5.00          113.75           9.3922
 00017  11.50 %  2011               5.00          113.60           9.4132
 00017  11.50 %  2011               5.00          113.69           9.4006
 00017  11.50 %  2011               5.00          113.80           9.3852
 00017  11.50 %  2011               5.00          113.85           9.3782
 00017  11.50 %  2011               5.00          113.85           9.3782
 00017  11.50 %  2011              10.00          114.475          9.2912
 01007   9.39 %  2011               5.00          100.60           9.2955
 01007   9.39 %  2011               1.10          101.40           9.1719
 01007   9.39 %  2011               1.90          101.40           9.1719
 01007   9.39 %  2011               0.50          101.51           9.1550
 01007   9.39 %  2011              30.00          101.10           9.2181
 01007   9.39 %  2011               5.00          100.95           9.2413
 01007   9.39 %  2011              10.00          101.36           9.1781
 01007   9.39 %  2011              20.00          100.40           9.3266
 01007   9.39 %  2011               5.00          100.05           9.3813
 01007   9.39 %  2011              10.00          100.05           9.3813
 01007   9.39 %  2011              10.00          100.05           9.3813
 01007   9.39 %  2011               1.50          101.15           9.2104
 01007   9.39 %  2011               2.00          100.70           9.2800
 01007   9.39 %  2011               0.25          101.35           9.1796
 01007   9.39 %  2011               5.00          101.75           9.1182
 00010  10.95 %  2011               5.00          110.00           9.3728
 00010  10.95 %  2011               5.00          109.90           9.3875
 00014  11.30 %  2010              10.00          113.15           9.1311
 00014  11.30 %  2010               5.00          113.06           9.1448
 00014  11.30 %  2010               5.00          113.30           9.1084
 00014  11.30 %  2010               5.00          113.25           9.1160
 00014  11.30 %  2010               5.00          113.30           9.1084
 00014  11.30 %  2010               5.00          113.30           9.1084
 99006  11.99 %  2009              10.00          115.63           9.1234
 99006  11.99 %  2009              10.00          115.60           9.1284
 99006  11.99 %  2009               5.00          115.20           9.1950
 99006  11.99 %  2009               5.00          115.63           9.1234
 99006  11.99 %  2009               5.00          115.15           9.2034
