in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 18 July 2001
1
 94003  12.50 %  2004               5.00          111.19           7.7869
 94003  12.50 %  2004               5.00          111.25           7.7634
 94003  12.50 %  2004               5.00          111.25           7.7634
 94003  12.50 %  2004               5.00          111.07           7.8340
 94003  12.50 %  2004               5.00          111.07           7.8340
 94003  12.50 %  2004               5.00          111.18           7.7909
 94003  12.50 %  2004               3.00          111.10           7.8222
 94003  12.50 %  2004              10.00          111.22           7.7752
 97011  11.15 %  2002               5.00          103.79           7.5464
 97011  11.15 %  2002               5.00          103.79           7.5464
 97011  11.15 %  2002               5.00          103.79           7.5464
 97011  11.15 %  2002               5.00          103.79           7.5464
 97011  11.15 %  2002               5.00          103.79           7.5464
 97011  11.15 %  2002               5.00          103.79           7.5464
 97011  11.15 %  2002               5.00          103.79           7.5464
 97011  11.15 %  2002               5.00          103.79           7.5464
 97011  11.15 %  2002               5.00          103.79           7.5464
 97011  11.15 %  2002               5.00          103.79           7.5464
 97011  11.15 %  2002              10.00          103.78           7.5556
 97011  11.15 %  2002              25.00          103.80           7.5372
 97011  11.15 %  2002               5.00          103.80           7.5372
97011  11.15 %  2002               5.00          103.75           7.5831 
94009  11.75 %  2001              13.00          100.375          7.9274 
Date : July 17, 2001          Contract 
00012  11.03 %  2012               5.00          109.40           9.6262 
00012  11.03 %  2012               5.00          109.35           9.6332 
00012  11.03 %  2012               5.00          109.37           9.6304 
00012  11.03 %  2012               5.00          109.37           9.6304 
00012  11.03 %  2012              10.00          109.425          9.6227 
00012  11.03 %  2012              10.00          109.60           9.5982 
00012  11.03 %  2012               5.00          109.35           9.6332 
00012  11.03 %  2012               5.00          109.45           9.6192 
00012  11.03 %  2012              10.00          109.40           9.6262 
00012  11.03 %  2012               5.00          109.60           9.5982 
00012  11.03 %  2012              15.00          109.60           9.5982 
01007   9.39 %  2011               5.00          100.20           9.3575 
Date : July 16, 2001          Contract 
00012  11.03 %  2012               5.00          109.81           9.5690 
00012  11.03 %  2012               5.00          109.80           9.5704 
Date : July 14, 2001          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
)     Per Rs.100   Indicative Code                            (Face Value
YTM % Loan  Nomenclature              Amount           Price *         
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 00016  11.40 %  2008              10.00          113.83           8.7459
 00016  11.40 %  2008              10.00          113.81           8.7494
 00016  11.40 %  2008              15.00          113.795          8.7520
 00016  11.40 %  2008               5.00          114.17           8.6861
 00016  11.40 %  2008               5.00          114.32           8.6598
 00016  11.40 %  2008               5.00          114.32           8.6598
 00016  11.40 %  2008               5.00          114.22           8.6773
 00016  11.40 %  2008               5.00          114.17           8.6861
 00016  11.40 %  2008               5.00          114.12           8.6949
 00016  11.40 %  2008              10.00          114.15           8.6896
 00016  11.40 %  2008               5.00          114.07           8.7037
 00016  11.40 %  2008               5.00          114.07           8.7037
 00016  11.40 %  2008               5.00          114.05           8.7072
 00016  11.40 %  2008               5.00          114.12           8.6949
 00016  11.40 %  2008               5.00          114.05           8.7072
 00016  11.40 %  2008               5.00          114.13           8.6931
 00016  11.40 %  2008               5.00          114.20           8.6809
 00016  11.40 %  2008               5.00          113.90           8.7335
 00016  11.40 %  2008               5.00          114.20           8.6809
 00016  11.40 %  2008               5.00          114.20           8.6809
 00016  11.40 %  2008               5.00          114.40           8.6458
 00016  11.40 %  2008               5.00          114.16           8.6879
 00016  11.40 %  2008               5.00          114.10           8.6984
 97002  13.05 %  2007               0.015         118.71           8.8305
 98005  11.75 %  2006              10.00          113.75           8.1884
 98005  11.75 %  2006              25.00          113.75           8.1884
 98005  11.75 %  2006               5.00          113.75           8.1884
 99008  11.68 %  2006               5.00          113.68           8.1312
 99008  11.68 %  2006               5.00          113.80           8.1026
 99008  11.68 %  2006               5.00          113.68           8.1312
 99008  11.68 %  2006               5.00          113.75           8.1145
 99008  11.68 %  2006               5.00          113.75           8.1145
 99008  11.68 %  2006               5.00          113.70           8.1265
 99008  11.68 %  2006               5.00          113.87           8.0860
 99008  11.68 %  2006               5.00          113.73           8.1193
 99008  11.68 %  2006               5.00          113.73           8.1193
 99008  11.68 %  2006               5.00          113.58           8.1551
 99008  11.68 %  2006               5.00          113.60           8.1503
 99008  11.68 %  2006               5.00          113.60           8.1503
 99008  11.68 %  2006              10.00          113.59           8.1527
 99008  11.68 %  2006               5.00          113.59           8.1527
 97010  11.19 %  2005               5.00          111.12           7.9353
 97010  11.19 %  2005               5.00          111.00           7.9682
 97010  11.19 %  2005              15.00          111.06           7.9517
 97010  11.19 %  2005               5.00          111.05           7.9545
 97010  11.19 %  2005               5.00          111.08           7.9463
 97010  11.19 %  2005               5.00          111.05           7.9545
 97010  11.19 %  2005               5.00          111.05           7.9545
 98008  11.50 %  2004              25.00          109.00           7.8590
 98008  11.50 %  2004              25.00          109.00           7.8590
 94003  12.50 %  2004               5.00          111.06           7.8379
 94003  12.50 %  2004               5.00          111.17           7.7948
 94003  12.50 %  2004              15.00          111.19           7.7869
 94003  12.50 %  2004               5.00          111.19           7.7869
 94003  12.50 %  2004               3.00          111.105          7.82033
 99006  11.99 %  2009               5.00          114.50           9.3094
 99006  11.99 %  2009              10.00          114.40           9.3263
 99006  11.99 %  2009               5.00          114.70           9.2757
 99006  11.99 %  2009               5.00          114.85           9.2505
 00016  11.40 %  2008               5.00          114.42           8.6423
 00016  11.40 %  2008              10.00          113.81           8.7494
 00016  11.40 %  2008               5.00          114.17           8.6861
 00016  11.40 %  2008               5.00          114.13           8.6931
 00016  11.40 %  2008               5.00          114.15           8.6896
 00016  11.40 %  2008               5.00          114.12           8.6949
 00016  11.40 %  2008               5.00          114.13           8.6931
 00016  11.40 %  2008               5.00          114.15           8.6896
 00016  11.40 %  2008               5.00          113.88           8.7371
 00016  11.40 %  2008               5.00          114.20           8.6809
 00016  11.40 %  2008               5.00          114.45           8.6371
 00016  11.40 %  2008               5.00          114.22           8.6773
 00016  11.40 %  2008              10.00          114.42           8.6423
 00016  11.40 %  2008              10.00          114.42           8.6423
 00016  11.40 %  2008               5.00          114.10           8.6984
 00016  11.40 %  2008               5.00          114.10           8.6984
 00016  11.40 %  2008               5.00          114.32           8.6598
 00016  11.40 %  2008               5.00          114.32           8.6598
