in Government Dated Securities and Treasury Bills
Mumbai on 01 June 2001
1
 94003  12.50 %  2004               5.00          109.27           8.6991
 94003  12.50 %  2004              20.00          109.30           8.6876
 94003  12.50 %  2004              25.00          109.26           8.7030
 94003  12.50 %  2004               5.00          109.27           8.6991
94003  12.50 %  2004              10.00          109.275          8.6972 
94003  12.50 %  2004               5.00          109.29           8.6914 
97008  11.83 %  2003               5.00          106.20           8.5683 
97008  11.83 %  2003               5.00          106.20           8.5683 
98004  11.10 %  2003              10.00          104.31           8.5183 
97011  11.15 %  2002              10.00          103.13           8.4345 
97011  11.15 %  2002               5.00          103.225          8.3550 
97011  11.15 %  2002               5.00          103.14           8.4262 
97011  11.15 %  2002               5.00          103.24           8.3424 
97011  11.15 %  2002              10.00          103.25           8.3340 
97011  11.15 %  2002              10.00          103.21           8.3675 
97011  11.15 %  2002               5.00          103.22           8.3591 
97011  11.15 %  2002              10.00          103.22           8.3591 
97011  11.15 %  2002              25.00          103.24           8.3424 
97011  11.15 %  2002               5.00          103.24           8.3424 
97011  11.15 %  2002               5.00          103.10           8.4597 
97011  11.15 %  2002               5.00          103.22           8.3591 
97004  12.69 %  2002              10.00          103.75           8.4485 
97004  12.69 %  2002               5.00          103.77           8.4267 
93009  13.31 %  2001               7.00          102.26           8.1944 
94009  11.75 %  2001              30.00          100.735          8.3712 
97009  10.85 %  2001              10.00          100.345          8.4913 
Date : May 31, 2001          Contract 
01006  10.25 %  2021               5.00          100.69          10.1686 
01006  10.25 %  2021               5.00          100.69          10.1686 
01006  10.25 %  2021               5.00          100.33          10.2110 
01006  10.25 %  2021               5.00          100.465         10.1951 
01006  10.25 %  2021               5.00          100.48          10.1933 
01006  10.25 %  2021               5.00          100.43          10.1992 
01003  10.71 %  2016               5.00          104.76          10.0827 
00015  11.43 %  2015               5.00          110.05          10.0789 
01005   9.81 %  2013               5.00          100.38           9.7556 
00012  11.03 %  2012              10.00          108.23           9.7956 
00017  11.50 %  2011              10.00          111.04           9.7914 
00017  11.50 %  2011              10.00          111.01           9.7957 
Date : May 30, 2001          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
)     Per Rs.100   Indicative Code                            (Face Value
Loan  Nomenclature              Amount           Price *        YTM % 
---------------------------------------------------------------------------
at RBI, 
Subsidiary General Ledger Account Transactions2
 00016  11.40 %  2008               5.00          110.25           9.4113
 00016  11.40 %  2008               5.00          110.255          9.4104
 00016  11.40 %  2008              15.00          110.26           9.4095
 00016  11.40 %  2008               5.00          110.00           9.4567
 00016  11.40 %  2008               5.00          110.28           9.4059
 00016  11.40 %  2008              10.00          110.26           9.4095
 00016  11.40 %  2008               5.00          110.29           9.4041
 00016  11.40 %  2008               5.00          110.27           9.4077
 00016  11.40 %  2008               5.00          110.29           9.4041
 00016  11.40 %  2008              20.00          110.25           9.4113
 00016  11.40 %  2008              15.00          110.275          9.4068
 00016  11.40 %  2008               5.00          110.28           9.4059
 00016  11.40 %  2008               5.00          110.22           9.4168
 00016  11.40 %  2008              10.00          110.28           9.4059
 00016  11.40 %  2008              10.00          110.24           9.4131
 00016  11.40 %  2008              10.00          110.24           9.4131
 00016  11.40 %  2008               5.00          110.22           9.4168
 00016  11.40 %  2008              10.00          110.27           9.4077
 00016  11.40 %  2008              10.00          110.27           9.4077
 00016  11.40 %  2008               5.00          110.27           9.4077
 00016  11.40 %  2008               5.00          110.23           9.4150
 98007  12.00 %  2008              10.00          111.80           9.6214
 98007  12.00 %  2008              25.00          111.90           9.6027
 98007  12.00 %  2008               5.00          111.80           9.6214
 98009  11.90 %  2007              10.00          112.37           9.1703
 98009  11.90 %  2007               5.00          112.38           9.1682
 98009  11.90 %  2007               5.00          112.35           9.1744
 00013  11.00 %  2006               5.00          108.43           8.9191
 00013  11.00 %  2006               5.00          108.42           8.9215
 98005  11.75 %  2006              10.00          110.80           8.9609
 95012  14.00 %  2005(INSTA         0.215         115.40           9.5217
 97010  11.19 %  2005              10.00          108.19           8.8054
 97010  11.19 %  2005               5.00          108.15           8.8165
 97010  11.19 %  2005              25.00          108.19           8.8054
 00011  10.20 %  2005               5.00          104.69           8.8105
 00011  10.20 %  2005              10.00          104.70           8.8076
 95006  14.00 %  2005               0.006         115.40           9.3171
 00007   9.90 %  2005              10.00          103.54           8.8005
 00007   9.90 %  2005               5.00          103.57           8.7914
 00007   9.90 %  2005               1.65          103.05           8.9490
 00007   9.90 %  2005               3.35          102.65           9.0709
 00007   9.90 %  2005               5.00          103.58           8.7884
 00007   9.90 %  2005              10.00          103.58           8.7884
 98022  11.98 %  2004               5.00          108.90           8.7782
 98022  11.98 %  2004               5.00          108.885          8.7833
 98022  11.98 %  2004               5.00          108.90           8.7782
 98022  11.98 %  2004               5.00          108.90           8.7782
 98022  11.98 %  2004               5.00          108.90           8.7782
 98022  11.98 %  2004               5.00          108.90           8.7782
 98022  11.98 %  2004              10.00          108.85           8.7951
 98017  11.95 %  2004               5.00          108.50           8.7900
 98011  11.75 %  2004              10.00          107.62           8.8408
 98011  11.75 %  2004              10.00          107.62           8.8408
 94003  12.50 %  2004               5.00          109.29           8.6914
 94003  12.50 %  2004               5.00          109.30           8.68763
 00012  11.03 %  2012               5.00          108.23           9.7955
 84005  10.25 %  2012               5.00          102.40           9.8872
 00017  11.50 %  2011               5.00          111.20           9.7680
 00017  11.50 %  2011               5.00          111.20           9.7680
 00017  11.50 %  2011               5.00          111.20           9.7680
 00017  11.50 %  2011               5.00          111.24           9.7623
 00017  11.50 %  2011               5.00          111.25           9.7609
 00017  11.50 %  2011              10.00          111.21           9.7666
 00017  11.50 %  2011              10.00          111.21           9.7666
 00017  11.50 %  2011              10.00          111.21           9.7666
 00017  11.50 %  2011              10.00          111.23           9.7637
 00017  11.50 %  2011              10.00          111.23           9.7637
 00017  11.50 %  2011              10.00          111.25           9.7609
 00017  11.50 %  2011              15.00          111.25           9.7609
 00017  11.50 %  2011               5.00          111.24           9.7623
 00017  11.50 %  2011               5.00          111.24           9.7623
 00017  11.50 %  2011              10.00          111.24           9.7623
 00017  11.50 %  2011              20.00          111.25           9.7609
 00017  11.50 %  2011               5.00          111.23           9.7637
 00017  11.50 %  2011               5.00          111.21           9.7666
 00017  11.50 %  2011               5.00          111.195          9.7687
 00017  11.50 %  2011               5.00          111.23           9.7637
 00017  11.50 %  2011               5.00          111.07           9.7867
 00017  11.50 %  2011              10.00          111.15           9.7752
 00010  10.95 %  2011               0.50          107.90           9.6980
 99005  12.32 %  2011               5.00          114.40           9.9596
 99005  12.32 %  2011               5.00          114.43           9.9551
 99005  12.32 %  2011              15.00          114.44           9.9537
 00014  11.30 %  2010               5.00          110.00           9.6276
 00014  11.30 %  2010               5.00          109.95           9.6354
 00014  11.30 %  2010              10.00          110.00           9.6276
 80003   7.50 %  2010               0.50           87.50           9.6130
 99004  12.29 %  2010               5.00          113.90           9.8608
 99004  12.29 %  2010              10.00          113.89           9.8624
 89009  11.50 %  2009              10.00          110.19           9.6349
 99006  11.99 %  2009               5.00          112.58           9.6615
 99006  11.99 %  2009               5.00          112.60           9.6581
 99006  11.99 %  2009              10.00          112.60           9.6581
 99006  11.99 %  2009               5.00          112.64           9.6513
 00016  11.40 %  2008               5.00          110.27           9.4077
 00016  11.40 %  2008               5.00          110.25           9.4113
 00016  11.40 %  2008               5.00          110.28           9.4059
 00016  11.40 %  2008               5.00          110.28           9.4059
 00016  11.40 %  2008              10.00          110.28           9.4059
 00016  11.40 %  2008              10.00          110.28           9.4059
 00016  11.40 %  2008               5.00          110.28           9.4059
 00016  11.40 %  2008               5.00          110.28           9.4059
 00016  11.40 %  2008              10.00          110.28           9.4059
 00016  11.40 %  2008               5.00          110.26           9.4095
 00016  11.40 %  2008               5.00          110.24           9.4131
 00016  11.40 %  2008               5.00          110.28           9.4059
 00016  11.40 %  2008               5.00          110.27           9.4077
 00016  11.40 %  2008               5.00          110.28           9.4059
 00016  11.40 %  2008               5.00          110.28           9.4059
 00016  11.40 %  2008               5.00          110.27           9.40774
 99020  11.83 %  2014              25.00          112.38          10.1230
 99020  11.83 %  2014               5.00          112.40          10.1205
 99020  11.83 %  2014               5.00          112.31          10.1318
 99020  11.83 %  2014               5.00          112.35          10.1268
 99020  11.83 %  2014               5.00          112.36          10.1255
 99020  11.83 %  2014              15.00          112.37          10.1243
 99020  11.83 %  2014              25.00          112.38          10.1230
 99020  11.83 %  2014              15.00          112.38          10.1230
 99020  11.83 %  2014               5.00          112.37          10.1243
 99020  11.83 %  2014               5.00          112.42          10.1179
 99020  11.83 %  2014              10.00          112.38          10.1230
 99020  11.83 %  2014               5.00          112.35          10.1268
 84010  10.50 %  2014               1.00          103.08          10.0738
 83004  10.00 %  2014               5.00          100.57           9.9209
 83004  10.00 %  2014               1.00           99.65          10.0487
 83004  10.00 %  2014               1.00          101.45           9.8002
 98021  12.40 %  2013               1.22          115.45          10.1589
 98021  12.40 %  2013              10.00          115.68          10.1290
 98021  12.40 %  2013               5.00          115.68          10.1290
 98021  12.40 %  2013               5.00          115.67          10.1303
 98021  12.40 %  2013               5.00          115.68          10.1290
 98021  12.40 %  2013              20.00          115.68          10.1290
 98021  12.40 %  2013               5.00          115.70          10.1264
 01005   9.81 %  2013              25.00          100.40           9.7526
 01005   9.81 %  2013              25.00          100.40           9.7526
 01005   9.81 %  2013               2.00          100.45           9.7455
 01005   9.81 %  2013               2.00          100.45           9.7455
 01005   9.81 %  2013              10.00          100.43           9.7483
 01005   9.81 %  2013               1.50          100.45           9.7455
 01005   9.81 %  2013              10.00          100.44           9.7469
 01005   9.81 %  2013              10.00          100.42           9.7498
 01005   9.81 %  2013               5.00          100.44           9.7469
 01005   9.81 %  2013              25.00          100.43           9.7483
 01005   9.81 %  2013              10.00          100.38           9.7555
 01005   9.81 %  2013              25.00          100.395          9.7533
 01005   9.81 %  2013               4.00          100.45           9.7455
 01005   9.81 %  2013               5.00          100.39           9.7540
 82005   9.00 %  2013              10.00           94.84           9.7385
 82005   9.00 %  2013               9.00           95.05           9.7073
 82005   9.00 %  2013               1.00           95.05           9.7073
 00012  11.03 %  2012               5.00          108.14           9.8083
 00012  11.03 %  2012               5.00          108.25           9.7927
 00012  11.03 %  2012              10.00          108.20           9.7998
 00012  11.03 %  2012               1.00          108.18           9.8026
 00012  11.03 %  2012              15.00          108.22           9.7969
 00012  11.03 %  2012               5.00          108.20           9.7998
 00012  11.03 %  2012               5.00          108.20           9.7998
 00012  11.03 %  2012               5.00          108.22           9.7969
 00012  11.03 %  2012               5.00          108.20           9.7998
 00012  11.03 %  2012              20.00          108.22           9.7969
 00012  11.03 %  2012               5.00          108.22           9.7969
 00012  11.03 %  2012               5.00          108.23           9.7955
 00012  11.03 %  2012              10.00          108.25           9.7927
 00012  11.03 %  2012               5.00          108.20           9.7998
 00012  11.03 %  2012               5.00          108.20           9.79985
 01004  10.45 %  2018               3.00          102.75          10.1052
 01004  10.45 %  2018               5.00          102.75          10.1052
 01004  10.45 %  2018              15.00          102.85          10.0930
 01004  10.45 %  2018              20.00          102.86          10.0918
 01004  10.45 %  2018               5.00          102.86          10.0918
 01004  10.45 %  2018               5.00          140.85           6.4470
 01004  10.45 %  2018               5.00          102.85          10.0930
 01004  10.45 %  2018               0.50          102.80          10.0991
 01004  10.45 %  2018               5.00          102.85          10.0930
 01004  10.45 %  2018              10.00          102.85          10.0930
 01004  10.45 %  2018               5.00          102.86          10.0918
 01003  10.71 %  2016               0.50          104.55          10.1092
 01003  10.71 %  2016              10.00          104.85          10.0712
 01003  10.71 %  2016               5.00          104.93          10.0611
 01003  10.71 %  2016               1.50          105.05          10.0459
 00015  11.43 %  2015               5.00          110.35          10.0415
 00015  11.43 %  2015               5.00          110.28          10.0502
 00015  11.43 %  2015              10.00          110.35          10.0415
 00015  11.43 %  2015              10.00          110.36          10.0402
 00015  11.43 %  2015               5.00          110.38          10.0377
 00015  11.43 %  2015               5.00          110.30          10.0477
 00015  11.43 %  2015               5.00          110.34          10.0427
 00015  11.43 %  2015               5.00          110.30          10.0477
 00015  11.43 %  2015              10.00          110.30          10.0477
 00015  11.43 %  2015               5.00          110.18          10.0626
 85007  11.50 %  2015               5.00          109.51          10.2068
 85007  11.50 %  2015               2.00          109.30          10.2335
 01001  10.47 %  2015               5.00          103.57           9.9821
 01001  10.47 %  2015               5.00          103.60           9.9781
 01001  10.47 %  2015              10.00          103.50           9.9913
 01001  10.47 %  2015               5.00          103.57           9.9821
 01001  10.47 %  2015              10.00          103.60           9.9781
 01001  10.47 %  2015               5.00          103.60           9.9781
 01001  10.47 %  2015              10.00          103.57           9.9821
 01001  10.47 %  2015               5.00          103.55           9.9847
 01001  10.47 %  2015              10.00          103.57           9.9821
 01001  10.47 %  2015               5.00          103.57           9.9821
 01001  10.47 %  2015               3.00          103.25          10.0244
 01001  10.47 %  2015               5.00          103.41          10.0032
 01001  10.47 %  2015               5.00          103.54           9.9861
 01001  10.47 %  2015               5.00          103.56           9.9834
 01001  10.47 %  2015               5.00          103.57           9.9821
 01001  10.47 %  2015              10.00          103.57           9.9821
 01001  10.47 %  2015               1.00          103.48           9.9940
 01001  10.47 %  2015               5.00          103.50           9.9913
 01001  10.47 %  2015               5.00          103.55           9.9847
 01001  10.47 %  2015               5.00          103.15          10.0377
 01001  10.47 %  2015               5.00          103.60           9.9781
 01001  10.47 %  2015               5.00          103.60           9.9781
 01001  10.47 %  2015               5.00          103.60           9.9781
 01001  10.47 %  2015              10.00          103.56           9.9834
 01001  10.47 %  2015              25.00          103.60           9.9781
 01001  10.47 %  2015              10.00          103.60           9.9781
 01001  10.47 %  2015               5.00          103.55           9.9847
 99020  11.83 %  2014               5.00          112.37          10.12436
 01006  10.25 %  2021               0.50          100.68          10.1697
 01006  10.25 %  2021               3.00          100.52          10.1885
 01006  10.25 %  2021               5.00          101.10          10.1206
 01006  10.25 %  2021               0.50          100.73          10.1639
 01006  10.25 %  2021               3.00          101.10          10.1206
 01006  10.25 %  2021               5.00          101.05          10.1265
 01006  10.25 %  2021               5.00          101.00          10.1323
