Government Dated Securities and Treasury Bills
at RBI, Mumbai on 13 February 2001
 11.90 %  2007                     10.00          108.97           9.9412
 11.90 %  2007                      5.00          108.97           9.9412
 11.00 %  2006                     10.00          104.80           9.8406
 11.68 %  2006                      5.00          107.15           9.8710
 11.68 %  2006                      5.00          107.12           9.8782
 11.68 %  2006                      5.00          107.12           9.8782
 11.68 %  2006                      5.00          107.20           9.8589
 11.68 %  2006                      5.00          107.14           9.8734
 11.68 %  2006                      5.00          107.14           9.8734
 11.68 %  2006                      5.00          107.15           9.8710
 11.68 %  2006                     10.00          107.10           9.8830
 11.19 %  2005                      5.00          105.35           9.6948
 11.19 %  2005                      5.00          105.35           9.6948
 11.19 %  2005                      5.00          105.35           9.6948
 11.19 %  2005                      5.00          105.35           9.6948
 11.19 %  2005                      5.00          105.245          9.7232
  9.90 %  2005                      2.00          100.52           9.7377
  9.90 %  2005                      5.00          100.62           9.7083
 11.50 %  2004                     25.00          105.00           9.6546
 12.50 %  2004                      5.00          107.84           9.5218
 12.50 %  2004                     10.00          107.825          9.5272
 12.50 %  2004                      5.00          107.845          9.5200
 12.50 %  2004                      5.00          107.815          9.5308
 12.50 %  2004                      5.00          107.81           9.5326
 12.50 %  2004                      5.00          107.83           9.5254
 11.10 %  2003                      0.32          103.18           9.4194
 11.10 %  2003                      5.00          103.08           9.4707
  6.50 %  2002                      5.00           95.20           9.6557
 11.15 %  2002                      5.00          102.53           9.3532
 11.15 %  2002                      5.00          102.53           9.3532
 11.15 %  2002                     10.00          102.51           9.3671
 11.68 %  2002                      5.00          103.06           9.4183
 13.85 %  2001                      1.25          101.43           1.7659
          Contract Date : February 12, 2001
 11.43 %  2015                     10.00          106.59          10.5330
 11.03 %  2012                      5.00          104.62          10.3301
 11.30 %  2010                      5.00          106.63          10.1905
 11.30 %  2010                      5.00          106.65          10.1873
          Contract Date : February 10, 2001
 12.30 %  2016                      0.44          111.75          10.7213
 11.40 %  2008                      5.00          107.14          10.0276
          Contract Date : February 09, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
                                 (Face Value)     Per Rs.100   Indicative
   Nomenclature                  Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions in 12.25 %  2010                     10.00          110.16          10.5164
 12.25 %  2010                      1.00          110.30          10.4942
 12.25 %  2010                     10.00          110.15          10.5180
 12.25 %  2010                     10.00          110.13          10.5212
 12.25 %  2010                     10.00          110.17          10.5149
 12.25 %  2010                      5.00          110.13          10.5212
 12.29 %  2010                      5.00          110.15          10.5123
 11.99 %  2009                      5.00          109.90          10.1688
 11.99 %  2009                      5.00          109.90          10.1688
 11.99 %  2009                      5.00          109.97          10.1568
 11.99 %  2009                      5.00          109.97          10.1568
 11.99 %  2009                      5.00          109.97          10.1568
 11.99 %  2009                     10.00          109.92          10.1654
 11.99 %  2009                     10.00          109.89          10.1705
 11.99 %  2009                      5.00          109.90          10.1688
 11.40 %  2008                     25.00          107.25          10.0068
 11.40 %  2008                      5.00          107.25          10.0068
 11.40 %  2008                     10.00          107.22          10.0123
 11.40 %  2008                      5.00          107.26          10.0050
 11.40 %  2008                     25.00          107.22          10.0123
 11.40 %  2008                      5.00          107.30           9.9976
 11.40 %  2008                      5.00          107.34           9.9903
 11.40 %  2008                      5.00          107.33           9.9922
 11.40 %  2008                      5.00          107.33           9.9922
 11.40 %  2008                      5.00          107.27          10.0031
 11.40 %  2008                      5.00          107.29           9.9995
 11.40 %  2008                      5.00          107.23          10.0105
 11.40 %  2008                     10.00          107.22          10.0123
