in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 24 May 2001
1
 94003  12.50 %  2004               5.00          108.81           8.9014
 94003  12.50 %  2004               5.00          108.82           8.8975
 94003  12.50 %  2004               5.00          108.80           8.9053
 94003  12.50 %  2004              25.00          108.82           8.8975
 98004  11.10 %  2003               5.00          103.90           8.7823
 98004  11.10 %  2003               5.00          103.90           8.7823
 97004  12.69 %  2002              20.00          103.605          8.7003
 94009  11.75 %  2001              50.00          100.68           8.8715
          Contract Date : May 23, 2001
 82005   9.00 %  2013               1.00           93.40           9.9541
 82005   9.00 %  2013               2.00           93.40           9.9541
 00012  11.03 %  2012               5.00          106.705         10.0141
 00017  11.50 %  2011              10.00          109.75           9.9806
 00017  11.50 %  2011              10.00          109.78           9.9762
 00017  11.50 %  2011               5.00          109.77           9.9777
 00017  11.50 %  2011               5.00          109.77           9.9777
 00017  11.50 %  2011              10.00          109.77           9.9777
 00017  11.50 %  2011               5.00          109.79           9.9748
 00017  11.50 %  2011              10.00          109.84           9.9675
 00017  11.50 %  2011              10.00          109.83           9.9689
 00017  11.50 %  2011              10.00          109.79           9.9748
 00017  11.50 %  2011              10.00          109.79           9.9748
 00017  11.50 %  2011              25.00          109.83           9.9689
 00017  11.50 %  2011               5.00          109.83           9.9689
 00017  11.50 %  2011               5.00          109.83           9.9689
 00017  11.50 %  2011               5.00          109.83           9.9689
          Contract Date : May 22, 2001
 00017  11.50 %  2011               5.00          109.89           9.9603
 00017  11.50 %  2011              10.00          109.89           9.9603
 00017  11.50 %  2011               5.00          109.88           9.9617
 00017  11.50 %  2011              15.00          109.90           9.9588
 00017  11.50 %  2011              10.00          109.84           9.9676
 00017  11.50 %  2011              15.00          109.92           9.9559
 00017  11.50 %  2011               5.00          109.90           9.9588
 00017  11.50 %  2011               5.00          109.90           9.9588
 00017  11.50 %  2011              10.00          109.88           9.9617
 00017  11.50 %  2011               5.00          109.80           9.9734
          Contract Date : May 21, 2001
 00017  11.50 %  2011               5.00          109.95           9.9519
          Contract Date : May 18, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
 Code                            (Face Value)     Per Rs.100   Indicative
 Loan  Nomenclature              Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 90010  11.50 %  2010               5.00          108.69          10.0153
 90010  11.50 %  2010               5.00          108.69          10.0153
 90010  11.50 %  2010              25.00          108.70          10.0137
 90010  11.50 %  2010              10.00          108.70          10.0137
 99004  12.29 %  2010              20.00          111.60          10.2355
 99004  12.29 %  2010              30.00          111.60          10.2355
 99004  12.29 %  2010              10.00          111.65          10.2274
 99004  12.29 %  2010               5.00          111.65          10.2274
 99004  12.29 %  2010              20.00          111.65          10.2274
 99004  12.29 %  2010              10.00          111.60          10.2355
 89009  11.50 %  2009               5.00          108.65           9.9051
 99006  11.99 %  2009               5.00          110.85           9.9637
 99006  11.99 %  2009               5.00          110.82           9.9689
 99006  11.99 %  2009              10.00          110.85           9.9637
 99006  11.99 %  2009              10.00          110.84           9.9655
 99006  11.99 %  2009               5.00          110.835          9.9663
 98023  12.25 %  2008               5.00          111.65           9.9578
 98023  12.25 %  2008              10.00          111.73           9.9432
 00016  11.40 %  2008               5.00          109.52           9.5480
 00016  11.40 %  2008              10.00          109.505          9.5508
 00016  11.40 %  2008               5.00          109.52           9.5480
 00016  11.40 %  2008               5.00          109.53           9.5462
 00016  11.40 %  2008               5.00          109.53           9.5462
 00016  11.40 %  2008               5.00          109.52           9.5480
 00016  11.40 %  2008               5.00          109.50           9.5517
 00016  11.40 %  2008               5.00          109.52           9.5480
 98007  12.00 %  2008              10.00          110.25           9.9192
 98007  12.00 %  2008               5.00          110.24           9.9211
 98007  12.00 %  2008               5.00          110.25           9.9192
 98007  12.00 %  2008              11.00          110.25           9.9192
 98007  12.00 %  2008              10.00          110.25           9.9192
 98007  12.00 %  2008               5.00          110.25           9.9192
 98007  12.00 %  2008               5.00          110.255          9.9183
 84002   9.50 %  2008               2.00          100.25           9.4434
 00013  11.00 %  2006               5.00          107.49           9.1455
 00013  11.00 %  2006              10.00          107.49           9.1455
 99008  11.68 %  2006               5.00          109.70           9.1644
 99008  11.68 %  2006               5.00          109.70           9.1644
 99008  11.68 %  2006               5.00          109.68           9.1693
 99008  11.68 %  2006              10.00          109.655          9.1754
 99008  11.68 %  2006               5.00          109.685          9.1681
 97010  11.19 %  2005               5.00          107.40           9.0331
 97010  11.19 %  2005              10.00          107.40           9.0331
 97010  11.19 %  2005               5.00          107.40           9.0331
 97010  11.19 %  2005               5.00          107.40           9.0331
 97010  11.19 %  2005               5.00          107.42           9.0276
 97010  11.19 %  2005               5.00          107.40           9.0331
 97010  11.19 %  2005               5.00          107.39           9.0359
 00011  10.20 %  2005               5.00          103.80           9.0711
 00011  10.20 %  2005               5.00          103.88           9.0480
 00011  10.20 %  2005               5.00          103.88           9.0480
 00011  10.20 %  2005              10.00          103.87           9.0509
 00011  10.20 %  2005              10.00          103.83           9.0624
 00007   9.90 %  2005               5.00          102.76           9.0422
 98022  11.98 %  2004               5.00          108.15           9.05023
 00017  11.50 %  2011               5.00          109.92           9.9557
 00017  11.50 %  2011              25.00          109.80           9.9732
 00017  11.50 %  2011              10.00          109.82           9.9703
 00017  11.50 %  2011               5.00          109.87           9.9630
 00017  11.50 %  2011               5.00          109.90           9.9586
 00017  11.50 %  2011               5.00          109.83           9.9688
 00017  11.50 %  2011              85.00          109.90           9.9586
 00017  11.50 %  2011               5.00          109.87           9.9630
 00017  11.50 %  2011               5.00          109.90           9.9586
 00017  11.50 %  2011               5.00          109.90           9.9586
 00017  11.50 %  2011               5.00          109.89           9.9601
 00017  11.50 %  2011              10.00          109.875          9.9622
 00017  11.50 %  2011              10.00          109.86           9.9644
 00017  11.50 %  2011               5.00          109.86           9.9644
 00017  11.50 %  2011               5.00          109.87           9.9630
 00017  11.50 %  2011               5.00          109.87           9.9630
