Government Dated Securities and Treasury Bills
Mumbai on 20 February 2001
1
 11.30 %  2010                      5.00          106.43          10.2208
 11.30 %  2010                      5.00          105.70          10.3385
 11.30 %  2010                     10.00          106.50          10.2096
 11.30 %  2010                      5.00          106.25          10.2497
 11.30 %  2010                     10.00          106.35          10.2336
 11.30 %  2010                      5.00          106.70          10.1775
 11.30 %  2010                     10.00          106.60          10.1935
 11.30 %  2010                      5.00          106.17          10.2626
 11.40 %  2008                     10.00          107.30           9.9968
 11.40 %  2008                      5.00          106.94          10.0629
 11.40 %  2008                     10.00          107.00          10.0518
 11.40 %  2008                      5.00          107.35           9.9876
 11.40 %  2008                      5.00          107.35           9.9876
 11.40 %  2008                      5.00          107.20          10.0151
 11.40 %  2008                      5.00          106.985         10.0546
 11.40 %  2008                      5.00          106.94          10.0629
 11.40 %  2008                     10.00          106.97          10.0573
 11.40 %  2008                      5.00          107.34           9.9894
%  2008                      5.00          107.35           9.9876 11.40 
%  2008                      5.00          107.25          10.0059 11.40 
%  2008                      5.00          107.04          10.0445 11.40 
%  2007                      5.00          108.33          10.0710 11.90 
%  2007                      5.00          108.75           9.9841 11.90 
%  2007                      5.00          108.47          10.0420 11.90 
%  2006                     25.00          106.64           9.9918 11.68 
%  2006                     25.00          106.64           9.9918 11.68 
%  2006                     10.00          106.635          9.9930 11.68 
%  2004                     10.00          107.50           9.6369 12.50 
%  2004                      5.00          107.87           9.5029 12.50 
%  2004                      5.00          107.46           9.6514 12.50 
%  2004                     15.00          107.84           9.5137 12.50 
%  2004                     10.00          107.45           9.6551 12.50 
%  2004                      5.00          107.81           9.5246 12.50 
%  2004                      5.00          107.85           9.5101 12.50 
%  2004                      5.00          107.90           9.4920 12.50 
%  2004                      5.00          107.89           9.4956 12.50 
%  2004                     10.00          107.48           9.6442 12.50 
%  2004                      5.00          107.50           9.6369 12.50 
%  2003                      5.00          103.00           9.5051 11.10 
Date : February 16, 2001          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
Rs.100   Indicative                                 (Face Value)     Per 
Nomenclature                  Amount           Price *        YTM %   
---------------------------------------------------------------------------
at RBI, 
Subsidiary General Ledger Account Transactions in2
 12.50 %  2004                      0.10          107.90           9.4900
 12.50 %  2004                     25.00          108.05           9.4358
 12.50 %  2004                      5.00          108.15           9.3997
 12.50 %  2004                     10.00          108.01           9.4502
  6.00 %  2002                     10.00          116.50            #
 11.15 %  2002                      5.00          102.62           9.2774
 11.15 %  2002                     25.00          102.61           9.2844
 11.15 %  2002                      5.00          102.62           9.2774
 11.75 %  2001                     25.00          101.255          9.2222
 11.55 %  2001                      2.00          100.94           8.8812
          Contract Date : February 17, 2001
 11.43 %  2015                     10.00          105.84          10.6298
 11.43 %  2015                     10.00          106.00          10.6088
 11.43 %  2015                     10.00          105.93          10.6180
 11.43 %  2015                     10.00          105.84          10.6298
 11.43 %  2015                      5.00          105.83          10.6311
 11.43 %  2015                      5.00          105.85          10.6285
 11.43 %  2015                      5.00          105.915         10.6199
 11.43 %  2015                      5.00          105.915         10.6199
 11.03 %  2012                      5.00          104.40          10.3613
 11.03 %  2012                      5.00          104.75          10.3101
 11.03 %  2012                      5.00          104.35          10.3686
 11.03 %  2012                      5.00          104.10          10.4054
 11.50 %  2011                     10.00          107.30          10.3542
 11.30 %  2010                      5.00          106.60          10.1935
 11.30 %  2010                      5.00          106.35          10.2336
 11.30 %  2010                      5.00          106.52          10.2064
 11.30 %  2010                      5.00          106.20          10.2578
 11.30 %  2010                     10.00          106.60          10.1935
 11.30 %  2010                      5.00          106.00          10.2900
 11.30 %  2010                      5.00          106.65          10.1855
 11.30 %  2010                      5.00          106.75          10.1695
 11.30 %  2010                      5.00          107.00          10.1296
 11.30 %  2010                      5.00          106.60          10.1935
 11.30 %  2010                      5.00          106.50          10.2096
 11.30 %  2010                      5.00          106.80          10.1615
 11.30 %  2010                      5.00          106.45          10.2176
 11.30 %  2010                      5.00          106.45          10.2176
 11.30 %  2010                      5.00          106.38          10.2288
 11.30 %  2010                      5.00          106.55          10.2015
 11.30 %  2010                     10.00          106.50          10.2096
 11.30 %  2010                      5.00          106.18          10.2610
 11.30 %  2010                      5.00          106.35          10.2336
 11.30 %  2010                      5.00          106.80          10.1615
 11.30 %  2010                      5.00          106.35          10.2336
