in Government Dated Securities and Treasury Bills
Mumbai on 23 May 2001
1
 00016  11.40 %  2008              10.00          109.46           9.5595
 00016  11.40 %  2008              10.00          109.46           9.5595
 00016  11.40 %  2008              10.00          109.45           9.5613
 00016  11.40 %  2008              10.00          109.43           9.5650
 00016  11.40 %  2008               5.00          109.445          9.5622
 00016  11.40 %  2008               5.00          109.45           9.5613
 00016  11.40 %  2008              10.00          109.39           9.5723
 00016  11.40 %  2008               5.00          109.44           9.5631
 00016  11.40 %  2008               5.00          109.44           9.5631
 00016  11.40 %  2008               5.00          109.45           9.5613
 00016  11.40 %  2008               5.00          109.45           9.5613
 84002   9.50 %  2008               0.50           99.12           9.6749
 98009  11.90 %  2007               5.00          111.34           9.3892
 97002  13.05 %  2007               0.80          113.10          10.0538
 00013  11.00 %  2006              10.00          107.46           9.1533
 00013  11.00 %  2006              10.00          107.45           9.1557
 00013  11.00 %  2006              10.00          107.40           9.1674
 00013  11.00 %  2006              10.00          107.42           9.1627
 99008  11.68 %  2006              15.00          109.64           9.1802
 99008  11.68 %  2006              10.00          109.64           9.1802
 99008  11.68 %  2006              10.00          109.645          9.1790
 99008  11.68 %  2006               5.00          109.64           9.1802
 97010  11.19 %  2005              10.00          107.36           9.0453
 97010  11.19 %  2005               5.00          107.35           9.0481
 97010  11.19 %  2005               5.00          107.35           9.0481
 97010  11.19 %  2005               5.00          107.35           9.0481
 97010  11.19 %  2005               5.00          107.355          9.0467
 00007   9.90 %  2005              10.00          102.70           9.0611
 00007   9.90 %  2005               5.00          102.695          9.0626
00007   9.90 %  2005              10.00          102.69           9.0641 
00007   9.90 %  2005               1.60          102.50           9.1219 
98017  11.95 %  2004               5.00          107.55           9.1433 
94003  12.50 %  2004               5.00          108.785          8.9141 
94003  12.50 %  2004              15.00          108.76           8.9237 
94003  12.50 %  2004               5.00          108.79           8.9121 
94010  11.55 %  2002               5.00          103.72           8.8117 
97011  11.15 %  2002               5.00          102.865          8.7027 
98019  11.68 %  2002              15.00          103.28           8.7278 
98019  11.68 %  2002              10.00          103.28           8.7278 
Date : May 22, 2001          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
)     Per Rs.100   Indicative Code                            (Face Value
