in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 31 July 2001
1
 97010  11.19 %  2005               5.00          111.57           7.7902
 97010  11.19 %  2005               5.00          111.57           7.7902
 97010  11.19 %  2005              10.00          111.575          7.7888
 97010  11.19 %  2005               5.00          111.58           7.7874
 97010  11.19 %  2005               5.00          111.57           7.7902
 97010  11.19 %  2005              10.00          111.57           7.7902
 97010  11.19 %  2005              10.00          111.565          7.7915
 97010  11.19 %  2005              10.00          111.565          7.7915
 97010  11.19 %  2005               5.00          111.58           7.7874
 97010  11.19 %  2005               5.00          111.58           7.7874
 97010  11.19 %  2005               5.00          111.58           7.7874
 97010  11.19 %  2005               5.00          111.58           7.7874
 97010  11.19 %  2005               5.00          111.60           7.7819
 00011  10.20 %  2005               5.00          108.09           7.7793
 00011  10.20 %  2005               5.00          108.08           7.7821
 98022  11.98 %  2004               5.00          111.54           7.7227
 98022  11.98 %  2004               5.00          111.54           7.7227
 98022  11.98 %  2004               5.00          111.54           7.7227
 98022  11.98 %  2004               5.00          111.53           7.7262
 94003  12.50 %  2004               5.00          111.56           7.5876
 94003  12.50 %  2004               5.00          111.575          7.5817
 94003  12.50 %  2004               5.00          111.57           7.5837
 94003  12.50 %  2004               5.00          111.54           7.5955
 94003  12.50 %  2004               5.00          111.56           7.5876
 94003  12.50 %  2004               5.00          111.56           7.5876
 94003  12.50 %  2004               5.00          111.57           7.5837
 94003  12.50 %  2004               5.00          111.57           7.5837
 94003  12.50 %  2004               5.00          111.565          7.5856
 94003  12.50 %  2004               5.00          111.575          7.5817
 94003  12.50 %  2004               5.00          111.57           7.5837
 94003  12.50 %  2004               5.00          111.57           7.5837
 98004  11.10 %  2003               5.00          105.64           7.4629
 98004  11.10 %  2003               0.45          105.72           7.4136
 96016  13.82 %  2002               5.00          106.93           7.3145
 97011  11.15 %  2002              10.00          103.91           7.3254
 87006  11.00 %  2002               1.00          102.70           7.3450
 93009  13.31 %  2001              10.00          101.73           7.2239
          Contract Date : July 30, 2001
 88008  11.50 %  2008               0.65          112.93           8.9232
          Contract Date : July 27, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
 Code                            (Face Value)     Per Rs.100   Indicative
 Loan  Nomenclature              Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 01007   9.39 %  2011               0.96          101.06           9.2225
 01007   9.39 %  2011               5.00          101.09           9.2179
 01007   9.39 %  2011               1.20          101.04           9.2256
 01007   9.39 %  2011               0.50          101.08           9.2194
 01007   9.39 %  2011               1.00          101.10           9.2163
 99005  12.32 %  2011              10.00          115.295          9.8080
 99005  12.32 %  2011               5.00          115.28           9.8102
 00014  11.30 %  2010               5.00          112.885          9.1657
 00014  11.30 %  2010               5.00          112.905          9.1626
 00014  11.30 %  2010               0.35          113.20           9.1177
 00014  11.30 %  2010              10.00          112.85           9.1710
 00014  11.30 %  2010               1.00          112.80           9.1786
 00014  11.30 %  2010               5.00          112.90           9.1634
 00014  11.30 %  2010               5.00          112.90           9.1634
 00014  11.30 %  2010               5.00          112.905          9.1626
 00014  11.30 %  2010               2.00          112.15           9.2784
 00014  11.30 %  2010               5.00          112.90           9.1634
 00014  11.30 %  2010               5.00          112.89           9.1649
 99006  11.99 %  2009               5.00          115.53           9.1287
 99006  11.99 %  2009               5.00          115.52           9.1303
 99006  11.99 %  2009               5.00          115.53           9.1287
 00016  11.40 %  2008              10.00          114.83           8.5620
 00016  11.40 %  2008               5.00          114.83           8.5620
 00016  11.40 %  2008               5.00          114.85           8.5586
 00016  11.40 %  2008              10.00          114.83           8.5620
 00016  11.40 %  2008              10.00          114.85           8.5586
 00016  11.40 %  2008               5.00          114.85           8.5586
 00016  11.40 %  2008              25.00          114.86           8.5568
 00016  11.40 %  2008              10.00          114.85           8.5586
 00016  11.40 %  2008               5.00          114.86           8.5568
 00016  11.40 %  2008               5.00          114.85           8.5586
 00016  11.40 %  2008               5.00          114.83           8.5620
 00016  11.40 %  2008               5.00          114.85           8.5586
