in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 26 July 2001
1
98005  11.75 %  2006               5.00          114.30           8.0448 
99008  11.68 %  2006               5.00          114.05           8.0303 
97010  11.19 %  2005              10.00          111.25           7.8864 
97010  11.19 %  2005              10.00          111.25           7.8864 
97010  11.19 %  2005              10.00          111.35           7.8590 
97010  11.19 %  2005               5.00          111.30           7.8727 
97010  11.19 %  2005              10.00          111.35           7.8590 
97010  11.19 %  2005              10.00          111.30           7.8727 
97010  11.19 %  2005              10.00          111.30           7.8727 
97010  11.19 %  2005              20.00          111.225          7.8933 
97010  11.19 %  2005              10.00          111.51           7.8152 
95006  14.00 %  2005               0.20          116.90           8.7487 
98022  11.98 %  2004              10.00          111.51           7.7481 
97007  12.59 %  2004               5.00          112.30           7.7603 
97007  12.59 %  2004               5.00          112.30           7.7603 
97007  12.59 %  2004               5.00          112.30           7.7603 
94003  12.50 %  2004               5.00          111.55           7.6126 
94003  12.50 %  2004              20.00          111.515          7.6264 
94003  12.50 %  2004               5.00          111.50           7.6323 
94003  12.50 %  2004              10.00          111.48           7.6402 
94003  12.50 %  2004               5.00          111.48           7.6402 
94003  12.50 %  2004               5.00          111.48           7.6402 
94003  12.50 %  2004               5.00          111.45           7.6520 
94003  12.50 %  2004               5.00          111.45           7.6520 
94003  12.50 %  2004              10.00          111.48           7.6402 
94003  12.50 %  2004               5.00          111.46           7.6481 
94003  12.50 %  2004              10.00          111.45           7.6520 
94003  12.50 %  2004               5.00          111.50           7.6323 
94003  12.50 %  2004              20.00          111.50           7.6323 
98004  11.10 %  2003               0.015         106.00           7.2692 
96016  13.82 %  2002              10.00          106.94           7.3761 
96016  13.82 %  2002              15.00          106.96           7.3586 
97011  11.15 %  2002              15.00          103.91           7.3688 
95005  13.80 %  2002               1.00          104.97           7.5984 
Date : July 25, 2001          Contract 
01001  10.47 %  2015               5.00          104.85           9.8137 
01001  10.47 %  2015              30.00          105.005          9.7935 
01007   9.39 %  2011               5.00          101.45           9.1629 
01007   9.39 %  2011               5.00          101.54           9.1490 
Date : July 24, 2001          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
)     Per Rs.100   Indicative Code                            (Face Value
YTM % Loan  Nomenclature              Amount           Price *         
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
01007   9.39 %  2011               5.00          101.00           9.2323 
01007   9.39 %  2011               5.00          101.05           9.2245 
99006  11.99 %  2009               5.00          115.33           9.1652 
99006  11.99 %  2009               5.00          115.10           9.2037 
00016  11.40 %  2008               5.00          114.82           8.5671 
00016  11.40 %  2008               5.00          114.81           8.5689 
00016  11.40 %  2008               5.00          114.63           8.6003 
00016  11.40 %  2008               5.00          114.70           8.5881 
00016  11.40 %  2008               5.00          114.77           8.5759 
00016  11.40 %  2008               5.00          114.61           8.6038 
00016  11.40 %  2008               5.00          114.75           8.5794 
00016  11.40 %  2008               5.00          114.75           8.5794 
00016  11.40 %  2008               5.00          114.75           8.5794 
00016  11.40 %  2008               5.00          114.75           8.5794 
00016  11.40 %  2008              25.00          114.92           8.5497 
00016  11.40 %  2008              15.00          114.84           8.5637 
00016  11.40 %  2008              10.00          114.60           8.6056 
00016  11.40 %  2008               5.00          114.75           8.5794 
00016  11.40 %  2008               5.00          114.75           8.5794 
00016  11.40 %  2008              10.00          114.62           8.6021 
00016  11.40 %  2008               5.00          114.87           8.5584 
00016  11.40 %  2008               5.00          114.90           8.5532 
00016  11.40 %  2008               5.00          114.90           8.5532 
00016  11.40 %  2008              10.00          114.90           8.5532 
00016  11.40 %  2008               5.00          114.90           8.5532 
00016  11.40 %  2008              10.00          114.60           8.6056 
00016  11.40 %  2008              10.00          114.92           8.5497 
00016  11.40 %  2008               5.00          114.78           8.5741 
00016  11.40 %  2008              10.00          114.83           8.5654 
00016  11.40 %  2008              10.00          114.80           8.5706 
00016  11.40 %  2008               5.00          114.71           8.5863 
00016  11.40 %  2008               5.00          114.62           8.6021 
00016  11.40 %  2008               5.00          114.71           8.5863 
00016  11.40 %  2008               5.00          114.67           8.5933 
00016  11.40 %  2008               5.00          114.73           8.5829 
00016  11.40 %  2008               5.00          114.78           8.5741 
00016  11.40 %  2008              10.00          114.92           8.5497 
00016  11.40 %  2008               5.00          114.93           8.5480 
00016  11.40 %  2008               5.00          114.60           8.6056 
00016  11.40 %  2008               5.00          114.75           8.5794 
00016  11.40 %  2008               5.00          114.72           8.5846 
00016  11.40 %  2008               5.00          114.75           8.5794 
00016  11.40 %  2008               5.00          114.75           8.5794 
00016  11.40 %  2008               5.00          114.70           8.5881 
00016  11.40 %  2008               5.00          114.70           8.5881 
00016  11.40 %  2008               5.00          114.80           8.5706 
00016  11.40 %  2008               5.00          114.92           8.5497 
00016  11.40 %  2008               5.00          114.74           8.5811 
00016  11.40 %  2008              10.00          114.73           8.5829 
