in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 19 April 2001
1
 98009  11.90 %  2007               5.00          110.03           9.6819
 98009  11.90 %  2007               5.00          110.00           9.6881
 98009  11.90 %  2007               5.00          110.04           9.6798
 98009  11.90 %  2007               5.00          110.06           9.6757
 98009  11.90 %  2007               5.00          110.07           9.6736
 98009  11.90 %  2007              10.00          110.08           9.6715
 00013  11.00 %  2006               5.00          106.30           9.4489
 00013  11.00 %  2006               5.00          106.25           9.4607
 00013  11.00 %  2006               5.00          106.255          9.4595
 99008  11.68 %  2006               5.00          108.59           9.4743
 99008  11.68 %  2006               5.00          108.60           9.4718
 99008  11.68 %  2006               5.00          108.61           9.4694
 97010  11.19 %  2005              15.00          106.70           9.2633
 97010  11.19 %  2005               5.00          106.70           9.2633
 97010  11.19 %  2005               5.00          106.69           9.2661
 97010  11.19 %  2005               5.00          106.70           9.2633
 00011  10.20 %  2005               5.00          102.96           9.3292
 98022  11.98 %  2004               5.00          107.82           9.2321
 94003  12.50 %  2004               5.00          108.655          9.0644
 94003  12.50 %  2004               5.00          108.655          9.0644
 94003  12.50 %  2004               5.00          108.65           9.0663
 94003  12.50 %  2004               5.00          108.64           9.0701
 94003  12.50 %  2004               5.00          108.65           9.0663
 94003  12.50 %  2004              15.00          108.65           9.0663
 94003  12.50 %  2004               5.00          108.65           9.0663
 98004  11.10 %  2003               5.00          103.70           9.0040
 98004  11.10 %  2003               5.00          103.70           9.0040
 98004  11.10 %  2003               5.00          103.695          9.0068
 98004  11.10 %  2003               5.00          103.70           9.0040
 98004  11.10 %  2003               5.00          103.70           9.0040
 97011  11.15 %  2002               5.00          102.80           8.9144
 97011  11.15 %  2002              20.00          102.79           8.9221
 97011  11.15 %  2002               5.00          102.785          8.9260
 98031  11.47 %  2001               5.00          101.40           9.1223
 97009  10.85 %  2001              10.00          100.51           8.8628
          Contract Date : April 18, 2001
 00015  11.43 %  2015               5.00          104.55          10.7936
          Contract Date : April 17, 2001
 94003  12.50 %  2004               5.00          108.75           9.0347
          Contract Date : April 16, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
 Code                            (Face Value)     Per Rs.100   Indicative
 Loan  Nomenclature              Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 00010  10.95 %  2011               5.00          104.625         10.2025
 00010  10.95 %  2011              10.00          104.62          10.2033
 00010  10.95 %  2011              15.00          105.20          10.1132
 00010  10.95 %  2011               5.00          104.46          10.2282
 00010  10.95 %  2011              15.00          105.00          10.1442
 00010  10.95 %  2011               5.00          104.65          10.1986
 00010  10.95 %  2011               5.00          104.58          10.2095
 00010  10.95 %  2011               5.00          104.52          10.2188
 00010  10.95 %  2011               5.00          104.49          10.2235
 00010  10.95 %  2011               5.00          104.60          10.2064
 00010  10.95 %  2011               5.00          104.60          10.2064
 00010  10.95 %  2011               5.00          104.60          10.2064
 00010  10.95 %  2011               5.00          104.60          10.2064
 00010  10.95 %  2011               5.00          104.60          10.2064
 00010  10.95 %  2011               5.00          104.59          10.2079
 00010  10.95 %  2011              10.00          104.59          10.2079
 00010  10.95 %  2011               2.50          104.45          10.2298
 00010  10.95 %  2011               5.00          104.63          10.2017
 00010  10.95 %  2011               5.00          104.55          10.2142
 00010  10.95 %  2011               5.00          104.55          10.2142
 00010  10.95 %  2011               5.00          104.66          10.1970
 00014  11.30 %  2010               5.00          107.07          10.1023
 00014  11.30 %  2010               5.00          107.07          10.1023
 00014  11.30 %  2010               0.25          107.15          10.0894
 98015  12.25 %  2010               5.00          110.08          10.5083
 90010  11.50 %  2010              10.00          106.805         10.3273
 99006  11.99 %  2009              10.00          109.98          10.1333
 99006  11.99 %  2009               5.00          109.85          10.1560
 99006  11.99 %  2009               5.00          110.00          10.1298
 00016  11.40 %  2008               5.00          108.22           9.8025
 00016  11.40 %  2008               5.00          108.275          9.7924
 00016  11.40 %  2008               5.00          108.28           9.7915
 00016  11.40 %  2008               5.00          108.45           9.7603
 00016  11.40 %  2008               5.00          108.20           9.8062
 00016  11.40 %  2008              10.00          108.30           9.7878
 00016  11.40 %  2008               5.00          108.26           9.7952
 00016  11.40 %  2008               5.00          108.26           9.7952
 00016  11.40 %  2008               5.00          108.21           9.8044
 00016  11.40 %  2008               5.00          108.21           9.8044
 00016  11.40 %  2008               5.00          108.29           9.7897
 00016  11.40 %  2008               5.00          108.29           9.7897
 00016  11.40 %  2008               5.00          108.29           9.7897
 00016  11.40 %  2008               5.00          108.21           9.8044
 00016  11.40 %  2008               5.00          108.25           9.7970
 00016  11.40 %  2008               5.00          108.20           9.8062
 00016  11.40 %  2008               5.00          108.21           9.8044
 00016  11.40 %  2008               5.00          108.21           9.8044
 00016  11.40 %  2008               5.00          108.22           9.8025
 00016  11.40 %  2008               5.00          108.22           9.8025
 00016  11.40 %  2008               5.00          108.23           9.8007
 00016  11.40 %  2008               5.00          108.28           9.7915
 00016  11.40 %  2008               5.00          108.22           9.8025
 00016  11.40 %  2008               5.00          108.29           9.7897
 84002   9.50 %  2008               1.00           98.20           9.8630
 84002   9.50 %  2008               4.00           98.05           9.89403
 00015  11.43 %  2015               5.00          104.91          10.7454
 00015  11.43 %  2015               5.00          104.80          10.7600
 00015  11.43 %  2015               5.00          104.80          10.7600
 00015  11.43 %  2015               5.00          104.92          10.7440
 00015  11.43 %  2015               5.00          104.75          10.7667
 00015  11.43 %  2015               5.00          104.93          10.7427
 00015  11.43 %  2015               5.00          104.93          10.7427
 00015  11.43 %  2015               5.00          104.93          10.7427
 00015  11.43 %  2015               5.00          104.95          10.7400
 00015  11.43 %  2015               5.00          104.94          10.7413
 00015  11.43 %  2015               5.00          104.90          10.7467
 00015  11.43 %  2015               5.00          104.85          10.7534
 00015  11.43 %  2015               5.00          104.85          10.7534
 00015  11.43 %  2015              10.00          104.90          10.7467
 00015  11.43 %  2015               5.00          104.87          10.7507
 00015  11.43 %  2015               5.00          105.00          10.7333
 00015  11.43 %  2015              10.00          104.95          10.7400
 00015  11.43 %  2015              10.00          104.98          10.7360
 00015  11.43 %  2015               5.00          105.00          10.7333
 00015  11.43 %  2015               5.00          104.92          10.7440
 85007  11.50 %  2015               0.35          104.45          10.8725
 85007  11.50 %  2015               5.00          104.75          10.8319
 00009  10.79 %  2015               1.00          100.10          10.7732
 00009  10.79 %  2015               1.00          100.74          10.6844
 01001  10.47 %  2015               5.00           99.65          10.5143
 01001  10.47 %  2015               0.50           99.45          10.5421
 00012  11.03 %  2012               5.00          104.455         10.3454
 00012  11.03 %  2012               5.00          104.40          10.3536
 00012  11.03 %  2012               5.00          104.44          10.3476
 00012  11.03 %  2012               5.00          104.40          10.3536
 00012  11.03 %  2012               5.00          104.455         10.3454
