in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 23 July 2001
1
84002   9.50 %  2008               4.00          103.70           8.7458 
98009  11.90 %  2007              10.00          116.49           8.2824 
98009  11.90 %  2007               5.00          116.49           8.2824 
98009  11.90 %  2007               5.00          116.49           8.2824 
98009  11.90 %  2007               5.00          116.49           8.2824 
00013  11.00 %  2006               5.00          112.25           7.9888 
97010  11.19 %  2005               5.00          111.62           7.7920 
97010  11.19 %  2005               5.00          111.58           7.8029 
97010  11.19 %  2005              10.00          111.635          7.7879 
97010  11.19 %  2005              10.00          111.61           7.7947 
98022  11.98 %  2004               5.00          111.55           7.7464 
97007  12.59 %  2004               5.00          112.27           7.7871 
97007  12.59 %  2004               5.00          112.27           7.7871 
97007  12.59 %  2004               5.00          112.30           7.7762 
94003  12.50 %  2004               5.00          111.575          7.6196 
94003  12.50 %  2004              10.00          111.515          7.6431 
94003  12.50 %  2004              10.00          111.57           7.6216 
94003  12.50 %  2004               5.00          111.56           7.6255 
94003  12.50 %  2004               5.00          111.58           7.6177 
94003  12.50 %  2004              10.00          111.56           7.6255 
94003  12.50 %  2004              10.00          111.565          7.6235 
94003  12.50 %  2004              10.00          111.59           7.6137 
94003  12.50 %  2004               5.00          111.59           7.6137 
94003  12.50 %  2004              10.00          111.525          7.6392 
94003  12.50 %  2004               5.00          111.57           7.6216 
94003  12.50 %  2004               5.00          111.57           7.6216 
73001   5.75 %  2003               0.10324        93.50           9.7473 
Date : July 21, 2001          Contract 
00018  11.60 %  2020               5.00          112.17          10.1516 
00008  10.70 %  2020               5.00          105.60          10.0279 
00015  11.43 %  2015               5.00          111.395          9.9087 
00015  11.43 %  2015               5.00          111.395          9.9087 
00017  11.50 %  2011               5.00          114.08           9.3432 
00017  11.50 %  2011               5.00          114.08           9.3432 
00017  11.50 %  2011               5.00          114.11           9.3390 
98009  11.90 %  2007              10.00          116.65           8.2519 
94003  12.50 %  2004              10.00          111.51           7.6493 
94003  12.50 %  2004              10.00          111.51           7.6493 
Date : July 20, 2001          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
)     Per Rs.100   Indicative Code                            (Face Value
YTM % Loan  Nomenclature              Amount           Price *         
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
00012  11.03 %  2012               5.00          110.16           9.5190 
00012  11.03 %  2012               5.00          110.10           9.5273 
00017  11.50 %  2011               5.00          114.08           9.3429 
00017  11.50 %  2011               5.00          114.155          9.3324 
00017  11.50 %  2011              10.00          114.15           9.3331 
00017  11.50 %  2011               5.00          114.15           9.3331 
00017  11.50 %  2011              10.00          114.08           9.3429 
00017  11.50 %  2011               5.00          114.15           9.3331 
00017  11.50 %  2011               5.00          114.10           9.3401 
00017  11.50 %  2011               5.00          114.17           9.3303 
00017  11.50 %  2011               5.00          114.17           9.3303 
00017  11.50 %  2011               5.00          114.10           9.3401 
00017  11.50 %  2011               5.00          114.17           9.3303 
00017  11.50 %  2011               5.00          114.10           9.3401 
00017  11.50 %  2011              10.00          114.08           9.3429 
91012  11.50 %  2011               0.15          112.15           9.5870 
01007   9.39 %  2011               5.00          101.225          9.1979 
01007   9.39 %  2011               1.00          101.15           9.2094 
01007   9.39 %  2011               5.00          100.44           9.3196 
01007   9.39 %  2011               0.25          100.95           9.2404 
01007   9.39 %  2011               2.00          101.19           9.2033 
99005  12.32 %  2011               9.405         115.15           9.8324 
99005  12.32 %  2011              10.00          115.15           9.8324 
82013   8.75 %  2010               1.00           98.25           9.0277 
00014  11.30 %  2010              10.00          112.91           9.1649 
00014  11.30 %  2010              10.00          112.91           9.1649 
00014  11.30 %  2010              10.00          112.935          9.1611 
00014  11.30 %  2010               5.00          112.93           9.1618 
00014  11.30 %  2010               5.00          112.93           9.1618 
80003   7.50 %  2010               1.00           90.49           9.0887 
99006  11.99 %  2009               5.00          115.50           9.1393 
99006  11.99 %  2009               5.00          115.50           9.1393 
99006  11.99 %  2009               5.00          115.49           9.1410 
99006  11.99 %  2009              10.00          115.49           9.1410 
99006  11.99 %  2009               5.00          115.55           9.1310 
00016  11.40 %  2008               5.00          114.98           8.5420 
00016  11.40 %  2008               5.00          114.96           8.5455 
00016  11.40 %  2008               5.00          114.95           8.5472 
00016  11.40 %  2008               5.00          114.96           8.5455 
00016  11.40 %  2008               5.00          114.95           8.5472 
00016  11.40 %  2008              10.00          114.965          8.5446 
00016  11.40 %  2008              10.00          114.95           8.5472 
00016  11.40 %  2008               5.00          114.99           8.5402 
00016  11.40 %  2008              10.00          114.95           8.5472 
00016  11.40 %  2008               5.00          114.96           8.5455 
00016  11.40 %  2008               5.00          114.97           8.5437 
00016  11.40 %  2008               5.00          114.99           8.5402 
00016  11.40 %  2008               5.00          114.97           8.5437 
00016  11.40 %  2008               5.00          114.97           8.5437 
00016  11.40 %  2008              10.00          115.00           8.5385 
00016  11.40 %  2008               5.00          114.98           8.5420 
00016  11.40 %  2008               5.00          114.90           8.5559 
84002   9.50 %  2008               1.00          103.80           8.7260 
84002   9.50 %  2008               3.00          103.80           8.7260 
