in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 04 June 2001
1
 00016  11.40 %  2008              10.00          109.74           9.5036
 00016  11.40 %  2008               5.00          109.68           9.5145
 00016  11.40 %  2008              25.00          109.85           9.4835
 00016  11.40 %  2008              10.00          109.80           9.4927
 98007  12.00 %  2008               5.00          111.40           9.6957
 84002   9.50 %  2008               1.75           99.30           9.6383
 00013  11.00 %  2006              10.00          108.20           8.9722
 00013  11.00 %  2006               5.00          108.21           8.9698
 95012  14.00 %  2005(INSTA         0.085         115.40           9.5195
 97010  11.19 %  2005              10.00          108.00           8.8567
 97010  11.19 %  2005               5.00          107.98           8.8623
 94003  12.50 %  2004               5.00          109.10           8.7616
 94003  12.50 %  2004              15.00          109.10           8.7616
 94003  12.50 %  2004               5.00          109.045          8.7829
 94003  12.50 %  2004               5.00          109.07           8.7732
 94003  12.50 %  2004               5.00          109.14           8.7461
 94003  12.50 %  2004               5.00          109.15           8.7423
 94003  12.50 %  2004               5.00          109.05           8.7809
 94003  12.50 %  2004              10.00          109.08           8.7693
 94003  12.50 %  2004              25.00          109.06           8.7771
 98013  11.55 %  2001              15.00          100.25           8.2772
 98013  11.55 %  2001              10.00          100.25           8.2772
 98013  11.55 %  2001              20.00          100.25           8.2772
          Contract Date : June 02, 2001
 00018  11.60 %  2020               5.00          110.75          10.3094
 01001  10.47 %  2015              20.00          103.04          10.0523
 99020  11.83 %  2014              10.00          111.93          10.1800
 01005   9.81 %  2013              15.00          100.17           9.7855
 00012  11.03 %  2012               5.00          108.00           9.8281
 00017  11.50 %  2011               5.00          110.89           9.8126
 00017  11.50 %  2011               5.00          110.80           9.8256
 00014  11.30 %  2010               5.00          109.64           9.6840
 00014  11.30 %  2010               5.00          109.64           9.6840
 00016  11.40 %  2008               5.00          110.08           9.4422
 00016  11.40 %  2008               5.00          110.08           9.4422
 88008  11.50 %  2008               3.00          108.95           9.7036
 94003  12.50 %  2004              10.00          109.185          8.7319
          Contract Date : June 01, 2001
 90010  11.50 %  2010               1.00          109.10           9.9480
          Contract Date : May 31, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
 Code                            (Face Value)     Per Rs.100   Indicative
 Loan  Nomenclature              Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 00012  11.03 %  2012              10.00          107.50           9.8992
 00012  11.03 %  2012              10.00          107.60           9.8849
 00012  11.03 %  2012               5.00          107.55           9.8920
 00012  11.03 %  2012               5.00          107.60           9.8849
 00012  11.03 %  2012               5.00          107.55           9.8920
 84005  10.25 %  2012               5.00          101.41          10.0353
 84005  10.25 %  2012               1.00          101.35          10.0443
 00017  11.50 %  2011               5.00          110.57           9.8585
 00017  11.50 %  2011               5.00          110.70           9.8397
 00017  11.50 %  2011               5.00          110.70           9.8397
 00017  11.50 %  2011               5.00          110.60           9.8542
 00017  11.50 %  2011               5.00          110.60           9.8542
 00017  11.50 %  2011               5.00          110.60           9.8542
 00017  11.50 %  2011               5.00          110.65           9.8469
 00017  11.50 %  2011               5.00          110.68           9.8426
 00017  11.50 %  2011               5.00          110.55           9.8614
 00017  11.50 %  2011              10.00          110.63           9.8498
 00017  11.50 %  2011               5.00          110.62           9.8513
 00017  11.50 %  2011               5.00          110.65           9.8469
 00017  11.50 %  2011               5.00          110.70           9.8397
 00017  11.50 %  2011               5.00          110.60           9.8542
 00017  11.50 %  2011              20.00          110.55           9.8614
 00017  11.50 %  2011               5.00          110.70           9.8397
 00017  11.50 %  2011               5.00          110.62           9.8513
 00017  11.50 %  2011               5.00          110.65           9.8469
 00017  11.50 %  2011               5.00          110.65           9.8469
 00017  11.50 %  2011               5.00          110.65           9.8469
 00017  11.50 %  2011               5.00          110.60           9.8542
 00017  11.50 %  2011              10.00          110.55           9.8614
 00017  11.50 %  2011              10.00          110.60           9.8542
 91020  12.00 %  2011               0.50          111.86          10.1241
 81005   8.00 %  2011               1.4912         90.10           9.5667
 00014  11.30 %  2010               5.00          109.30           9.7372
 00014  11.30 %  2010              10.00          109.40           9.7214
 00014  11.30 %  2010               5.00          109.45           9.7136
 00014  11.30 %  2010               5.00          109.45           9.7136
 00014  11.30 %  2010               5.00          109.30           9.7372
 98015  12.25 %  2010               5.00          113.37           9.9743
 90010  11.50 %  2010              10.60          108.85           9.9880
 90010  11.50 %  2010              10.00          108.85           9.9880
 90010  11.50 %  2010              25.00          109.25           9.9237
 90010  11.50 %  2010              10.915         109.25           9.9237
 89009  11.50 %  2009              25.00          109.35           9.7792
 89009  11.50 %  2009              10.00          109.35           9.7792
 00016  11.40 %  2008               5.00          109.70           9.5109
 00016  11.40 %  2008              10.00          109.80           9.4927
 00016  11.40 %  2008               5.00          109.70           9.5109
 00016  11.40 %  2008               5.00          109.75           9.5018
 00016  11.40 %  2008               5.00          109.83           9.4872
 00016  11.40 %  2008               5.00          109.85           9.4835
 00016  11.40 %  2008              20.00          109.75           9.5018
 00016  11.40 %  2008              20.00          109.75           9.5018
 00016  11.40 %  2008              20.00          109.75           9.5018
 00016  11.40 %  2008              20.00          109.75           9.5018
 00016  11.40 %  2008              15.00          109.75           9.50183
 91010  10.75 %  2001               5.00          100.36           8.4150
 98013  11.55 %  2001               5.00          100.22           8.4453
          Contract Date : June 04, 2001
 01006  10.25 %  2021               5.00          100.70          10.1673
 01006  10.25 %  2021               5.00          100.55          10.1849
 01006  10.25 %  2021               5.00          100.71          10.1661
 01006  10.25 %  2021              25.00          100.79          10.1568
 01006  10.25 %  2021               0.50          101.20          10.1089
 01006  10.25 %  2021              40.00          100.75          10.1614
 00018  11.60 %  2020               5.00          110.53          10.3338
 00018  11.60 %  2020               5.00          110.25          10.3648
 00018  11.60 %  2020               5.00          110.25          10.3648
 00018  11.60 %  2020               5.00          110.20          10.3704
 00018  11.60 %  2020              10.00          110.20          10.3704
 00018  11.60 %  2020               5.00          110.20          10.3704
 00018  11.60 %  2020               5.00          110.20          10.3704
 00018  11.60 %  2020              25.00          110.15          10.3759
 00018  11.60 %  2020              10.00          110.40          10.3482
 00018  11.60 %  2020               5.00          110.30          10.3593
 00018  11.60 %  2020               5.00          110.32          10.3570
 00018  11.60 %  2020               5.00          110.30          10.3593
 00018  11.60 %  2020              15.00          110.15          10.3759
 00018  11.60 %  2020              15.00          110.20          10.3704
 00018  11.60 %  2020              10.00          110.25          10.3648
 00018  11.60 %  2020              35.00          110.30          10.3593
 00018  11.60 %  2020              50.00          110.35          10.3537
 00018  11.60 %  2020              25.00          110.15          10.3759
 00018  11.60 %  2020              10.00          110.00          10.3927
 00018  11.60 %  2020               5.00          110.61          10.3249
 00018  11.60 %  2020               5.00          110.22          10.3682
 00018  11.60 %  2020               5.00          110.45          10.3426
 00008  10.70 %  2020               5.00          103.10          10.3210
 00008  10.70 %  2020               1.00          103.20          10.3092
 00015  11.43 %  2015               5.00          109.63          10.1313
 00015  11.43 %  2015              10.00          109.73          10.1187
 00015  11.43 %  2015              10.00          109.52          10.1451
 01001  10.47 %  2015               5.00          102.82          10.0816
 01001  10.47 %  2015               5.00          102.92          10.0683
 01001  10.47 %  2015              10.00          102.90          10.0709
 01001  10.47 %  2015               5.00          102.89          10.0723
 01001  10.47 %  2015              10.00          102.90          10.0709
 01001  10.47 %  2015               5.00          102.89          10.0723
 01001  10.47 %  2015               5.00          102.85          10.0776
 01001  10.47 %  2015              10.00          103.00          10.0576
 83004  10.00 %  2014               5.00          100.25           9.9651
 83004  10.00 %  2014               5.00          100.25           9.9651
 01005   9.81 %  2013              25.00          100.09           9.7969
 01005   9.81 %  2013               5.00          100.23           9.7768
 01005   9.81 %  2013               5.00          100.18           9.7840
 01005   9.81 %  2013               5.00          100.05           9.8026
 01005   9.81 %  2013               5.00          100.05           9.8026
 01005   9.81 %  2013              71.55          100.30           9.7668
 00012  11.03 %  2012              10.00          107.50           9.8992
 00012  11.03 %  2012              10.00          107.50           9.8992
 00012  11.03 %  2012              10.00          107.50           9.89924
 00013  11.00 %  2006              20.00          107.98           9.0223
 00013  11.00 %  2006               5.00          107.98           9.0223
 00013  11.00 %  2006               5.00          107.90           9.0411
 00013  11.00 %  2006               5.00          108.00           9.0176
 00013  11.00 %  2006               5.00          108.00           9.0176
 00013  11.00 %  2006              10.00          107.96           9.0270
 00013  11.00 %  2006              20.00          107.80           9.0647
 99008  11.68 %  2006              10.00          110.00           9.0783
 99008  11.68 %  2006              10.00          110.00           9.0783
 99008  11.68 %  2006               5.00          110.20           9.0295
 99008  11.68 %  2006               5.00          110.00           9.0783
 99008  11.68 %  2006               5.00          110.40           8.9809
 99008  11.68 %  2006               5.00          110.02           9.0734
 97010  11.19 %  2005               5.00          107.70           8.9376
 97010  11.19 %  2005              10.00          107.85           8.8959
 97010  11.19 %  2005              10.00          107.88           8.8876
 97010  11.19 %  2005               5.00          107.90           8.8821
 97010  11.19 %  2005               5.00          107.82           8.9043
 00007   9.90 %  2005               5.00          103.05           8.9470
 00007   9.90 %  2005              10.00          103.02           8.9561
 00007   9.90 %  2005              10.00          103.05           8.9470
 00007   9.90 %  2005              20.00          103.05           8.9470
 98022  11.98 %  2004               5.00          108.49           8.9111
 98022  11.98 %  2004               5.00          108.50           8.9077
 98017  11.95 %  2004              10.00          108.05           8.9423
 97007  12.59 %  2004              10.00          109.34           9.0047
 94003  12.50 %  2004              15.00          108.98           8.8018
 94003  12.50 %  2004               5.00          108.99           8.7979
 94003  12.50 %  2004               5.00          108.975          8.8037
 94003  12.50 %  2004               5.00          109.00           8.7940
 94003  12.50 %  2004               5.00          109.00           8.7940
 94003  12.50 %  2004               5.00          109.00           8.7940
 94003  12.50 %  2004               5.00          108.98           8.8018
 94003  12.50 %  2004               5.00          108.99           8.7979
 94003  12.50 %  2004               5.00          109.03           8.7824
 94003  12.50 %  2004               5.00          108.99           8.7979
 94003  12.50 %  2004              10.00          108.975          8.8037
 94003  12.50 %  2004               5.00          109.00           8.7940
 94003  12.50 %  2004               5.00          108.985          8.7998
 94003  12.50 %  2004              10.00          108.98           8.8018
 94003  12.50 %  2004              10.00          109.00           8.7940
 94003  12.50 %  2004               5.00          108.97           8.8057
 94003  12.50 %  2004              10.00          109.03           8.7824
 94003  12.50 %  2004               5.00          109.03           8.7824
 94003  12.50 %  2004               5.00          108.97           8.8057
 93009  13.31 %  2001              25.00          102.10           8.4583
 94009  11.75 %  2001              25.00          100.705          8.3850
 94009  11.75 %  2001              25.00          100.705          8.3850
 94009  11.75 %  2001              25.00          100.705          8.3850
 94009  11.75 %  2001              25.00          100.705          8.3850
 94009  11.75 %  2001              25.00          100.705          8.3850
 94009  11.75 %  2001              20.00          100.705          8.3850
 94009  11.75 %  2001              25.00          100.705          8.3850
 94009  11.75 %  2001              25.00          100.70           8.4073
 94009  11.75 %  2001              25.00          100.71           8.36275
 00016  11.40 %  2008               5.00          109.45           9.5557
 00016  11.40 %  2008               5.00          109.47           9.5520
 00016  11.40 %  2008               5.00          109.48           9.5502
 00016  11.40 %  2008               5.00          109.48           9.5502
 00016  11.40 %  2008               5.00          109.50           9.5465
 00016  11.40 %  2008              25.00          109.835          9.4853
 00016  11.40 %  2008               5.00          109.53           9.5410
 00016  11.40 %  2008               5.00          109.58           9.5319
 00016  11.40 %  2008               5.00          109.60           9.5282
 00016  11.40 %  2008               5.00          109.60           9.5282
 00016  11.40 %  2008               5.00          109.44           9.5575
 00016  11.40 %  2008              10.00          109.50           9.5465
 00016  11.40 %  2008              10.00          109.43           9.5593
 00016  11.40 %  2008               5.00          109.51           9.5447
 00016  11.40 %  2008               5.00          109.60           9.5282
 00016  11.40 %  2008               5.00          109.46           9.5538
 00016  11.40 %  2008               5.00          109.65           9.5191
 00016  11.40 %  2008               5.00          109.65           9.5191
 00016  11.40 %  2008               5.00          109.55           9.5374
 00016  11.40 %  2008               5.00          109.65           9.5191
 00016  11.40 %  2008               5.00          109.55           9.5374
 00016  11.40 %  2008               5.00          109.60           9.5282
 00016  11.40 %  2008               5.00          109.55           9.5374
 00016  11.40 %  2008               5.00          109.55           9.5374
 00016  11.40 %  2008               5.00          109.57           9.5337
 00016  11.40 %  2008               5.00          109.55           9.5374
 00016  11.40 %  2008               5.00          109.65           9.5191
 00016  11.40 %  2008               5.00          109.50           9.5465
 00016  11.40 %  2008               5.00          109.50           9.5465
 00016  11.40 %  2008               5.00          109.50           9.5465
 00016  11.40 %  2008               5.00          109.60           9.5282
 00016  11.40 %  2008               5.00          109.55           9.5374
 00016  11.40 %  2008               5.00          109.55           9.5374
 00016  11.40 %  2008               5.00          109.50           9.5465
 00016  11.40 %  2008              15.00          109.50           9.5465
 00016  11.40 %  2008               5.00          109.51           9.5447
 00016  11.40 %  2008               5.00          109.48           9.5502
 00016  11.40 %  2008               5.00          109.55           9.5374
 00016  11.40 %  2008               5.00          109.78           9.4953
 00016  11.40 %  2008               5.00          109.45           9.5557
 98009  11.90 %  2007              10.00          111.60           9.3257
 98009  11.90 %  2007               5.00          111.60           9.3257
 98009  11.90 %  2007               5.00          111.75           9.2947
 98009  11.90 %  2007               5.00          111.70           9.3050
 98009  11.90 %  2007              10.00          111.75           9.2947
 98009  11.90 %  2007               5.00          111.78           9.2885
 98009  11.90 %  2007              10.00          111.85           9.2741
 98009  11.90 %  2007               5.00          111.60           9.3257
 98009  11.90 %  2007               5.00          111.85           9.2741
 98009  11.90 %  2007              10.00          111.80           9.2844
