in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 17 July 2001
1
 00016  11.40 %  2008              20.00          114.50           8.6290
 00016  11.40 %  2008              10.00          114.30           8.6640
 00016  11.40 %  2008               5.00          114.15           8.6903
 00016  11.40 %  2008               5.00          114.50           8.6290
 00016  11.40 %  2008              10.00          114.58           8.6150
 98009  11.90 %  2007              10.00          115.95           8.3961
 98009  11.90 %  2007              25.00          115.90           8.4061
 98005  11.75 %  2006               5.00          114.055          8.1176
 99008  11.68 %  2006               5.00          113.89           8.0828
 99008  11.68 %  2006              10.00          113.90           8.0804
 99008  11.68 %  2006               5.00          113.87           8.0875
 99008  11.68 %  2006               5.00          113.87           8.0875
 99008  11.68 %  2006              10.00          113.76           8.1137
 99008  11.68 %  2006               5.00          113.89           8.0828
 99008  11.68 %  2006               5.00          113.90           8.0804
 99008  11.68 %  2006               5.00          113.88           8.0852
 99008  11.68 %  2006               5.00          113.90           8.0804
 99008  11.68 %  2006               5.00          113.92           8.0757
 99008  11.68 %  2006               5.00          113.86           8.0899
 97010  11.19 %  2005               5.00          111.20           7.9151
 97010  11.19 %  2005               5.00          111.35           7.8742
 97010  11.19 %  2005               5.00          111.25           7.9014
 97010  11.19 %  2005               5.00          111.25           7.9014
 97010  11.19 %  2005               5.00          111.20           7.9151
 00011  10.20 %  2005               5.00          107.75           7.8966
 00011  10.20 %  2005               5.00          107.75           7.8966
 00011  10.20 %  2005               5.00          107.79           7.8853
 00007   9.90 %  2005              10.00          106.45           7.8802
 00007   9.90 %  2005               5.00          106.45           7.8802
 98008  11.50 %  2004               5.00          109.13           7.8126
 94003  12.50 %  2004              10.00          111.36           7.7244
 94003  12.50 %  2004               5.00          111.27           7.7596
 94003  12.50 %  2004               5.00          111.27           7.7596
 94003  12.50 %  2004               5.00          111.26           7.7636
 94003  12.50 %  2004               5.00          111.36           7.7244
 94003  12.50 %  2004               5.00          111.36           7.7244
 98004  11.10 %  2003              10.00          105.48           7.6331
 98004  11.10 %  2003              10.00          105.48           7.6331
 97011  11.15 %  2002               5.00          103.87           7.4811
          Contract Date : July 16, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
 Code                            (Face Value)     Per Rs.100   Indicative
 Loan  Nomenclature              Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 00017  11.50 %  2011               5.00          113.46           9.4314
 00017  11.50 %  2011               5.00          113.30           9.4539
 00017  11.50 %  2011               5.00          113.30           9.4539
 00017  11.50 %  2011               5.00          113.51           9.4244
 00017  11.50 %  2011               5.00          113.27           9.4582
 00017  11.50 %  2011               5.00          113.46           9.4314
 00017  11.50 %  2011               5.00          113.42           9.4371
 00017  11.50 %  2011               5.00          113.48           9.4286
 00017  11.50 %  2011               5.00          113.49           9.4272
 00017  11.50 %  2011               5.00          113.25           9.4610
 00017  11.50 %  2011               0.50          113.10           9.4821
 00017  11.50 %  2011               5.00          113.50           9.4258
 00017  11.50 %  2011               5.00          113.50           9.4258
 00017  11.50 %  2011              10.00          113.50           9.4258
 00017  11.50 %  2011               5.00          113.49           9.4272
 00017  11.50 %  2011               5.00          113.43           9.4357
 00017  11.50 %  2011               5.00          113.45           9.4329
 00017  11.50 %  2011               5.00          113.455          9.4321
 00017  11.50 %  2011               5.00          113.49           9.4272
 00017  11.50 %  2011               5.00          113.40           9.4399
 00017  11.50 %  2011              10.00          113.40           9.4399
 00017  11.50 %  2011              10.00          113.40           9.4399
 00017  11.50 %  2011               5.00          113.455          9.4321
 00017  11.50 %  2011               5.00          113.26           9.4596
 00017  11.50 %  2011               5.00          113.445          9.4336
 00017  11.50 %  2011               5.00          113.45           9.4329
 00017  11.50 %  2011               5.00          113.45           9.4329
 01007   9.39 %  2011              10.00          100.75           9.2719
 01007   9.39 %  2011               5.00          100.16           9.3638
 01007   9.39 %  2011               3.00          100.90           9.2486
 01007   9.39 %  2011               0.50          100.70           9.2796
 01007   9.39 %  2011              10.00          100.85           9.2564
 00010  10.95 %  2011               5.00          109.80           9.4011
 99005  12.32 %  2011               5.00          115.00           9.8562
 00014  11.30 %  2010               5.00          112.18           9.2780
 00014  11.30 %  2010               5.00          112.35           9.2519
 00014  11.30 %  2010              10.00          112.30           9.2596
 00014  11.30 %  2010              10.00          112.30           9.2596
 00014  11.30 %  2010               5.00          112.255          9.2665
 00014  11.30 %  2010               5.00          112.27           9.2642
 00014  11.30 %  2010               5.00          112.27           9.2642
 00014  11.30 %  2010               5.00          112.28           9.2626
 00014  11.30 %  2010              10.00          112.45           9.2366
 99004  12.29 %  2010              10.00          114.80           9.6993
 99004  12.29 %  2010              10.00          114.70           9.7153
 99004  12.29 %  2010              15.00          114.80           9.6993
 99004  12.29 %  2010              10.00          114.80           9.6993
 00016  11.40 %  2008               5.00          114.25           8.6727
 00016  11.40 %  2008              10.00          114.22           8.6780
 00016  11.40 %  2008               5.00          114.35           8.6552
 00016  11.40 %  2008               5.00          114.47           8.6343
 00016  11.40 %  2008               5.00          114.20           8.6815
 00016  11.40 %  2008               5.00          114.24           8.6745
 00016  11.40 %  2008               5.00          114.32           8.6605
 00016  11.40 %  2008               5.00          114.31           8.66223
 97011  11.15 %  2002               5.00          103.75           7.5831
 97011  11.15 %  2002               5.00          103.74           7.5923
 97011  11.15 %  2002              10.00          103.79           7.5464
