in Government Dated Securities and Treasury Bills
Mumbai on 08 May 2001
1
 00016  11.40 %  2008              10.00          108.75           9.6974
 98007  12.00 %  2008               0.484         109.50          10.0739
 98009  11.90 %  2007               5.00          110.655          9.5419
 99008  11.68 %  2006              10.00          109.38           9.2631
 99008  11.68 %  2006               5.00          109.38           9.2631
 97010  11.19 %  2005               5.00          107.14           9.1245
 97010  11.19 %  2005              25.00          107.14           9.1245
 97010  11.19 %  2005               5.00          107.13           9.1272
 00007   9.90 %  2005               5.00          102.36           9.1742
 98022  11.98 %  2004              10.00          107.95           9.1547
 94003  12.50 %  2004              10.00          108.74           8.9823
 94003  12.50 %  2004              10.00          108.72           8.9899
 94003  12.50 %  2004              25.00          108.72           8.9899
 94003  12.50 %  2004              20.00          108.72           8.9899
 94003  12.50 %  2004              35.00          108.72           8.9899
 94003  12.50 %  2004              15.00          108.72           8.9899
 94003  12.50 %  2004              10.00          108.72           8.9899
 94003  12.50 %  2004              15.00          108.72           8.9899
 94003  12.50 %  2004              20.00          108.72           8.9899
 94003  12.50 %  2004               5.00          108.72           8.9899
 94003  12.50 %  2004              10.00          108.745          8.9804
 94003  12.50 %  2004              10.00          108.75           8.9785
 94003  12.50 %  2004               5.00          108.75           8.9785
          Contract Date : May 05, 2001
 01004  10.45 %  2018               5.00          100.34          10.4066
 00015  11.43 %  2015               5.00          108.04          10.3351
 00015  11.43 %  2015               5.00          108.02          10.3377
 00012  11.03 %  2012               5.00          106.00          10.1178
 00017  11.50 %  2011               5.00          109.13          10.0733
 00017  11.50 %  2011               5.00          109.11          10.0762
 00014  11.30 %  2010               5.00          108.00           9.9498
 00016  11.40 %  2008               5.00          108.75           9.6978
 00016  11.40 %  2008              10.00          108.77           9.6942
 00016  11.40 %  2008               5.00          108.75           9.6978
 00013  11.00 %  2006               5.00          107.11           9.2480
 00013  11.00 %  2006               5.00          107.11           9.2480
 99008  11.68 %  2006              20.00          109.34           9.2740
          Contract Date : May 04, 2001
 85007  11.50 %  2015               1.00          106.85          10.5523
          Contract Date : May 03, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal                                 (in 
)     Per Rs.100   Indicative Code                            (Face Value
Loan  Nomenclature              Amount           Price *        YTM % 
---------------------------------------------------------------------------
at RBI, 
Subsidiary General Ledger Account Transactions2
 85007  11.50 %  2015               1.00          106.90          10.5457
 85007  11.50 %  2015               1.00          106.75          10.5655
 01001  10.47 %  2015               5.00          101.07          10.3182
 84010  10.50 %  2014               0.50          100.87          10.3781
 98021  12.40 %  2013               5.00          112.13          10.6056
 98021  12.40 %  2013               5.00          112.15          10.6029
 00012  11.03 %  2012              15.00          105.90          10.1322
 00012  11.03 %  2012               5.00          105.91          10.1307
 00012  11.03 %  2012               5.00          105.88          10.1351
 84005  10.25 %  2012               1.00          100.10          10.2323
 00017  11.50 %  2011               5.00          109.00          10.0923
 00017  11.50 %  2011               5.00          109.00          10.0923
 00017  11.50 %  2011               5.00          109.00          10.0923
 00017  11.50 %  2011               5.00          109.00          10.0923
 00017  11.50 %  2011               5.00          109.00          10.0923
 00017  11.50 %  2011               5.00          109.05          10.0849
 00017  11.50 %  2011               5.00          109.00          10.0923
 00017  11.50 %  2011               5.00          109.05          10.0849
 00017  11.50 %  2011              25.00          109.08          10.0805
 00017  11.50 %  2011               5.00          109.05          10.0849
 00017  11.50 %  2011               5.00          109.055         10.0842
 00017  11.50 %  2011               5.00          109.04          10.0864
 00017  11.50 %  2011               5.00          109.05          10.0849
 00017  11.50 %  2011               5.00          109.115         10.0754
 00017  11.50 %  2011               5.00          109.00          10.0923
 00017  11.50 %  2011               5.00          109.01          10.0908
 00017  11.50 %  2011               5.00          109.04          10.0864
 00017  11.50 %  2011               5.00          109.045         10.0857
 00017  11.50 %  2011               5.00          109.10          10.0776
 00017  11.50 %  2011              10.00          109.11          10.0761
 00017  11.50 %  2011               5.00          109.13          10.0732
 00017  11.50 %  2011               5.00          109.13          10.0732
 00017  11.50 %  2011              10.00          109.05          10.0849
 00010  10.95 %  2011              10.00          105.40          10.0813
 00010  10.95 %  2011              10.00          105.39          10.0829
 00010  10.95 %  2011               5.00          105.26          10.1030
 99005  12.32 %  2011              10.00          111.30          10.4371
 98015  12.25 %  2010               0.40          111.00          10.3562
 98015  12.25 %  2010               5.00          110.85          10.3801
 98015  12.25 %  2010               5.00          110.85          10.3801
 98015  12.25 %  2010               5.00          110.85          10.3801
 90010  11.50 %  2010               1.00          107.05          10.2846
 99004  12.29 %  2010              10.00          110.96          10.3468
 99004  12.29 %  2010              20.00          110.88          10.3600
 99004  12.29 %  2010               5.00          110.90          10.3567
 99004  12.29 %  2010              10.00          110.90          10.3567
 99004  12.29 %  2010              10.00          110.92          10.3534
 99004  12.29 %  2010              10.00          110.92          10.3534
