in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 13 August 2001
1
 01005   9.81 %  2013               5.00          102.40           9.4643
 01005   9.81 %  2013               5.00          102.40           9.4643
 01005   9.81 %  2013              10.00          102.33           9.4741
 01005   9.81 %  2013               5.00          102.20           9.4923
 01005   9.81 %  2013               5.00          102.35           9.4713
 01005   9.81 %  2013              10.00          102.40           9.4643
 00012  11.03 %  2012               5.00          110.60           9.4523
 00012  11.03 %  2012              10.00          110.62           9.4495
 00012  11.03 %  2012              10.00          110.63           9.4482
 00012  11.03 %  2012               5.00          110.63           9.4482
 00012  11.03 %  2012               5.00          110.62           9.4495
 00017  11.50 %  2011               5.00          114.60           9.2638
 00017  11.50 %  2011               5.00          114.55           9.2707
 00017  11.50 %  2011              10.00          114.65           9.2568
 00017  11.50 %  2011               5.00          114.43           9.2874
 00017  11.50 %  2011               5.00          114.58           9.2665
 98015  12.25 %  2010               5.00          115.58           9.6018
 97010  11.19 %  2005              10.00          112.02           7.6491
 97010  11.19 %  2005               5.00          112.02           7.6491
 97010  11.19 %  2005               5.00          112.00           7.6546
 97010  11.19 %  2005               5.00          112.02           7.6491
 97010  11.19 %  2005               5.00          111.88           7.6875
 97010  11.19 %  2005              10.00          111.89           7.6848
 97010  11.19 %  2005               5.00          112.00           7.6546
 97010  11.19 %  2005               5.00          112.02           7.6491
 97010  11.19 %  2005               5.00          111.96           7.6656
 97010  11.19 %  2005               5.00          111.95           7.6683
 97011  11.15 %  2002               5.00          103.935          7.2114
          Contract Date : August 10, 2001
 97010  11.19 %  2005               5.00          111.76           7.7223
 97010  11.19 %  2005              10.00          111.77           7.7195
 97010  11.19 %  2005               5.00          111.79           7.7140
 97010  11.19 %  2005              10.00          111.84           7.7003
 97010  11.19 %  2005               5.00          111.75           7.7250
 97010  11.19 %  2005               5.00          111.74           7.7278
 97010  11.19 %  2005              25.00          111.75           7.7250
 97010  11.19 %  2005               9.491         111.70           7.7388
 97010  11.19 %  2005              25.00          111.85           7.6976
 95006  14.00 %  2005              22.2775        118.60           8.2305
          Contract Date : August 09, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
 Code                            (Face Value)     Per Rs.100   Indicative
 Loan  Nomenclature              Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 00016  11.40 %  2008              10.00          115.45           8.4465
 00016  11.40 %  2008               5.00          115.45           8.4465
 00016  11.40 %  2008               5.00          115.44           8.4482
 00016  11.40 %  2008               5.00          115.42           8.4517
 00016  11.40 %  2008               5.00          115.43           8.4500
 00016  11.40 %  2008              25.00          115.45           8.4465
 00016  11.40 %  2008               5.00          115.46           8.4447
 88008  11.50 %  2008               5.00          114.22           8.6768
 88008  11.50 %  2008               5.00          114.22           8.6768
 98009  11.90 %  2007               5.00          117.07           8.1414
 98009  11.90 %  2007               5.00          117.05           8.1454
 98009  11.90 %  2007               5.00          117.06           8.1434
 98009  11.90 %  2007               5.00          116.97           8.1613
 98009  11.90 %  2007              10.00          117.00           8.1553
 98009  11.90 %  2007              25.00          117.00           8.1553
 98009  11.90 %  2007               5.00          117.01           8.1533
 00013  11.00 %  2006               5.00          112.86           7.8224
 00013  11.00 %  2006               5.00          112.87           7.8201
 00013  11.00 %  2006               5.00          112.88           7.8178
 00013  11.00 %  2006               5.00          112.88           7.8178
 00013  11.00 %  2006               5.00          112.92           7.8087
 98005  11.75 %  2006              10.00          115.03           7.8447
 99008  11.68 %  2006               5.00          114.94           7.7917
 99008  11.68 %  2006               5.00          114.96           7.7870
 99008  11.68 %  2006               5.00          114.97           7.7846
 99008  11.68 %  2006               5.00          114.97           7.7846
 99008  11.68 %  2006               5.00          114.95           7.7893
 99008  11.68 %  2006               5.00          114.95           7.7893
 99008  11.68 %  2006               5.00          114.90           7.8012
 99008  11.68 %  2006               5.00          114.90           7.8012
 99008  11.68 %  2006               5.00          114.98           7.7822
 95012  14.00 %  2005(INSTA        25.00          119.87           8.1732
 97010  11.19 %  2005               5.00          112.08           7.6308
 97010  11.19 %  2005               5.00          112.05           7.6391
 97010  11.19 %  2005               5.00          112.08           7.6308
 97010  11.19 %  2005              25.00          112.12           7.6198
 97010  11.19 %  2005               5.00          112.11           7.6226
 00011  10.20 %  2005               5.00          108.54           7.6340
 00007   9.90 %  2005               5.00          107.14           7.6398
 00007   9.90 %  2005               5.00          107.145          7.6383
 00007   9.90 %  2005               5.00          107.16           7.6338
 94003  12.50 %  2004               5.00          111.96           7.3814
 96018  13.55 %  2001               1.66          101.85           6.9945
 94009  11.75 %  2001              20.00          100.14           7.8599
 94009  11.75 %  2001              15.00          100.14           7.8599
          Contract Date : August 11, 2001
 01006  10.25 %  2021              10.00          102.35           9.9723
 01008  10.03 %  2019               5.00          101.06           9.9026
 01001  10.47 %  2015              15.00          105.30           9.7554
 01001  10.47 %  2015               5.00          105.20           9.7684
 01001  10.47 %  2015              10.00          105.30           9.7554
 01001  10.47 %  2015              10.00          105.30           9.7554
 01001  10.47 %  2015               5.00          105.30           9.7554
 01001  10.47 %  2015               5.00          105.31           9.7541
 99020  11.83 %  2014               5.00          114.55           9.83723
 00017  11.50 %  2011               5.00          114.75           9.2426
 00017  11.50 %  2011               5.00          114.76           9.2412
 00017  11.50 %  2011               5.00          114.76           9.2412
 00017  11.50 %  2011               5.00          114.76           9.2412
 00017  11.50 %  2011               5.00          114.76           9.2412
 00017  11.50 %  2011               5.00          114.76           9.2412
 00017  11.50 %  2011               5.00          114.75           9.2426
 00017  11.50 %  2011               5.00          114.75           9.2426
 00017  11.50 %  2011              10.00          114.76           9.2412
 00017  11.50 %  2011               5.00          114.75           9.2426
 00017  11.50 %  2011               5.00          114.77           9.2398
 00017  11.50 %  2011               5.00          114.76           9.2412
 00017  11.50 %  2011               5.00          114.77           9.2398
 00017  11.50 %  2011               5.00          114.745          9.2433
 00017  11.50 %  2011               5.00          114.72           9.2467
 00017  11.50 %  2011               5.00          114.75           9.2426
 00017  11.50 %  2011               5.00          114.75           9.2426
 00017  11.50 %  2011               5.00          114.68           9.2523
 00017  11.50 %  2011              15.00          114.74           9.2439
 00017  11.50 %  2011               5.00          114.71           9.2481
 00017  11.50 %  2011               5.00          114.74           9.2439
 01007   9.39 %  2011               5.00          101.07           9.2200
 01007   9.39 %  2011               5.00          100.985          9.2332
 01007   9.39 %  2011               1.00          101.19           9.2014
 01007   9.39 %  2011               5.00          101.02           9.2278
 01007   9.39 %  2011              10.00          101.08           9.2184
 01007   9.39 %  2011              25.00          101.05           9.2231
 01007   9.39 %  2011               5.00          101.04           9.2247
 01007   9.39 %  2011              10.00          101.08           9.2184
 01007   9.39 %  2011              15.00          101.05           9.2231
 01007   9.39 %  2011               0.50          101.05           9.2231
 01007   9.39 %  2011               5.00          101.08           9.2184
 01007   9.39 %  2011              10.00          101.04           9.2247
 01007   9.39 %  2011               5.00          100.95           9.2386
 01007   9.39 %  2011               5.00          101.01           9.2293
 00010  10.95 %  2011               5.00          110.65           9.2683
 00010  10.95 %  2011               5.00          110.65           9.2683
 00010  10.95 %  2011               5.00          110.68           9.2639
 99005  12.32 %  2011              10.00          116.15           9.6754
 99005  12.32 %  2011               5.00          116.10           9.6828
 00014  11.30 %  2010              10.00          113.34           9.0908
 00014  11.30 %  2010               5.00          113.38           9.0847
 00014  11.30 %  2010              10.00          113.36           9.0878
 00014  11.30 %  2010               5.00          113.35           9.0893
 00014  11.30 %  2010               5.00          113.33           9.0923
 99004  12.29 %  2010              10.00          115.85           9.5198
 99006  11.99 %  2009              10.00          116.09           9.0284
 99006  11.99 %  2009               5.00          116.10           9.0267
 99006  11.99 %  2009               5.00          116.08           9.0301
 98023  12.25 %  2008               2.00          116.82           8.9830
 00016  11.40 %  2008               5.00          115.445          8.4473
 00016  11.40 %  2008               5.00          115.45           8.4465
 00016  11.40 %  2008               5.00          115.45           8.4465
