in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 25 May 2001
1
 97010  11.19 %  2005               5.00          107.46           9.0154
 97010  11.19 %  2005               5.00          107.46           9.0154
 97010  11.19 %  2005               5.00          107.47           9.0126
 00011  10.20 %  2005              10.00          103.92           9.0360
 00011  10.20 %  2005               5.00          103.92           9.0360
 00011  10.20 %  2005               5.00          103.91           9.0388
 95006  14.00 %  2005               0.096         114.75           9.5129
 00007   9.90 %  2005              15.00          102.84           9.0173
 00007   9.90 %  2005              25.00          102.84           9.0173
 94003  12.50 %  2004              25.00          108.82           8.8945
 94003  12.50 %  2004              10.00          108.83           8.8907
 94003  12.50 %  2004              20.00          108.84           8.8868
 94003  12.50 %  2004               5.00          108.83           8.8907
 94003  12.50 %  2004              10.00          108.83           8.8907
 94003  12.50 %  2004               5.00          108.82           8.8945
 94003  12.50 %  2004              10.00          108.835          8.8887
 94003  12.50 %  2004               5.00          108.83           8.8907
 94003  12.50 %  2004               5.00          108.83           8.8907
 94003  12.50 %  2004               5.00          108.83           8.8907
 94003  12.50 %  2004               5.00          108.83           8.8907
 94003  12.50 %  2004              10.00          108.835          8.8887
 96016  13.82 %  2002              15.00          106.15           8.7456
 97011  11.15 %  2002              10.00          102.905          8.6595
 97011  11.15 %  2002               5.00          102.90           8.6636
 97011  11.15 %  2002              10.00          102.905          8.6595
 97011  11.15 %  2002              10.00          102.90           8.6636
 97011  11.15 %  2002               5.00          102.89           8.6719
 97004  12.69 %  2002               5.00          103.63           8.6620
 97004  12.69 %  2002               5.00          103.63           8.6620
          Contract Date : May 24, 2001
 00018  11.60 %  2020               1.00          108.45          10.5673
 01003  10.71 %  2016               5.00          103.48          10.2469
 00017  11.50 %  2011               5.00          109.89           9.9601
 00017  11.50 %  2011               5.00          109.85           9.9659
 00017  11.50 %  2011              10.00          109.85           9.9659
 00010  10.95 %  2011              10.00          106.64           9.8898
 99004  12.29 %  2010              15.00          111.50          10.2519
 00011  10.20 %  2005               5.00          103.85           9.0567
          Contract Date : May 23, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
 Code                            (Face Value)     Per Rs.100   Indicative
 Loan  Nomenclature              Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 00016  11.40 %  2008               5.00          109.60           9.5330
 00016  11.40 %  2008              10.00          109.60           9.5330
 00016  11.40 %  2008               5.00          109.60           9.5330
 00016  11.40 %  2008               5.00          109.60           9.5330
 00016  11.40 %  2008               5.00          109.60           9.5330
 00016  11.40 %  2008               5.00          109.63           9.5275
 00016  11.40 %  2008               5.00          109.63           9.5275
 00016  11.40 %  2008              20.00          109.62           9.5293
 00016  11.40 %  2008               5.00          109.62           9.5293
 00016  11.40 %  2008               5.00          109.62           9.5293
 00016  11.40 %  2008              10.00          109.62           9.5293
 00016  11.40 %  2008              10.00          109.62           9.5293
 00016  11.40 %  2008              15.00          109.585          9.5357
 00016  11.40 %  2008              10.00          109.59           9.5348
 00016  11.40 %  2008               5.00          109.585          9.5357
 00016  11.40 %  2008               5.00          109.60           9.5330
 00016  11.40 %  2008               5.00          109.60           9.5330
 00016  11.40 %  2008               5.00          109.62           9.5293
 00016  11.40 %  2008              10.00          109.585          9.5357
 00016  11.40 %  2008               5.00          109.59           9.5348
 00016  11.40 %  2008               5.00          109.58           9.5366
 00016  11.40 %  2008               5.00          109.58           9.5366
 00016  11.40 %  2008               5.00          109.57           9.5384
 00013  11.00 %  2006               5.00          107.56           9.1284
 00013  11.00 %  2006              10.00          107.56           9.1284
 00013  11.00 %  2006              10.00          107.56           9.1284
 00013  11.00 %  2006               5.00          107.52           9.1378
 00013  11.00 %  2006              20.00          107.55           9.1307
 00013  11.00 %  2006               5.00          107.51           9.1401
 00013  11.00 %  2006               5.00          107.53           9.1354
 00013  11.00 %  2006              10.00          107.51           9.1401
 00013  11.00 %  2006               5.00          107.55           9.1307
 00013  11.00 %  2006               5.00          107.55           9.1307
 98005  11.75 %  2006              10.00          109.95           9.1754
 98005  11.75 %  2006               5.00          109.95           9.1754
 98005  11.75 %  2006              10.00          109.95           9.1754
 98005  11.75 %  2006               5.00          109.89           9.1900
 98005  11.75 %  2006              10.00          109.89           9.1900
 98005  11.75 %  2006              10.00          109.91           9.1851
 98005  11.75 %  2006               5.00          109.92           9.1827
 99008  11.68 %  2006               5.00          109.75           9.1511
 99008  11.68 %  2006               5.00          109.75           9.1511
 99008  11.68 %  2006               5.00          109.76           9.1486
 99008  11.68 %  2006               5.00          109.76           9.1486
 99008  11.68 %  2006              10.00          109.75           9.1511
 99008  11.68 %  2006               5.00          109.75           9.1511
 99008  11.68 %  2006               5.00          109.75           9.1511
 99008  11.68 %  2006              10.00          109.78           9.1438
 99008  11.68 %  2006               5.00          109.765          9.1474
 99008  11.68 %  2006               5.00          109.75           9.1511
 99008  11.68 %  2006               5.00          109.74           9.1535
 95012  14.00 %  2005(INSTA         0.35          114.75           9.7088
 95012  14.00 %  2005(INSTA         0.25          114.75           9.7088
 97010  11.19 %  2005               5.00          107.47           9.0126
 97010  11.19 %  2005               5.00          107.45           9.01823
 98015  12.25 %  2010              10.00          111.80          10.2236
 98015  12.25 %  2010               5.00          111.80          10.2236
 90010  11.50 %  2010              10.00          108.70          10.0135
 90010  11.50 %  2010              10.00          108.73          10.0087
 90010  11.50 %  2010               5.00          108.74          10.0071
 90010  11.50 %  2010               5.00          108.71          10.0119
 99004  12.29 %  2010               5.00          111.88          10.1894
 99004  12.29 %  2010               5.00          111.85          10.1943
 99004  12.29 %  2010              50.00          111.695         10.2196
 99004  12.29 %  2010              10.00          111.74          10.2123
 99004  12.29 %  2010               5.00          111.90          10.1861
 99004  12.29 %  2010              10.00          111.90          10.1861
 99004  12.29 %  2010               5.00          111.78          10.2057
 99004  12.29 %  2010               5.00          111.74          10.2123
 99004  12.29 %  2010               5.00          111.74          10.2123
 99004  12.29 %  2010              10.00          111.73          10.2139
 99004  12.29 %  2010               5.00          111.77          10.2074
 99004  12.29 %  2010               5.00          111.78          10.2057
 99004  12.29 %  2010              10.00          111.78          10.2057
 99004  12.29 %  2010               5.00          111.85          10.1943
 99004  12.29 %  2010              10.00          111.88          10.1894
 99006  11.99 %  2009               5.00          110.99           9.9389
 99006  11.99 %  2009               5.00          111.04           9.9302
 99006  11.99 %  2009               5.00          111.05           9.9285
 99006  11.99 %  2009               5.00          111.00           9.9371
 99006  11.99 %  2009               5.00          111.00           9.9371
 99006  11.99 %  2009               5.00          110.95           9.9458
 99006  11.99 %  2009              21.00          110.95           9.9458
 99006  11.99 %  2009               5.00          111.08           9.9233
 99006  11.99 %  2009              10.00          111.05           9.9285
 99006  11.99 %  2009              10.00          111.05           9.9285
 99006  11.99 %  2009              10.00          110.95           9.9458
 99006  11.99 %  2009               5.00          111.02           9.9337
 99006  11.99 %  2009               5.00          111.01           9.9354
 98023  12.25 %  2008               0.60          109.50          10.3541
 00016  11.40 %  2008               5.00          109.62           9.5293
 00016  11.40 %  2008               5.00          109.63           9.5275
 00016  11.40 %  2008               5.00          109.58           9.5366
 00016  11.40 %  2008               5.00          109.605          9.5321
 00016  11.40 %  2008              10.00          109.61           9.5311
 00016  11.40 %  2008               5.00          109.61           9.5311
 00016  11.40 %  2008               5.00          109.58           9.5366
 00016  11.40 %  2008              10.00          109.63           9.5275
 00016  11.40 %  2008               5.00          109.61           9.5311
 00016  11.40 %  2008               5.00          109.60           9.5330
 00016  11.40 %  2008               5.00          109.60           9.5330
 00016  11.40 %  2008               5.00          109.64           9.5257
 00016  11.40 %  2008               5.00          109.65           9.5239
 00016  11.40 %  2008               5.00          109.64           9.5257
 00016  11.40 %  2008              15.00          109.65           9.5239
 00016  11.40 %  2008              10.00          109.65           9.5239
 00016  11.40 %  2008               5.00          109.65           9.5239
 00016  11.40 %  2008               5.00          109.65           9.5239
 00016  11.40 %  2008               5.00          109.65           9.5239
 00016  11.40 %  2008               5.00          109.63           9.52754
 00017  11.50 %  2011               5.00          109.98           9.9468
 00017  11.50 %  2011               5.00          109.985          9.9461
 00017  11.50 %  2011               5.00          109.98           9.9468
 00017  11.50 %  2011               5.00          109.98           9.9468
 00017  11.50 %  2011              10.00          109.98           9.9468
 00017  11.50 %  2011               5.00          109.98           9.9468
 00017  11.50 %  2011              10.00          110.00           9.9439
 91012  11.50 %  2011               5.00          109.00          10.0629
 00010  10.95 %  2011               2.692         106.70           9.8806
 00010  10.95 %  2011               5.00          106.78           9.8684
 00010  10.95 %  2011               5.00          106.69           9.8821
 00010  10.95 %  2011               5.00          106.68           9.8836
 00010  10.95 %  2011               5.00          106.75           9.8729
 00010  10.95 %  2011              20.00          106.75           9.8729
 00010  10.95 %  2011              10.00          106.65           9.8882
 99005  12.32 %  2011              10.00          112.00          10.3242
 99005  12.32 %  2011              10.00          111.91          10.3380
 99005  12.32 %  2011              10.00          112.00          10.3242
 99005  12.32 %  2011               0.72          111.95          10.3319
 99005  12.32 %  2011              10.00          112.00          10.3242
 99005  12.32 %  2011               5.00          111.95          10.3319
 99005  12.32 %  2011               5.00          111.98          10.3273
 99005  12.32 %  2011               5.00          111.79          10.3564
 99005  12.32 %  2011               5.00          111.98          10.3273
 00014  11.30 %  2010               5.00          109.02           9.7833
 00014  11.30 %  2010               5.00          108.99           9.7880
 00014  11.30 %  2010               5.00          109.02           9.7833
 00014  11.30 %  2010               5.00          109.04           9.7801
 00014  11.30 %  2010               5.00          109.04           9.7801
 00014  11.30 %  2010               5.00          109.00           9.7864
 00014  11.30 %  2010               5.00          109.00           9.7864
 00014  11.30 %  2010              10.00          109.00           9.7864
 00014  11.30 %  2010              20.00          108.99           9.7880
 00014  11.30 %  2010               5.00          109.04           9.7801
 00014  11.30 %  2010               5.00          109.03           9.7817
 00014  11.30 %  2010               5.00          108.98           9.7896
 00014  11.30 %  2010              10.00          108.975          9.7904
 00014  11.30 %  2010               5.00          108.98           9.7896
 00014  11.30 %  2010               5.00          109.03           9.7817
 00014  11.30 %  2010              10.00          109.02           9.7833
 00014  11.30 %  2010               5.00          108.99           9.7880
 00014  11.30 %  2010               5.00          109.01           9.7849
 00014  11.30 %  2010              10.00          109.02           9.7833
 00014  11.30 %  2010               5.00          109.00           9.7864
 00014  11.30 %  2010               5.00          108.99           9.7880
 00014  11.30 %  2010              10.00          108.98           9.7896
 00014  11.30 %  2010               5.00          108.99           9.7880
 00014  11.30 %  2010              10.00          108.91           9.8007
 00014  11.30 %  2010              10.00          108.99           9.7880
 00014  11.30 %  2010              10.00          109.00           9.7864
 00014  11.30 %  2010               5.00          109.02           9.7833
 00014  11.30 %  2010               5.00          109.02           9.7833
 00014  11.30 %  2010               5.00          109.02           9.7833
 00014  11.30 %  2010               5.00          109.03           9.7817
 98015  12.25 %  2010              10.00          111.81          10.22205
 99020  11.83 %  2014              10.00          110.10          10.4170
 99020  11.83 %  2014               5.00          110.02          10.4274
 99020  11.83 %  2014              15.00          109.98          10.4326
 84010  10.50 %  2014               0.50          101.00          10.3583
 84010  10.50 %  2014               2.00          100.70          10.3999
 84010  10.50 %  2014               1.00          101.75          10.2550
 84010  10.50 %  2014               1.00          101.90          10.2345
 83004  10.00 %  2014               5.00           99.80          10.0273
 83004  10.00 %  2014               1.00           99.75          10.0343
 83004  10.00 %  2014               5.00           99.61          10.0538
 83004  10.00 %  2014               0.50           99.30          10.0973
 83004  10.00 %  2014               3.00           99.50          10.0692
 83004  10.00 %  2014               8.00           99.15          10.1183
 83004  10.00 %  2014               3.00           99.71          10.0399
 82005   9.00 %  2013               1.00           93.45           9.9469
 82005   9.00 %  2013              10.00           92.50          10.0919
 82005   9.00 %  2013               2.00           93.45           9.9469
 00012  11.03 %  2012              10.00          106.92           9.9830
 00012  11.03 %  2012               5.00          106.90           9.9859
 00012  11.03 %  2012              10.00          106.92           9.9830
 00012  11.03 %  2012               5.00          106.92           9.9830
 00012  11.03 %  2012               5.00          106.92           9.9830
 00012  11.03 %  2012              10.00          106.875          9.9895
 00012  11.03 %  2012              10.00          106.875          9.9895
 00012  11.03 %  2012               5.00          106.92           9.9830
 00012  11.03 %  2012               5.00          106.95           9.9787
 00012  11.03 %  2012               5.00          106.95           9.9787
 00012  11.03 %  2012               5.00          106.95           9.9787
 00012  11.03 %  2012               5.00          106.97           9.9758
 00012  11.03 %  2012               5.00          106.90           9.9859
 00012  11.03 %  2012               5.00          106.91           9.9844
 00012  11.03 %  2012               5.00          106.895          9.9866
 00012  11.03 %  2012              10.00          106.97           9.9758
 00012  11.03 %  2012              10.00          106.98           9.9744
 00012  11.03 %  2012              20.00          106.98           9.9744
 00012  11.03 %  2012              20.00          106.95           9.9787
 00012  11.03 %  2012              20.00          106.91           9.9844
 00012  11.03 %  2012               5.00          106.95           9.9787
 00012  11.03 %  2012               5.00          106.95           9.9787
 00012  11.03 %  2012               5.00          107.03           9.9672
 84005  10.25 %  2012               4.00           99.80          10.2800
 84005  10.25 %  2012               1.00          100.77          10.1317
 00017  11.50 %  2011               5.00          110.00           9.9439
 00017  11.50 %  2011               5.00          109.95           9.9512
 00017  11.50 %  2011               5.00          109.95           9.9512
 00017  11.50 %  2011              25.00          109.95           9.9512
 00017  11.50 %  2011               5.00          109.95           9.9512
 00017  11.50 %  2011               5.00          109.95           9.9512
 00017  11.50 %  2011               5.00          109.95           9.9512
 00017  11.50 %  2011               5.00          109.98           9.9468
 00017  11.50 %  2011               5.00          109.95           9.9512
 00017  11.50 %  2011               5.00          109.97           9.9483
 00017  11.50 %  2011               5.00          109.96           9.9498
 00017  11.50 %  2011               5.00          109.97           9.9483
 00017  11.50 %  2011               5.00          109.97           9.94836
 01004  10.45 %  2018               0.50          100.95          10.3282
 01004  10.45 %  2018               0.053         101.05          10.3157
 01004  10.45 %  2018               0.317         101.05          10.3157
 01004  10.45 %  2018              10.00          100.99          10.3232
 01004  10.45 %  2018               3.00          100.94          10.3294
 01003  10.71 %  2016               0.50          103.69          10.2198
 01003  10.71 %  2016              10.00          103.49          10.2455
 01003  10.71 %  2016               5.00          103.48          10.2468
 01003  10.71 %  2016               5.00          103.50          10.2442
 00015  11.43 %  2015              10.00          108.575         10.2652
 00015  11.43 %  2015               5.00          108.62          10.2594
 00015  11.43 %  2015               5.00          108.63          10.2582
 00015  11.43 %  2015               5.00          108.63          10.2582
 00015  11.43 %  2015               5.00          108.63          10.2582
 00015  11.43 %  2015               5.00          108.57          10.2658
 00015  11.43 %  2015              10.00          108.57          10.2658
 00015  11.43 %  2015               5.00          108.62          10.2594
 00015  11.43 %  2015               5.00          108.60          10.2620
 00015  11.43 %  2015               5.00          108.62          10.2594
 00015  11.43 %  2015               5.00          108.62          10.2594
 00015  11.43 %  2015               5.00          108.62          10.2594
 00015  11.43 %  2015               1.00          108.58          10.2645
