Government Dated Securities and Treasury Bills
at RBI, Mumbai on 06 January 2001
 12.00 %  2008                      5.00          107.30          10.5380
 11.90 %  2007                      5.00          107.10          10.3497
 11.90 %  2007                      5.00          107.05          10.3601
 11.90 %  2007                      5.00          107.025         10.3653
 11.90 %  2007                      5.00          107.05          10.3601
 11.90 %  2007                      5.00          107.10          10.3497
 11.90 %  2007                      5.00          107.10          10.3497
 11.90 %  2007                      5.00          107.07          10.3559
 11.90 %  2007                      5.00          107.04          10.3622
 11.90 %  2007                      5.00          107.02          10.3663
 11.90 %  2007                      5.00          107.01          10.3684
 13.05 %  2007                     10.00          111.01          10.6003
 11.00 %  2006                      5.00          103.17          10.2349
 11.00 %  2006                      5.00          103.17          10.2349
 11.00 %  2006                      5.00          103.17          10.2349
 11.50 %  2006                      5.00          104.83          10.2964
 11.75 %  2006                      5.00          105.87          10.2730
 11.75 %  2006                      5.00          105.87          10.2730
 11.75 %  2006                      5.00          105.87          10.2730
 11.75 %  2006                      5.00          105.87          10.2730
 10.20 %  2005                      5.00          100.23          10.1340
 10.20 %  2005                      5.00          100.225         10.1354
 10.20 %  2005                      5.00          100.23          10.1340
 10.20 %  2005                      5.00          100.25          10.1284
  9.90 %  2005                      5.00           99.18          10.1315
  9.90 %  2005                      5.00           99.175         10.1329
 11.98 %  2004                      5.00          105.82          10.0363
 12.50 %  2004                     10.00          106.79           9.9671
 12.50 %  2004                      5.00          106.81           9.9600
 12.50 %  2004                      5.00          106.80           9.9635
 11.15 %  2002                     10.00          101.97           9.8127
 11.15 %  2002                      5.00          101.96           9.8193
 11.15 %  2002                      5.00          101.96           9.8193
 10.85 %  2001                      5.00          100.59           9.7270
 11.55 %  2001                      3.00          100.95           9.5219
          Contract Date : January 05, 2001
 11.43 %  2015                      5.00          102.70          11.0500
 12.40 %  2013                      5.00          109.55          10.9797
 11.03 %  2012                      5.00          101.17          10.8482
 11.03 %  2012                      5.00          101.09          10.8604
          Contract Date : January 04, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
                                 (Face Value)     Per Rs.100   Indicative
   Nomenclature                  Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions in 11.50 %  2011                     10.00          104.55          10.7758
 11.50 %  2011                      5.00          104.55          10.7758
 11.50 %  2011                     35.00          104.55          10.7758
 11.50 %  2011                      1.00          104.50          10.7835
 12.00 %  2011                      5.00          106.35          10.9755
 11.50 %  2011                      3.50          103.85          10.8753
 10.95 %  2011                      2.00          101.20          10.7520
 12.32 %  2011                      5.00          109.00          10.8270
