in Government Dated Securities and Treasury Bills
Mumbai on 12 June 2001
1
 00007   9.90 %  2005               5.00          103.49           8.8082
 98022  11.98 %  2004               5.00          108.78           8.7966
 98022  11.98 %  2004               5.00          108.78           8.7966
 98022  11.98 %  2004              10.00          108.775          8.7983
 98022  11.98 %  2004              10.00          108.78           8.7966
 98022  11.98 %  2004               5.00          108.78           8.7966
 97007  12.59 %  2004              10.00          109.64           8.8784
 97007  12.59 %  2004               5.00          109.65           8.8748
 97007  12.59 %  2004               5.00          109.56           8.9074
98008  11.50 %  2004               5.00          106.70           8.8326 
94003  12.50 %  2004               5.00          109.20           8.6941 
94003  12.50 %  2004              10.00          109.20           8.6941 
94003  12.50 %  2004               5.00          109.20           8.6941 
94003  12.50 %  2004               5.00          109.19           8.6980 
94003  12.50 %  2004               5.00          109.20           8.6941 
94003  12.50 %  2004               5.00          109.20           8.6941 
94003  12.50 %  2004               5.00          109.20           8.6941 
94003  12.50 %  2004               5.00          109.16           8.7097 
94003  12.50 %  2004               5.00          109.20           8.6941 
94003  12.50 %  2004              10.00          109.20           8.6941 
94003  12.50 %  2004               5.00          109.20           8.6941 
94003  12.50 %  2004              10.00          109.20           8.6941 
97008  11.83 %  2003              20.00          106.065          8.6011 
97008  11.83 %  2003              15.00          106.08           8.5935 
98004  11.10 %  2003               5.00          104.22           8.5344 
98004  11.10 %  2003              10.00          104.22           8.5344 
98004  11.10 %  2003               5.00          104.21           8.5403 
94010  11.55 %  2002               0.50          103.92           8.5636 
97011  11.15 %  2002               5.00          103.07           8.4291 
97011  11.15 %  2002               5.00          103.08           8.4205 
97011  11.15 %  2002              20.00          103.12           8.3863 
97011  11.15 %  2002              20.00          103.07           8.4291 
98019  11.68 %  2002              10.00          103.48           8.4253 
98019  11.68 %  2002              15.00          103.485          8.4208 
98019  11.68 %  2002               5.00          103.46           8.4434 
94009  11.75 %  2001              20.00          100.65           8.3493 
Date : June 11, 2001          Contract 
98007  12.00 %  2008              10.00          112.432          9.4997 
98007  12.00 %  2008              10.00          112.432          9.4997 
Date : June 06, 2001          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
)     Per Rs.100   Indicative Code                            (Face Value
Loan  Nomenclature              Amount           Price *        YTM % 
---------------------------------------------------------------------------
at RBI, 
Subsidiary General Ledger Account Transactions2
 00017  11.50 %  2011               5.00          110.76           9.8280
 00017  11.50 %  2011               5.00          110.86           9.8136
 00017  11.50 %  2011              10.00          110.87           9.8121
 00017  11.50 %  2011               5.00          110.81           9.8208
 00017  11.50 %  2011               5.00          110.835          9.8172
 00010  10.95 %  2011              10.00          107.37           9.7751
 99005  12.32 %  2011              10.00          113.50          10.0914
 99005  12.32 %  2011              20.00          113.50          10.0914
 99005  12.32 %  2011              10.00          113.50          10.0914
 99005  12.32 %  2011               5.00          113.47          10.0959
 99005  12.32 %  2011               5.00          113.53          10.0869
 99005  12.32 %  2011               5.00          113.54          10.0854
 00014  11.30 %  2010               5.00          109.605          9.6871
 00014  11.30 %  2010               5.00          109.60           9.6878
 00014  11.30 %  2010               5.00          109.61           9.6863
 00014  11.30 %  2010               5.00          109.60           9.6878
 90010  11.50 %  2010               0.10          109.25           9.9222
 00016  11.40 %  2008               5.00          109.98           9.4555
 00016  11.40 %  2008               5.00          109.99           9.4537
 00016  11.40 %  2008              10.00          109.99           9.4537
 00016  11.40 %  2008               5.00          110.00           9.4519
 00016  11.40 %  2008              10.00          109.95           9.4610
 00016  11.40 %  2008               5.00          109.96           9.4592
 00016  11.40 %  2008               5.00          109.995          9.4528
 00016  11.40 %  2008               5.00          109.98           9.4555
 00016  11.40 %  2008              25.00          109.96           9.4592
 00016  11.40 %  2008               5.00          109.99           9.4537
 00016  11.40 %  2008               5.00          109.92           9.4665
 00016  11.40 %  2008              10.00          109.975          9.4564
 00016  11.40 %  2008               5.00          109.94           9.4628
 00016  11.40 %  2008               5.00          109.96           9.4592
 00016  11.40 %  2008               5.00          110.00           9.4519
 00016  11.40 %  2008              10.00          109.95           9.4610
 00016  11.40 %  2008               5.00          109.99           9.4537
 00016  11.40 %  2008               5.00          110.00           9.4519
 00016  11.40 %  2008               5.00          109.995          9.4528
 00016  11.40 %  2008               5.00          110.00           9.4519
 00016  11.40 %  2008               5.00          110.00           9.4519
 00016  11.40 %  2008               5.00          110.00           9.4519
 00016  11.40 %  2008               5.00          110.00           9.4519
 00016  11.40 %  2008              10.00          110.00           9.4519
 00016  11.40 %  2008              15.00          109.99           9.4537
 98007  12.00 %  2008              10.00          111.55           9.6611
 98002  12.15 %  2008               0.035         111.80           9.7276
 84002   9.50 %  2008               1.45          100.25           9.4434
 00013  11.00 %  2006              10.00          108.34           8.9324
 98005  11.75 %  2006               5.00          110.68           8.9772
 98005  11.75 %  2006              10.00          110.68           8.9772
 98005  11.75 %  2006              10.00          110.69           8.9748
 98005  11.75 %  2006              15.00          110.69           8.9748
 98005  11.75 %  2006               5.00          110.675          8.9784
 98005  11.75 %  2006               5.00          110.69           8.9748
 99008  11.68 %  2006               5.00          110.485          8.9515
 97010  11.19 %  2005               5.00          108.18           8.7962
 97010  11.19 %  2005               5.00          108.18           8.79623
 01001  10.47 %  2015               2.00          102.95          10.0642
 01001  10.47 %  2015               5.00          103.075         10.0475
 01001  10.47 %  2015              10.00          103.03          10.0535
 01001  10.47 %  2015              25.00          103.02          10.0548
 01001  10.47 %  2015               5.00          103.00          10.0575
 01001  10.47 %  2015               1.00          102.98          10.0602
 01001  10.47 %  2015              10.00          103.00          10.0575
 01001  10.47 %  2015              25.00          103.04          10.0522
 01001  10.47 %  2015               5.00          103.07          10.0482
 01001  10.47 %  2015               5.00          103.02          10.0548
 01001  10.47 %  2015               5.00          103.02          10.0548
 01001  10.47 %  2015              10.00          103.02          10.0548
 01001  10.47 %  2015               5.00          103.09          10.0455
 01001  10.47 %  2015               5.00          103.08          10.0469
 01001  10.47 %  2015               5.00          103.03          10.0535
 01001  10.47 %  2015               5.00          103.05          10.0509
 01001  10.47 %  2015               5.00          103.05          10.0509
 99020  11.83 %  2014               0.50          111.75          10.2007
 83004  10.00 %  2014               1.00          100.55           9.9227
 83004  10.00 %  2014               0.33          100.70           9.9020
 83004  10.00 %  2014               2.00           99.65          10.0479
 83004  10.00 %  2014               0.50          100.60           9.9158
 82005   9.00 %  2013               1.00           96.65           9.4730
 82005   9.00 %  2013               2.00           95.55           9.6336
 00012  11.03 %  2012               5.00          107.785          9.8576
 00012  11.03 %  2012               2.00          107.75           9.8626
 00012  11.03 %  2012               5.00          107.75           9.8626
 00012  11.03 %  2012               5.00          107.75           9.8626
 00012  11.03 %  2012               5.00          107.64           9.8783
 00012  11.03 %  2012              20.00          107.80           9.8555
 00012  11.03 %  2012               5.00          107.785          9.8576
 00012  11.03 %  2012               5.00          107.69           9.8712
 00012  11.03 %  2012               5.00          107.76           9.8612
 00012  11.03 %  2012               5.00          107.73           9.8655
 84005  10.25 %  2012               3.00          102.25           9.9081
 00017  11.50 %  2011               5.00          110.75           9.8295
 00017  11.50 %  2011              10.00          110.87           9.8121
 00017  11.50 %  2011               5.00          110.83           9.8179
 00017  11.50 %  2011               5.00          110.865          9.8129
 00017  11.50 %  2011               5.00          110.86           9.8136
 00017  11.50 %  2011              25.00          110.82           9.8194
 00017  11.50 %  2011              10.00          110.81           9.8208
 00017  11.50 %  2011               5.00          110.82           9.8194
 00017  11.50 %  2011               5.00          110.87           9.8121
 00017  11.50 %  2011              20.00          110.82           9.8194
 00017  11.50 %  2011               5.00          110.865          9.8129
