in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 25 June 2001
1
 98022  11.98 %  2004               5.00          109.48           8.5293
 98022  11.98 %  2004               5.00          109.47           8.5327
 98022  11.98 %  2004               5.00          109.48           8.5293
 98022  11.98 %  2004               5.00          109.46           8.5361
 98017  11.95 %  2004               5.00          109.00           8.5630
 97007  12.59 %  2004              20.00          110.40           8.5677
 94003  12.50 %  2004               5.00          109.75           8.4398
 94003  12.50 %  2004              10.00          109.78           8.4281
 94003  12.50 %  2004              10.00          109.78           8.4281
 94003  12.50 %  2004               5.00          109.78           8.4281
 94003  12.50 %  2004               5.00          109.76           8.4359
 94003  12.50 %  2004               5.00          109.79           8.4242
 94003  12.50 %  2004               5.00          109.79           8.4242
 97008  11.83 %  2003               5.00          106.51           8.3286
 98004  11.10 %  2003              30.00          104.56           8.2881
 98004  11.10 %  2003              10.00          104.57           8.2822
 97011  11.15 %  2002               5.00          103.34           8.1227
 97011  11.15 %  2002              30.00          103.34           8.1227
 97011  11.15 %  2002              10.00          103.34           8.1227
 97011  11.15 %  2002               5.00          103.34           8.1227
 97011  11.15 %  2002               5.00          103.34           8.1227
 97011  11.15 %  2002               5.00          103.34           8.1227
 97011  11.15 %  2002               5.00          103.34           8.1227
 97011  11.15 %  2002               5.00          103.34           8.1227
 97011  11.15 %  2002               5.00          103.34           8.1227
 97011  11.15 %  2002               5.00          103.34           8.1227
 97011  11.15 %  2002               5.00          103.34           8.1227
 97011  11.15 %  2002               5.00          103.34           8.1227
          Contract Date : June 23, 2001
 01004  10.45 %  2018              10.00          113.890          8.8464
 01001  10.47 %  2015              10.00          103.95           9.9316
 01001  10.47 %  2015              10.00          103.94           9.9330
 00012  11.03 %  2012               5.00          108.90           9.6987
 00012  11.03 %  2012               5.00          108.87           9.7030
 00014  11.30 %  2010              10.00          110.88           9.4851
 98013  11.55 %  2001              25.00          100.063          8.9819
 98013  11.55 %  2001              15.00          100.063          8.9819
          Contract Date : June 22, 2001
 89009  11.50 %  2009               3.00          110.00           9.6576
          Contract Date : June 21, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
                                 (in Rs.Crore)    nominal
 Code                            (Face Value)     Per Rs.100   Indicative
 Loan  Nomenclature              Amount           Price *        YTM %
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 99005  12.32 %  2011              10.00          114.73           9.9034
 99005  12.32 %  2011               5.00          114.75           9.9004
 99005  12.32 %  2011               5.00          114.62           9.9198
 99005  12.32 %  2011               5.00          114.62           9.9198
 99005  12.32 %  2011               5.00          114.68           9.9109
 99005  12.32 %  2011              10.00          114.73           9.9034
 99005  12.32 %  2011               5.00          114.74           9.9019
 99005  12.32 %  2011              10.00          114.74           9.9019
 99005  12.32 %  2011               5.00          114.78           9.8960
 00014  11.30 %  2010               5.00          110.99           9.4678
 00014  11.30 %  2010               5.00          110.95           9.4740
 00014  11.30 %  2010               5.00          111.01           9.4647
 00014  11.30 %  2010               5.00          111.01           9.4647
 00014  11.30 %  2010               5.00          110.98           9.4693
 00014  11.30 %  2010               5.00          111.00           9.4662
 79002   7.00 %  2009               3.00           86.50           9.4577
 99006  11.99 %  2009               5.00          113.18           9.5468
 99006  11.99 %  2009               5.00          113.15           9.5519
 99006  11.99 %  2009               5.00          113.18           9.5468
 99006  11.99 %  2009               5.00          113.18           9.5468
 99006  11.99 %  2009              10.00          113.18           9.5468
 99006  11.99 %  2009              10.00          113.16           9.5502
 00016  11.40 %  2008               5.00          111.42           9.1886
 00016  11.40 %  2008               5.00          111.40           9.1922
 00016  11.40 %  2008               5.00          111.42           9.1886
 00016  11.40 %  2008               5.00          111.42           9.1886
 00016  11.40 %  2008               5.00          111.40           9.1922
 00016  11.40 %  2008               5.00          111.42           9.1886
 00016  11.40 %  2008               5.00          111.42           9.1886
 00016  11.40 %  2008               5.00          111.43           9.1868
 98012  12.10 %  2008               0.50          112.00           9.6956
 98007  12.00 %  2008              25.00          112.95           9.3908
 98007  12.00 %  2008              25.00          112.90           9.4001
 84002   9.50 %  2008               1.00          100.59           9.3740
 98009  11.90 %  2007               5.00          113.22           8.9734
 00013  11.00 %  2006               5.00          109.33           8.6909
 00013  11.00 %  2006               5.00          109.32           8.6933
 00013  11.00 %  2006               5.00          109.33           8.6909
 98005  11.75 %  2006               5.00          111.62           8.7341
 98005  11.75 %  2006               5.00          111.62           8.7341
 98005  11.75 %  2006              10.00          111.63           8.7317
 98005  11.75 %  2006              10.00          111.65           8.7268
 98005  11.75 %  2006               5.00          111.64           8.7293
 99008  11.68 %  2006               5.00          111.44           8.7043
 99008  11.68 %  2006               5.00          111.43           8.7067
 99008  11.68 %  2006               5.00          111.44           8.7043
 97010  11.19 %  2005               5.00          109.05           8.5401
 97010  11.19 %  2005               5.00          109.05           8.5401
 97010  11.19 %  2005               5.00          109.04           8.5429
 97010  11.19 %  2005               5.00          109.03           8.5456
 97010  11.19 %  2005              10.00          109.02           8.5484
 97010  11.19 %  2005               5.00          109.02           8.5484
 00011  10.20 %  2005               5.00          105.60           8.5336
 00011  10.20 %  2005              10.00          105.58           8.5393
 00011  10.20 %  2005              10.00          105.58           8.53933
 01001  10.47 %  2015               3.00          104.10           9.9119
 01001  10.47 %  2015               3.00          104.03           9.9211
 01001  10.47 %  2015               2.50          104.12           9.9093
 01001  10.47 %  2015               5.00          104.095          9.9126
 01001  10.47 %  2015               5.00          104.07           9.9158
 01001  10.47 %  2015               5.00          104.08           9.9145
 01001  10.47 %  2015               5.00          104.08           9.9145
 01001  10.47 %  2015              10.00          104.08           9.9145
 01001  10.47 %  2015               0.50          103.82           9.9488
 01001  10.47 %  2015               5.00          104.05           9.9185
 01001  10.47 %  2015               1.00          104.13           9.9080
 01001  10.47 %  2015               5.00          104.085          9.9139
 99020  11.83 %  2014               5.00          112.79          10.0663
 99020  11.83 %  2014              10.00          112.80          10.0650
 99020  11.83 %  2014               5.00          112.80          10.0650
 99020  11.83 %  2014               5.00          112.80          10.0650
 84010  10.50 %  2014               1.00          103.60          10.0019
 83004  10.00 %  2014               3.70          100.85           9.8803
 83004  10.00 %  2014               2.00          101.82           9.7476
 01005   9.81 %  2013               0.25          100.88           9.6822
 01005   9.81 %  2013               2.00          100.80           9.6936
 01005   9.81 %  2013               5.00          100.76           9.6993
 01005   9.81 %  2013              10.00          100.79           9.6950
 01005   9.81 %  2013               5.00          100.78           9.6964
 01005   9.81 %  2013               5.00          100.76           9.6993
 01005   9.81 %  2013               5.00          100.76           9.6993
 82005   9.00 %  2013               1.00           97.50           9.3503
 00012  11.03 %  2012               6.00          109.01           9.6832
 00012  11.03 %  2012               5.00          109.00           9.6846
 00012  11.03 %  2012               5.00          109.02           9.6818
 00012  11.03 %  2012               5.00          109.03           9.6804
 00012  11.03 %  2012               5.00          109.01           9.6832
 00012  11.03 %  2012               5.00          109.01           9.6832
 00012  11.03 %  2012               5.00          109.02           9.6818
 00012  11.03 %  2012               5.00          109.02           9.6818
 00012  11.03 %  2012               5.00          109.03           9.6804
 00012  11.03 %  2012              10.00          109.00           9.6846
 00012  11.03 %  2012              25.00          109.02           9.6818
 00017  11.50 %  2011              10.00          112.18           9.6204
 00017  11.50 %  2011              10.00          112.21           9.6161
 00017  11.50 %  2011               5.00          112.26           9.6090
 00017  11.50 %  2011               5.00          112.25           9.6104
 00017  11.50 %  2011              10.00          112.23           9.6132
 00017  11.50 %  2011               5.00          112.245          9.6111
 00017  11.50 %  2011               5.00          112.24           9.6118
 00017  11.50 %  2011               5.00          112.19           9.6189
