in Government Dated Securities and Treasury Bills
Mumbai on 05 May 2001
1
 98005  11.75 %  2006               5.00          109.44           9.3227
 98005  11.75 %  2006               5.00          109.48           9.3130
 98005  11.75 %  2006               5.00          109.55           9.2961
 99008  11.68 %  2006               5.00          109.42           9.2546
 99008  11.68 %  2006               5.00          109.40           9.2594
 99008  11.68 %  2006               5.00          109.40           9.2594
 99008  11.68 %  2006               5.00          109.38           9.2643
 99008  11.68 %  2006               5.00          109.34           9.2740
 99008  11.68 %  2006              10.00          109.36           9.2692
 99008  11.68 %  2006               5.00          109.40           9.2594
 99008  11.68 %  2006              10.00          109.30           9.2837
 97010  11.19 %  2005               5.00          107.13           9.1283
 97010  11.19 %  2005               5.00          107.125          9.1297
 97010  11.19 %  2005               5.00          107.15           9.1228
 97010  11.19 %  2005               5.60          107.00           9.1641
 00011  10.20 %  2005               5.00          103.48           9.1729
 00007   9.90 %  2005               5.00          102.35           9.1777
 94003  12.50 %  2004               5.00          108.75           8.9815
 94003  12.50 %  2004               5.00          108.77           8.9739
 94003  12.50 %  2004               5.00          108.72           8.9929
 94003  12.50 %  2004              25.00          108.75           8.9815
 94003  12.50 %  2004               5.00          108.74           8.9853
 94003  12.50 %  2004               5.00          108.76           8.9777
 94003  12.50 %  2004               5.00          108.74           8.9853
 94003  12.50 %  2004               5.00          108.74           8.9853
 94003  12.50 %  2004               5.00          108.755          8.9796
 94003  12.50 %  2004               5.00          108.765          8.9758
 94003  12.50 %  2004               5.00          108.73           8.9891
 94003  12.50 %  2004               5.00          108.74           8.9853
 94003  12.50 %  2004              10.00          108.74           8.9853
 94003  12.50 %  2004               5.00          108.76           8.9777
 94003  12.50 %  2004               4.00          108.75           8.9815
 98004  11.10 %  2003              10.00          103.78           8.9110
 94009  11.75 %  2001               5.00          100.905          8.6149
 94009  11.75 %  2001              20.00          100.877          8.7035
          Contract Date : May 04, 2001
 00018  11.60 %  2020               5.00          107.77          10.6451
 00017  11.50 %  2011               5.00          108.94          10.1013
 00016  11.40 %  2008               5.00          108.59           9.7277
          Contract Date : May 03, 2001
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
in Rs.Crore)    nominal                                 (
)     Per Rs.100   Indicative Code                            (Face Value
Loan  Nomenclature              Amount           Price *        YTM % 
---------------------------------------------------------------------------
at RBI, 
Subsidiary General Ledger Account Transactions2
 00010  10.95 %  2011               5.00          105.40          10.0814
 00010  10.95 %  2011               5.00          105.46          10.0721
 00010  10.95 %  2011               5.00          105.49          10.0675
 99005  12.32 %  2011              10.00          111.25          10.4451
 00014  11.30 %  2010               5.00          107.94           9.9593
 00014  11.30 %  2010              10.00          108.00           9.9498
 00014  11.30 %  2010               5.00          107.93           9.9609
 99004  12.29 %  2010              10.00          110.85          10.3653
 99004  12.29 %  2010               5.00          110.95          10.3488
 99004  12.29 %  2010               5.00          110.95          10.3488
 99006  11.99 %  2009               5.00          110.43          10.0466
 99006  11.99 %  2009               5.00          110.35          10.0605
 99006  11.99 %  2009               5.00          110.40          10.0518
 98023  12.25 %  2008               0.09          111.32          10.0290
 98023  12.25 %  2008               0.67          111.32          10.0290
 00016  11.40 %  2008               5.00          108.73           9.7015
 00016  11.40 %  2008               5.00          108.74           9.6997
 00016  11.40 %  2008               5.00          108.72           9.7033
 00016  11.40 %  2008              20.00          108.72           9.7033
 00016  11.40 %  2008               5.00          108.69           9.7089
 00016  11.40 %  2008              25.00          108.78           9.6923
 00016  11.40 %  2008              25.00          108.78           9.6923
 00016  11.40 %  2008               5.00          108.72           9.7033
 00016  11.40 %  2008               5.00          108.74           9.6997
 00016  11.40 %  2008               5.00          108.685          9.7098
 00016  11.40 %  2008               5.00          108.77           9.6942
 00016  11.40 %  2008               5.00          108.73           9.7015
 00016  11.40 %  2008               5.00          108.70           9.7070
 00016  11.40 %  2008              15.00          108.75           9.6978
 00016  11.40 %  2008               5.00          108.75           9.6978
 00016  11.40 %  2008               5.00          108.75           9.6978
 00016  11.40 %  2008               5.00          108.71           9.7052
 00016  11.40 %  2008               5.00          108.73           9.7015
 98018  12.22 %  2008               0.50          110.17          10.1892
 98007  12.00 %  2008               5.00          109.70          10.0364
 98007  12.00 %  2008               5.00          109.72          10.0326
 98007  12.00 %  2008               5.00          109.71          10.0345
 98007  12.00 %  2008               5.00          109.73          10.0307
 98007  12.00 %  2008               5.00          109.70          10.0364
 98007  12.00 %  2008               5.00          109.73          10.0307
 98007  12.00 %  2008               5.00          109.865         10.0050
 84002   9.50 %  2008               1.50           98.35           9.8330
 98009  11.90 %  2007               5.00          110.68           9.5373
 98009  11.90 %  2007               5.00          110.67           9.5394
 98009  11.90 %  2007               5.00          110.67           9.5394
 98009  11.90 %  2007              10.00          110.59           9.5560
 98009  11.90 %  2007               5.00          110.69           9.5353
 98009  11.90 %  2007              10.00          110.65           9.5435
 00013  11.00 %  2006              10.00          107.15           9.2387
 00013  11.00 %  2006               5.00          107.10           9.2504
 00013  11.00 %  2006               5.00          107.10           9.2504
 00013  11.00 %  2006               5.00          107.15           9.2387
 98005  11.75 %  2006               5.00          109.57           9.2913
 98005  11.75 %  2006               5.00          109.57           9.2913
 98005  11.75 %  2006               5.00          109.57           9.29133
 00012  11.03 %  2012               5.00          105.91          10.1308
 00012  11.03 %  2012               5.00          105.92          10.1294
 00012  11.03 %  2012               5.00          105.90          10.1323
 00012  11.03 %  2012               0.30          105.85          10.1395
 00012  11.03 %  2012               5.00          105.95          10.1250
 00012  11.03 %  2012               5.00          105.92          10.1294
 00012  11.03 %  2012               5.00          105.94          10.1265
 00012  11.03 %  2012              10.00          105.94          10.1265
 84005  10.25 %  2012               1.00           99.75          10.2858
 84005  10.25 %  2012               1.00           99.70          10.2935
 84005  10.25 %  2012               1.00           99.75          10.2858
 00017  11.50 %  2011               5.00          109.10          10.0777
 00017  11.50 %  2011               5.00          109.18          10.0660
 00017  11.50 %  2011               5.00          109.14          10.0718
 00017  11.50 %  2011               5.00          109.10          10.0777
 00017  11.50 %  2011               5.00          109.12          10.0748
 00017  11.50 %  2011               5.00          109.13          10.0733
