in Government Dated Securities and Treasury Bills
Mumbai on 15 June 2001
1
 00016  11.40 %  2008               5.00          110.37           9.3831
 00016  11.40 %  2008               5.00          110.38           9.3812
 00016  11.40 %  2008              10.00          110.32           9.3921
 00016  11.40 %  2008               5.00          110.30           9.3958
 00016  11.40 %  2008              25.00          110.31           9.3940
 00016  11.40 %  2008               5.00          110.34           9.3885
 00016  11.40 %  2008               5.00          110.34           9.3885
 00016  11.40 %  2008               5.00          110.31           9.3940
 00016  11.40 %  2008               5.00          110.30           9.3958
 88008  11.50 %  2008              10.00          109.45           9.6009
 88008  11.50 %  2008               5.00          109.51           9.5896
 98007  12.00 %  2008               5.00          111.92           9.5895
 98009  11.90 %  2007               5.00          112.43           9.1446
 98009  11.90 %  2007               5.00          112.38           9.1549
 92003  12.50 %  2007              10.00          113.77           9.3541
 99008  11.68 %  2006               5.00          110.60           8.9198
 99008  11.68 %  2006              10.00          110.60           8.9198
 99008  11.68 %  2006              10.00          110.58           8.9247
 97010  11.19 %  2005               5.00          108.31           8.7565
 00007   9.90 %  2005               5.00          103.60           8.7726
 98008  11.50 %  2004               5.00          106.87           8.7608
 98008  11.50 %  2004              10.00          106.85           8.7684
 94003  12.50 %  2004              10.00          109.30           8.6455
 94003  12.50 %  2004               5.00          109.30           8.6455
 94003  12.50 %  2004               5.00          109.295          8.6474
 94003  12.50 %  2004              20.00          109.32           8.6377
 94003  12.50 %  2004               5.00          109.305          8.6435
 94003  12.50 %  2004               5.00          109.30           8.6455
 94003  12.50 %  2004               5.00          109.29           8.6494
 94003  12.50 %  2004               1.83          109.00           8.7626
 97009  10.85 %  2001               5.00          100.28           8.3797
          Contract Date : June 14, 2001
 00015  11.43 %  2015               5.00          110.11          10.0703
 01001  10.47 %  2015               5.00          103.33          10.0136
 00017  11.50 %  2011               5.00          111.28           9.7524
 00017  11.50 %  2011               5.00          111.28           9.7524
 90009  11.25 %  2005              10.00          107.93           8.8497
 90009  11.25 %  2005              10.00          107.93           8.8497
98008  11.50 %  2004               5.00          106.91           8.7479 
Date : June 13, 2001          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
)     Per Rs.100   Indicative Code                            (Face Value
Loan  Nomenclature              Amount           Price *        YTM % 
---------------------------------------------------------------------------
at RBI, 
Subsidiary General Ledger Account Transactions2
 99005  12.32 %  2011              25.00          113.65          10.0679
 99005  12.32 %  2011              25.00          113.65          10.0679
 99005  12.32 %  2011               5.00          113.65          10.0679
 99005  12.32 %  2011               0.06          113.90          10.0303
 00014  11.30 %  2010               5.00          109.94           9.6337
 00014  11.30 %  2010               5.00          109.94           9.6337
 00014  11.30 %  2010               5.00          109.94           9.6337
 00014  11.30 %  2010               5.00          109.92           9.6369
 00014  11.30 %  2010               5.00          109.93           9.6353
 00014  11.30 %  2010              10.00          109.92           9.6369
 00014  11.30 %  2010              10.00          109.91           9.6384
 00014  11.30 %  2010               5.00          109.90           9.6400
 00014  11.30 %  2010               5.00          109.90           9.6400
 00014  11.30 %  2010               5.00          109.90           9.6400
 00014  11.30 %  2010               5.00          109.90           9.6400
 00014  11.30 %  2010               5.00          109.905          9.6392
 00014  11.30 %  2010               5.00          109.93           9.6353
 00014  11.30 %  2010              10.00          109.91           9.6384
 00014  11.30 %  2010               5.00          109.92           9.6369
 00014  11.30 %  2010               5.00          109.96           9.6306
 00014  11.30 %  2010               5.00          109.96           9.6306
 00014  11.30 %  2010               5.00          109.93           9.6353
 00014  11.30 %  2010               5.00          109.93           9.6353
 00014  11.30 %  2010               5.00          109.91           9.6384
 00014  11.30 %  2010               5.00          109.93           9.6353
 00014  11.30 %  2010               5.00          109.92           9.6369
 98015  12.25 %  2010               5.00          113.15          10.0051
 99004  12.29 %  2010              10.00          113.19           9.9696
 99004  12.29 %  2010               5.00          113.19           9.9696
 99004  12.29 %  2010               5.00          113.15           9.9760
 79002   7.00 %  2009               1.00           86.09           9.5345
 79002   7.00 %  2009               1.00           86.23           9.5065
 89009  11.50 %  2009              10.00          109.50           9.7474
 99006  11.99 %  2009               5.00          112.10           9.7366
 99006  11.99 %  2009              10.00          112.09           9.7383
 98023  12.25 %  2008               0.65          112.42           9.8054
 98023  12.25 %  2008               0.24          113.30           9.6465
 00016  11.40 %  2008               5.00          110.29           9.3976
 00016  11.40 %  2008               5.00          110.36           9.3849
 00016  11.40 %  2008               5.00          110.35           9.3867
 00016  11.40 %  2008               5.00          110.35           9.3867
 00016  11.40 %  2008               5.00          110.35           9.3867
 00016  11.40 %  2008               6.00          110.29           9.3976
 00016  11.40 %  2008               5.00          110.365          9.3840
 00016  11.40 %  2008               5.00          110.35           9.3867
 00016  11.40 %  2008               5.00          110.30           9.3958
 00016  11.40 %  2008               5.00          110.37           9.3831
 00016  11.40 %  2008               5.00          110.35           9.3867
 00016  11.40 %  2008               5.00          110.34           9.3885
 00016  11.40 %  2008               5.00          110.35           9.3867
 00016  11.40 %  2008               5.00          110.30           9.3958
 00016  11.40 %  2008               5.00          110.38           9.3812
 00016  11.40 %  2008               5.00          110.34           9.3885
 00016  11.40 %  2008              10.00          110.31           9.3940
 00016  11.40 %  2008               5.00          110.35           9.38673
 99020  11.83 %  2014              10.00          111.76          10.1988
 01005   9.81 %  2013               1.00          100.35           9.7586
 82005   9.00 %  2013               1.00           95.10           9.7001
 82005   9.00 %  2013               1.00           96.65           9.4729
 00012  11.03 %  2012               5.00          108.09           9.8140
 00012  11.03 %  2012               2.00          108.035          9.8218
 00012  11.03 %  2012               5.00          108.09           9.8140
 00012  11.03 %  2012               5.00          108.07           9.8168
 00012  11.03 %  2012               5.00          108.17           9.8026
 00012  11.03 %  2012               5.00          108.10           9.8126
 00012  11.03 %  2012               5.00          108.10           9.8126
 00012  11.03 %  2012               5.00          108.10           9.8126
 00012  11.03 %  2012               5.00          108.16           9.8041
 00012  11.03 %  2012               5.00          108.10           9.8126
 00012  11.03 %  2012               5.00          108.185          9.8005
 00012  11.03 %  2012              20.00          108.15           9.8055
 00012  11.03 %  2012               5.00          108.09           9.8140
 84005  10.25 %  2012               2.00          102.50           9.8704
 00017  11.50 %  2011               5.00          111.28           9.7521
 00017  11.50 %  2011               5.00          111.27           9.7535
 00017  11.50 %  2011               5.00          111.28           9.7521
 00017  11.50 %  2011               5.00          111.28           9.7521
 00017  11.50 %  2011               5.00          111.28           9.7521
 00017  11.50 %  2011               5.00          111.28           9.7521
 00017  11.50 %  2011               5.00          111.24           9.7578
 00017  11.50 %  2011               5.00          111.21           9.7621
 00017  11.50 %  2011               5.00          111.20           9.7636
 00017  11.50 %  2011               5.00          111.19           9.7650
 00017  11.50 %  2011              25.00          111.21           9.7621
 00017  11.50 %  2011               5.00          111.08           9.7809
 00017  11.50 %  2011               5.00          111.00           9.7924
 00017  11.50 %  2011              10.00          111.21           9.7621
 00017  11.50 %  2011              10.00          111.21           9.7621
 00017  11.50 %  2011              10.00          111.25           9.7564
 00017  11.50 %  2011               5.00          111.255          9.7557
 00017  11.50 %  2011               5.00          111.25           9.7564
 00017  11.50 %  2011               5.00          111.25           9.7564
 00017  11.50 %  2011               5.00          111.25           9.7564
 00017  11.50 %  2011               5.00          111.25           9.7564
 00017  11.50 %  2011               5.00          111.25           9.7564
 00017  11.50 %  2011               5.00          111.21           9.7621
 00017  11.50 %  2011               5.00          111.21           9.7621
 00017  11.50 %  2011               5.00          111.20           9.7636
 00017  11.50 %  2011               5.00          111.22           9.7607
 00017  11.50 %  2011               5.00          111.28           9.7521
 00017  11.50 %  2011              10.00          111.22           9.7607
 00017  11.50 %  2011               5.00          111.26           9.7550
 00017  11.50 %  2011               5.00          111.24           9.7578
 00017  11.50 %  2011               5.00          111.20           9.7636
 00017  11.50 %  2011              10.00          111.20           9.7636
 00017  11.50 %  2011              10.00          111.21           9.7621
 00017  11.50 %  2011               5.00          111.245          9.7571
 00017  11.50 %  2011               5.00          111.29           9.7506
 00017  11.50 %  2011               5.00          112.85           9.5287
 00010  10.95 %  2011              10.00          107.70           9.72434
 00018  11.60 %  2020               0.10          111.30          10.2492
 00018  11.60 %  2020              10.00          111.07          10.2744
 00018  11.60 %  2020               5.00          111.05          10.2766
 00018  11.60 %  2020               5.00          111.01          10.2810
 00018  11.60 %  2020               5.00          111.055         10.2761
 00018  11.60 %  2020               5.00          111.04          10.2777
 00008  10.70 %  2020               3.00          103.45          10.2789
 00008  10.70 %  2020               5.00          103.75          10.2437
 01004  10.45 %  2018               5.00          102.70          10.1103
 01004  10.45 %  2018              10.00          102.55          10.1287
 01004  10.45 %  2018               5.00          102.75          10.1042
 01003  10.71 %  2016              10.00          104.72          10.0864
 01003  10.71 %  2016               5.00          104.75          10.0826
 01003  10.71 %  2016               5.00          104.74          10.0839
 01003  10.71 %  2016               5.00          104.74          10.0839
 01003  10.71 %  2016               5.00          104.74          10.0839
 01003  10.71 %  2016               5.00          104.74          10.0839
 01003  10.71 %  2016               5.00          104.79          10.0776
 01003  10.71 %  2016               5.00          104.80          10.0763
 00015  11.43 %  2015               5.00          110.13          10.0678
 00015  11.43 %  2015               5.00          110.10          10.0715
 00015  11.43 %  2015               5.00          110.00          10.0840
 00015  11.43 %  2015               5.00          110.18          10.0615
 00015  11.43 %  2015              10.00          110.13          10.0678
 00015  11.43 %  2015               5.00          110.11          10.0703
 00015  11.43 %  2015               5.00          110.18          10.0615
 00015  11.43 %  2015               5.00          110.15          10.0653
 00015  11.43 %  2015               5.00          110.15          10.0653
 00015  11.43 %  2015               5.00          110.15          10.0653
 00015  11.43 %  2015               5.00          110.15          10.0653
 00015  11.43 %  2015               5.00          110.18          10.0615
 00015  11.43 %  2015               5.00          110.19          10.0603
 00015  11.43 %  2015               5.00          110.19          10.0603
 00015  11.43 %  2015               5.00          110.19          10.0603
 00015  11.43 %  2015               5.00          110.185         10.0609
 00015  11.43 %  2015               5.00          110.155         10.0646
 85007  11.50 %  2015               1.00          109.05          10.2629
