in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 21 July 2001
1
 00016  11.40 %  2008               5.00          115.06           8.5288
 00016  11.40 %  2008               5.00          115.04           8.5322
 00016  11.40 %  2008               5.00          115.02           8.5357
 00016  11.40 %  2008               5.00          115.10           8.5218
 00016  11.40 %  2008              20.00          115.12           8.5183
 00016  11.40 %  2008               5.00          115.10           8.5218
 00016  11.40 %  2008               5.00          115.07           8.5270
 00016  11.40 %  2008               5.00          115.12           8.5183
 00016  11.40 %  2008              15.00          115.05           8.5305
 98009  11.90 %  2007               5.00          116.50           8.2817
 98009  11.90 %  2007               5.00          116.605          8.2608
 98009  11.90 %  2007               5.00          116.57           8.2678
 98009  11.90 %  2007               5.00          116.55           8.2717
 98009  11.90 %  2007              25.00          116.45           8.2916
 98009  11.90 %  2007              25.00          116.45           8.2916
 98005  11.75 %  2006               5.00          114.43           8.0222
 99008  11.68 %  2006               5.00          114.31           7.9765
 99008  11.68 %  2006               1.176         114.00           8.0502
 97010  11.19 %  2005               5.00          111.61           7.7965
 97010  11.19 %  2005               5.00          111.63           7.7910
 97010  11.19 %  2005               5.00          111.63           7.7910
 97010  11.19 %  2005               5.00          111.65           7.7856
 98022  11.98 %  2004               1.897         111.30           7.8348
 97007  12.59 %  2004               0.91          112.00           7.8891
 94003  12.50 %  2004               5.00          111.60           7.6140
 94003  12.50 %  2004              10.00          111.57           7.6258
 94003  12.50 %  2004              10.00          111.55           7.6336
 94003  12.50 %  2004               5.00          111.545          7.6355
 94003  12.50 %  2004               5.00          111.575          7.6238
 94003  12.50 %  2004               5.00          111.52           7.6453
 94003  12.50 %  2004               5.00          111.55           7.6336
 94003  12.50 %  2004               5.00          111.58           7.6218
 94003  12.50 %  2004               0.24995       111.00           7.8496
 94003  12.50 %  2004               5.00          111.55           7.6336
 94003  12.50 %  2004               0.40          111.70           7.5749
 96016  13.82 %  2002              15.00          106.96           7.4278
 94009  11.75 %  2001              10.00          100.39           7.4714
Date : July 20, 2001          Contract 
00012  11.03 %  2012               5.00          110.02           9.5391 
Date : July 19, 2001          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
)     Per Rs.100   Indicative Code                            (Face Value
YTM % Loan  Nomenclature              Amount           Price *         
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
 00017  11.50 %  2011               5.00          114.15           9.3335
 00017  11.50 %  2011               5.00          114.18           9.3293
 00017  11.50 %  2011               5.00          114.16           9.3321
 00017  11.50 %  2011               5.00          114.15           9.3335
 00017  11.50 %  2011               5.00          114.10           9.3404
 00017  11.50 %  2011               5.00          114.15           9.3335
 00017  11.50 %  2011               5.00          114.15           9.3335
 00017  11.50 %  2011               2.00          114.28           9.3154
 01007   9.39 %  2011               0.50          100.90           9.2482
 01007   9.39 %  2011               1.00          101.00           9.2327
 01007   9.39 %  2011               5.00          100.90           9.2482
 01007   9.39 %  2011               1.50          101.10           9.2173
 01007   9.39 %  2011               5.00          100.685          9.2816
 00010  10.95 %  2011               5.00          110.30           9.3261
 00010  10.95 %  2011               5.00          110.25           9.3335
 00010  10.95 %  2011              10.00          110.30           9.3261
 00010  10.95 %  2011              10.00          110.30           9.3261
 00010  10.95 %  2011               5.00          110.25           9.3335
 00010  10.95 %  2011              10.00          110.33           9.3217
 00010  10.95 %  2011              10.00          110.33           9.3217
 00010  10.95 %  2011               5.00          110.30           9.3261
 99005  12.32 %  2011              35.00          115.25           9.8178
 99005  12.32 %  2011              20.00          115.25           9.8178
 99005  12.32 %  2011              30.00          115.25           9.8178
 99005  12.32 %  2011              10.00          115.25           9.8178
 00014  11.30 %  2010               5.00          113.00           9.1515
 00014  11.30 %  2010               5.00          112.95           9.1591
 00014  11.30 %  2010               5.00          113.00           9.1515
 00014  11.30 %  2010               5.00          112.96           9.1576
 00014  11.30 %  2010               5.00          112.94           9.1606
 00014  11.30 %  2010              10.00          113.06           9.1423
 00014  11.30 %  2010               5.00          112.99           9.1530
 00014  11.30 %  2010               5.00          113.00           9.1515
 00014  11.30 %  2010               5.00          113.00           9.1515
 00014  11.30 %  2010               5.00          112.96           9.1576
 00014  11.30 %  2010               5.00          112.98           9.1545
 00014  11.30 %  2010               5.00          113.00           9.1515
 00014  11.30 %  2010               5.00          112.91           9.1652
 00014  11.30 %  2010               5.00          112.92           9.1637
 80003   7.50 %  2010               1.00           86.15           9.8873
 99004  12.29 %  2010              25.00          115.00           9.6659
 99006  11.99 %  2009              15.00          115.63           9.1183
 99006  11.99 %  2009               5.00          115.50           9.1399
 99006  11.99 %  2009               5.00          115.60           9.1233
 99006  11.99 %  2009               5.00          115.57           9.1283
 00016  11.40 %  2008               5.00          115.05           8.5305
 00016  11.40 %  2008               5.00          115.07           8.5270
 00016  11.40 %  2008               5.00          115.06           8.5288
 00016  11.40 %  2008              10.00          115.06           8.5288
 00016  11.40 %  2008               5.00          115.07           8.5270
 00016  11.40 %  2008               5.00          115.06           8.5288
 00016  11.40 %  2008               5.00          115.05           8.5305
 00016  11.40 %  2008               5.00          115.06           8.5288
 00016  11.40 %  2008               5.00          115.12           8.5183
 00016  11.40 %  2008               5.00          115.045          8.53143
 00012  11.03 %  2012               5.00          110.17           9.5179
 00012  11.03 %  2012               5.00          110.15           9.5207
 00012  11.03 %  2012               5.00          110.15           9.5207
 00012  11.03 %  2012               5.00          110.18           9.5165
 00012  11.03 %  2012              10.00          110.25           9.5068
 00012  11.03 %  2012               5.00          110.15           9.5207
 00012  11.03 %  2012               5.00          110.15           9.5207
 00012  11.03 %  2012               5.00          110.25           9.5068
 00012  11.03 %  2012               5.00          110.13           9.5235
 00012  11.03 %  2012               5.00          110.175          9.5172
 00012  11.03 %  2012               5.00          110.20           9.5137
 00012  11.03 %  2012               5.00          110.19           9.5151
 00012  11.03 %  2012               5.00          110.25           9.5068
 00012  11.03 %  2012               2.00          110.28           9.5026
 00017  11.50 %  2011               5.00          114.17           9.3307
 00017  11.50 %  2011               5.00          114.185          9.3286
 00017  11.50 %  2011               5.00          114.18           9.3293
 00017  11.50 %  2011               5.00          114.13           9.3363
 00017  11.50 %  2011              10.00          114.81           9.2418
 00017  11.50 %  2011               5.00          114.17           9.3307
 00017  11.50 %  2011               5.00          114.14           9.3349
 00017  11.50 %  2011               5.00          114.14           9.3349
 00017  11.50 %  2011               5.00          114.18           9.3293
 00017  11.50 %  2011               5.00          114.20           9.3265
 00017  11.50 %  2011              10.00          114.20           9.3265
 00017  11.50 %  2011              15.00          114.19           9.3279
 00017  11.50 %  2011              10.00          114.22           9.3237
 00017  11.50 %  2011               5.00          114.19           9.3279
 00017  11.50 %  2011               5.00          114.17           9.3307
 00017  11.50 %  2011              10.00          114.20           9.3265
 00017  11.50 %  2011               5.00          114.16           9.3321
