in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 30 July 2001
1
 00014  11.30 %  2010               5.00          112.95           9.1567
 00014  11.30 %  2010               5.00          112.95           9.1567
 00014  11.30 %  2010               5.00          112.95           9.1567
 98015  12.25 %  2010               5.00          115.00           9.6978
 90010  11.50 %  2010               0.98          112.40           9.4037
 99006  11.99 %  2009              10.00          115.55           9.1266
 99006  11.99 %  2009               5.00          115.59           9.1199
 99006  11.99 %  2009               5.00          115.59           9.1199
 99006  11.99 %  2009               5.00          115.61           9.1166
 00016  11.40 %  2008               5.00          114.885          8.5538
 00016  11.40 %  2008               5.00          114.885          8.5538
 98009  11.90 %  2007               5.00          116.50           8.2715
 98009  11.90 %  2007              10.00          116.50           8.2715
 98005  11.75 %  2006              10.00          114.40           8.0161
 97010  11.19 %  2005               5.00          111.61           7.7827
 97010  11.19 %  2005               5.00          111.62           7.7799
 97010  11.19 %  2005               5.00          111.61           7.7827
 98022  11.98 %  2004               5.00          111.57           7.7185
 98022  11.98 %  2004              10.00          111.57           7.7185
 98011  11.75 %  2004              20.00          110.17           7.7494
 97007  12.59 %  2004               5.00          112.30           7.7483
 94003  12.50 %  2004              10.00          111.56           7.5961
 94003  12.50 %  2004              10.00          111.57           7.5921
 94003  12.50 %  2004               5.00          111.57           7.5921
 97008  11.83 %  2003               0.022         108.10           7.3348
 96016  13.82 %  2002               1.10          106.84           7.4224
          Contract Date : July 28, 2001
 00015  11.43 %  2015               5.00          111.11           9.9435
 01005   9.81 %  2013              26.00          102.440          9.4595
 01005   9.81 %  2013              26.00          102.440          9.4595
 00012  11.03 %  2012               5.00          110.15           9.5186
 00012  11.03 %  2012               5.00          110.15           9.5186
 00017  11.50 %  2011               5.00          114.06           9.3436
 00017  11.50 %  2011              15.00          114.14           9.3324
 00017  11.50 %  2011              10.00          114.09           9.3394
 99004  12.29 %  2010              10.00          114.90           9.6792
 99006  11.99 %  2009              10.00          115.47           9.1406
 99006  11.99 %  2009              25.00          115.48           9.1389
 00016  11.40 %  2008               5.00          114.84           8.5623
          Contract Date : July 27, 2001
A.Government of India Dated Securities
I.  Outright Transactions
