in Government Dated Securities and Treasury Bills
Mumbai on 07 July 2001
1
 00016  11.40 %  2008               5.00          114.06           8.7125
 00016  11.40 %  2008               5.00          114.00           8.7230
 00016  11.40 %  2008               5.00          114.00           8.7230
 00016  11.40 %  2008               5.00          114.01           8.7213
 00016  11.40 %  2008              10.00          114.10           8.7055
 00016  11.40 %  2008               5.00          114.00           8.7230
 00016  11.40 %  2008              10.00          114.10           8.7055
 98007  12.00 %  2008              20.00          115.00           9.0037
 98007  12.00 %  2008              10.00          115.00           9.0037
 98007  12.00 %  2008               5.00          115.00           9.0037
 98007  12.00 %  2008               5.00          114.97           9.0091
 98007  12.00 %  2008               5.00          114.99           9.0055
 98007  12.00 %  2008              10.00          114.90           9.0219
 98009  11.90 %  2007               5.00          116.12           8.3747
 00013  11.00 %  2006              10.00          112.10           8.0400
 98005  11.75 %  2006              10.00          114.24           8.0900
 98005  11.75 %  2006              10.00          114.20           8.0994
 98005  11.75 %  2006              20.00          114.20           8.0994
 98005  11.75 %  2006               5.00          114.24           8.0900
 97010  11.19 %  2005               5.00          111.29           7.9072
 97010  11.19 %  2005               5.00          111.29           7.9072
 97010  11.19 %  2005              10.00          111.28           7.9099
 97010  11.19 %  2005               5.00          111.24           7.9208
 97010  11.19 %  2005              10.00          111.29           7.9072
 97010  11.19 %  2005              10.00          111.29           7.9072
97010  11.19 %  2005               5.00          111.29           7.9072 
97010  11.19 %  2005               5.00          111.29           7.9072 
98011  11.75 %  2004              25.00          110.05           7.8659 
98011  11.75 %  2004              20.00          110.05           7.8659 
98011  11.75 %  2004               5.00          109.85           7.9387 
98011  11.75 %  2004              10.00          109.86           7.9350 
97007  12.59 %  2004               5.00          112.08           7.9141 
94003  12.50 %  2004               5.00          111.32           7.7805 
94003  12.50 %  2004               5.00          111.31           7.7844 
94003  12.50 %  2004               5.00          111.31           7.7844 
94003  12.50 %  2004               0.218         110.70           8.0218 
Date : July 06, 2001          Contract 
01001  10.47 %  2015               1.00          105.80           9.6909 
00014  11.30 %  2010               5.00          112.33           9.2581 
Date : July 05, 2001          Contract 
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
)     Per Rs.100   Indicative Code                            (Face Value
Loan  Nomenclature              Amount           Price *        YTM % 
---------------------------------------------------------------------------
at RBI, 
Subsidiary General Ledger Account Transactions2
 01007   9.39 %  2011               0.50          100.48           9.3148
 01007   9.39 %  2011               5.00          100.70           9.2806
 01007   9.39 %  2011               5.00          100.40           9.3272
 01007   9.39 %  2011               5.00          100.79           9.2667
 01007   9.39 %  2011               5.00          100.76           9.2713
 01007   9.39 %  2011               5.00          100.75           9.2729
 01007   9.39 %  2011              10.00          100.72           9.2775
 01007   9.39 %  2011               5.00          100.75           9.2729
 01007   9.39 %  2011               5.00          100.72           9.2775
 01007   9.39 %  2011               5.00          100.71           9.2791
 01007   9.39 %  2011               5.00          100.72           9.2775
 01007   9.39 %  2011               5.00          100.72           9.2775
 01007   9.39 %  2011               5.00          100.75           9.2729
 01007   9.39 %  2011               5.00          100.71           9.2791
 01007   9.39 %  2011               5.00          100.71           9.2791
 01007   9.39 %  2011               5.00          100.74           9.2744
 01007   9.39 %  2011               2.00          100.64           9.2899
 01007   9.39 %  2011               5.00          100.65           9.2884
 01007   9.39 %  2011               4.00          100.65           9.2884
 01007   9.39 %  2011               1.00          100.65           9.2884
 01007   9.39 %  2011               5.00          100.67           9.2853
 01007   9.39 %  2011               5.00          100.72           9.2775
 01007   9.39 %  2011               5.00          100.73           9.2760
 00010  10.95 %  2011               1.00          109.76           9.4100
 99005  12.32 %  2011               5.00          115.75           9.7481
 99005  12.32 %  2011               4.50          114.15           9.9863
 00014  11.30 %  2010               5.00          112.61           9.2151
 00014  11.30 %  2010              10.00          112.61           9.2151
 00014  11.30 %  2010               5.00          112.61           9.2151
 00014  11.30 %  2010              10.00          112.61           9.2151
 99004  12.29 %  2010               5.00          114.05           9.8231
 99004  12.29 %  2010              10.00          115.45           9.6003
 99004  12.29 %  2010              20.00          115.45           9.6003
 99004  12.29 %  2010               5.00          115.35           9.6161
 99006  11.99 %  2009              10.00          115.25           9.1905
 99006  11.99 %  2009              15.00          115.25           9.1905
 99006  11.99 %  2009               5.00          115.35           9.1738
 99006  11.99 %  2009               5.00          115.30           9.1821
 99006  11.99 %  2009               5.00          115.35           9.1738
 99006  11.99 %  2009               5.00          115.25           9.1905
 99006  11.99 %  2009               5.00          115.20           9.1988
 99006  11.99 %  2009              20.00          115.35           9.1738
 98023  12.25 %  2008               5.00          115.90           9.1700
 98023  12.25 %  2008               4.851         115.80           9.1876
 98023  12.25 %  2008              10.00          115.86           9.1771
 00016  11.40 %  2008              10.00          114.06           8.7125
 00016  11.40 %  2008               5.00          114.06           8.7125
 00016  11.40 %  2008               5.00          114.06           8.7125
 00016  11.40 %  2008               5.00          114.05           8.7143
 00016  11.40 %  2008              10.00          114.06           8.7125
 00016  11.40 %  2008               5.00          114.10           8.7055
 00016  11.40 %  2008               5.00          114.01           8.7213
 00016  11.40 %  2008               5.00          114.01           8.7213
 00016  11.40 %  2008               5.00          114.10           8.7055
 00016  11.40 %  2008               5.00          114.00           8.72303
 00012  11.03 %  2012               1.00          109.82           9.5685
 00012  11.03 %  2012               5.00          110.35           9.4949
 00012  11.03 %  2012               5.00          110.42           9.4852
 00012  11.03 %  2012               5.00          110.51           9.4728
 00012  11.03 %  2012              10.00          110.45           9.4811
 00012  11.03 %  2012               5.00          110.30           9.5018
 00012  11.03 %  2012               5.00          110.30           9.5018
 00012  11.03 %  2012               5.00          110.30           9.5018
 00012  11.03 %  2012               5.00          110.35           9.4949
 00012  11.03 %  2012              10.00          110.38           9.4908
 00012  11.03 %  2012               5.00          110.40           9.4880
 00012  11.03 %  2012               5.00          110.40           9.4880
 00012  11.03 %  2012               5.00          110.43           9.4838
 00012  11.03 %  2012               5.00          110.37           9.4921
