in Government Dated Securities and Treasury Bills
at RBI, Mumbai on 11 August 2001
1
99008  11.68 %  2006               5.00          114.77           7.8339 
99008  11.68 %  2006              10.00          114.80           7.8267 
99008  11.68 %  2006              15.00          114.80           7.8267 
99008  11.68 %  2006               5.00          114.64           7.8649 
99008  11.68 %  2006               5.00          114.76           7.8363 
99008  11.68 %  2006               5.00          114.77           7.8339 
99008  11.68 %  2006               5.00          114.75           7.8386 
99008  11.68 %  2006               5.00          114.75           7.8386 
99008  11.68 %  2006               5.00          114.80           7.8267 
99008  11.68 %  2006              10.00          114.75           7.8386 
99008  11.68 %  2006              10.00          114.75           7.8386 
99008  11.68 %  2006               5.00          114.78           7.8315 
99008  11.68 %  2006               5.00          114.62           7.8696 
99008  11.68 %  2006               5.00          114.69           7.8529 
98022  11.98 %  2004               5.00          111.85           7.5852 
97007  12.59 %  2004               0.50          112.35           7.6816 
94003  12.50 %  2004               5.00          111.95           7.3898 
94003  12.50 %  2004               5.00          111.90           7.4097 
94003  12.50 %  2004               5.00          111.95           7.3898 
94003  12.50 %  2004               5.00          111.92           7.4017 
94003  12.50 %  2004               5.00          111.93           7.3978 
94003  12.50 %  2004              20.00          111.92           7.4017 
94003  12.50 %  2004               5.00          111.95           7.3898 
97011  11.15 %  2002              30.00          103.96           7.1872 
97011  11.15 %  2002              25.00          103.96           7.1872 
97011  11.15 %  2002               5.00          103.95           7.1969 
97011  11.15 %  2002              30.00          103.96           7.1872 
97011  11.15 %  2002               5.00          103.95           7.1969 
96018  13.55 %  2001               1.66          101.77           7.3200 
94009  11.75 %  2001               5.00          100.17           7.3886 
Date : August 10, 2001          Contract 
01005   9.81 %  2013               5.00          102.11           9.5050 
00012  11.03 %  2012              25.00          110.35           9.4873 
00012  11.03 %  2012              10.00          110.35           9.4873 
98015  12.25 %  2010               5.00          115.30           9.6455 
Date : August 09, 2001          Contract 
00015  11.43 %  2015              10.00          111.88          10.2130 
, 2001 11 Date : August Contract           
01005   9.81 %  2013               0.30          102.32           9.5853 
0, 2001 1 Date : August Contract           
A.Government of India Dated Securities
I.  Outright Transactions
---------------------------------------------------------------------------
Rs.Crore)    nominal in                                  (
)     Per Rs.100   Indicative Code                            (Face Value
YTM % Loan  Nomenclature              Amount           Price *         
---------------------------------------------------------------------------
Subsidiary General Ledger Account Transactions2
99006  11.99 %  2009               5.00          115.99           9.0457 
99006  11.99 %  2009               5.00          115.96           9.0507 
99006  11.99 %  2009               5.00          115.94           9.0540 
99006  11.99 %  2009               5.00          115.90           9.0607 
99006  11.99 %  2009              10.00          116.01           9.0423 
00016  11.40 %  2008               5.00          115.36           8.4628 
00016  11.40 %  2008               5.00          115.34           8.4663 
00016  11.40 %  2008               5.00          115.42           8.4524 
00016  11.40 %  2008               5.00          115.38           8.4593 
00016  11.40 %  2008               5.00          115.35           8.4646 
00016  11.40 %  2008               5.00          115.35           8.4646 
00016  11.40 %  2008               5.00          115.37           8.4611 
00016  11.40 %  2008              10.00          115.30           8.4733 
00016  11.40 %  2008               5.00          115.35           8.4646 
00016  11.40 %  2008               5.00          115.35           8.4646 
00016  11.40 %  2008               5.00          115.37           8.4611 
00016  11.40 %  2008               5.00          115.34           8.4663 
00016  11.40 %  2008              20.00          115.41           8.4541 
00016  11.40 %  2008               5.00          115.35           8.4646 
00016  11.40 %  2008               5.00          115.36           8.4628 
00016  11.40 %  2008               5.00          115.37           8.4611 
00016  11.40 %  2008               5.00          115.33           8.4681 
00016  11.40 %  2008               5.00          115.40           8.4559 
00016  11.40 %  2008               5.00          115.30           8.4733 
00016  11.40 %  2008               5.00          115.30           8.4733 
00016  11.40 %  2008               5.00          115.30           8.4733 
00016  11.40 %  2008               5.00          115.30           8.4733 
00016  11.40 %  2008              10.00          115.37           8.4611 
00016  11.40 %  2008              20.00          115.38           8.4593 
00016  11.40 %  2008               5.00          115.195          8.4916 
00016  11.40 %  2008               5.00          115.36           8.4628 
00016  11.40 %  2008               5.00          115.31           8.4715 
00016  11.40 %  2008               5.00          115.30           8.4733 
00016  11.40 %  2008               5.00          115.38           8.4593 
00016  11.40 %  2008               5.00          115.30           8.4733 
00016  11.40 %  2008               5.00          115.32           8.4698 
00016  11.40 %  2008               5.00          115.33           8.4681 
00016  11.40 %  2008               5.00          115.40           8.4559 
00016  11.40 %  2008               5.00          115.31           8.4715 
00016  11.40 %  2008               5.00          115.21           8.4890 
00016  11.40 %  2008               5.00          115.40           8.4559 
98009  11.90 %  2007               5.00          116.90           8.1765 
98009  11.90 %  2007               0.50          116.60           8.2363 
00013  11.00 %  2006               5.00          112.74           7.8513 
00013  11.00 %  2006               5.00          112.72           7.8559 
00013  11.00 %  2006              10.00          112.72           7.8559 
00013  11.00 %  2006               5.00          112.74           7.8513 
00013  11.00 %  2006               5.00          112.78           7.8422 
00013  11.00 %  2006               5.00          112.66           7.8697 
86007  11.50 %  2006               1.00          112.85           8.1769 
98005  11.75 %  2006               5.00          114.90           7.8772 
98005  11.75 %  2006               5.00          114.90           7.8772 
98005  11.75 %  2006               5.00          114.93           7.8701 
98005  11.75 %  2006              10.00          114.95           7.8654 
98005  11.75 %  2006               5.00          114.95           7.8654 3
00010  10.95 %  2011               5.00          110.45           9.2980 
00010  10.95 %  2011               5.00          110.60           9.2759 
00010  10.95 %  2011               5.00          110.53           9.2862 
